INTERSECTIONID,ONST,CRST,QUAD,INSPECTOR,DATE,EVNT_LAT,EVNT_LON,EVNT_MAP,EVNT_TYPE,PED_SIGNAL_PRES,CPL_SIZE,CPL_FORCE,CPL_OP,CPL_CTRST,CPL_VIS,CPL_AUD,CMNT_1,CPL_LDG,CPL_PROX,CPL_PLACE,CPL_SEP,CPL_HGT,CPL_CW_1,CPL_CW_2,CMNT_2,OA_CMNT,Mapped Location
4890,W Trinity Lane,Baptist World Center Drive,Southeast,Jeff Pedine,04/29/2019 12:00:00 AM,36.206947,-86.791359,7105,PED_SIGNAL,true,false,true,false,true,false,false,The push button is small and has no visible or audible indicators.,true,true,true,false,42,5,2,The push button is separated from the adjacent button by only 1.5’.,The push button is small and has no visible or audible indicators. It is also separated from the adjacent button by only 1.5’.,POINT (-86.791359 36.206947)
2250,18th Ave S,Magnolia Blvd,Southwest,Greg Roddy,04/29/2019 12:00:00 AM,36.135612,-86.797462,10412,PED_SIGNAL,true,false,false,false,false,false,false,The 1/2” push button does not have a visual or audible indicator.,true,false,true,true,39,11,8,The push button is only 39” high and 30” from the landing.,The 1/2” push button does not have a visual or audible indicator. The push button is only 39” high and 30” from the landing. The Ped signal light is in good working condition.,POINT (-86.797462 36.135612)
1025,1st Avenue S,Korean Veterans Boulevard,Northwest,Jeff Pedine,05/21/2019 12:00:00 AM,36.158436,-86.772163,9311,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.772163 36.158436)
2510,26th Ave N,Charlotte Ave,Northwest,Greg Roddy,05/10/2019 12:00:00 AM,36.154667,-86.815689,9210,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,42,11,8,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.815689 36.154667)
2380,21st Ave S,Edgehill Ave,Northeast,Greg Roddy,04/30/2019 12:00:00 AM,36.144173,-86.799622,10404,PED_SIGNAL,true,true,true,true,true,false,false,The push button is chrome with a black housing. There is no visual or audible indicators.,true,true,true,false,42,10,2,,There is no visual or audible indicators. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.799622 36.144173)
2360,Church St,21st Ave N,Northeast,Greg Roddy,05/14/2019 12:00:00 AM,36.152565,-86.802773,9216,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.802773 36.152565)
3510,Gallatin pk,Carolyn ave,Southwest,Mark Lee,05/09/2019 12:00:00 AM,36.196991,-86.742218,7214,NA,false,,,,,,,,,,,,,,,,No push button. Pedestrian signal is off of mount and hanging by electrical wire.,POINT (-86.742218 36.196991)
2800,S 6th Street,Shelby Avenue,Northeast,Jeff Pedine,05/06/2019 12:00:00 AM,36.168537,-86.76004,9304,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,42,11,3,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.76004 36.168537)
4758,Unnamed,Powell Ave,Southeast,Greg Roddy,04/29/2019 12:00:00 AM,36.108318,-86.765594,11815,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,false,false,true,true,45,8,5,There is no landing at this push button. The push button is 45” high from the sidewalk.,There is no landing at this push button. The push button is 45” high from the sidewalk. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.765594 36.108318)
2800,S 6th Street,Shelby Avenue,Southeast,Jeff Pedine,05/06/2019 12:00:00 AM,36.168392,-86.759933,9304,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,42,7,0,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.759933 36.168392)
3442,Vantage Way,French Landing Drive,Southwest,Jeff Pedine,05/01/2019 12:00:00 AM,36.191006,-86.797302,8104,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,42,2.5,2,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.797302 36.191006)
4175,Interstate Drive,Shelby Avenue,Southeast,Jeff Pedine,05/06/2019 12:00:00 AM,36.16613,-86.765594,9303,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,true,38,10,4,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.765594 36.16613)
4980,White Bridge,Post Road,Southwest,Mark Lee,05/13/2019 12:00:00 AM,36.127884,-86.851967,10315,PED_SIGNAL,true,false,false,false,true,false,false,The Pedestrian push button is black with a yellow housing.,true,true,true,false,50,9,7,The Pedestrian push button is mounted 50” above landing.,The Pedestrian push button is mounted 50” above landing. There are no visual or audio features at this button.There is a pedestrian signal that is in good working order with no other issues.,POINT (-86.851967 36.127884)
4360,McGavock Pike,Riverside Drive,Southwest,Mark Lee,05/10/2019 12:00:00 AM,36.204693,-86.724457,7207,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome with black housing,true,true,true,false,42,8.5,8,Two buttons on single pole at this location,Push button and pedestrian signals are in good working order with no other issues,POINT (-86.724457 36.204693)
1179,3rd Avenue N,Garfield Street,Southwest,Jeff Pedine,05/07/2019 12:00:00 AM,36.18322,-86.790077,8205,PED_SIGNAL,true,true,true,true,true,false,false,The push button has no visible or audible indicators.,true,true,true,false,42,10,3,The push button is separated from the adjacent button by only 1’.,The push button has no visible or audible indicators.,POINT (-86.790077 36.18322)
2478,Blakemore Ave,25th Ave S,Northeast,Greg Roddy,05/01/2019 12:00:00 AM,36.138351,-86.807022,10407,PED_SIGNAL,true,true,true,true,false,true,false,The push button is black with a black housing and a chrome arrow.,false,false,true,true,46,14,10,The push button is 46” high and 24” from the sidewalk.,The push button is 46” high and 24” from the sidewalk. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.807022 36.138351)
2310,Church St,20th Ave N,Northwest,Greg Roddy,05/14/2019 12:00:00 AM,36.153484,-86.800957,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.800957 36.153484)
4890,W Trinity Lane,Baptist World Center Drive,Southwest,Jeff Pedine,04/29/2019 12:00:00 AM,36.206913,-86.791603,7105,PED_SIGNAL,true,false,true,false,true,false,false,The push button is small and has no visible or audible indicators.,true,true,true,false,42,14,0,The push button is separated from the adjacent button by only 1’.,The push button is small and has no visible or audible indicators. It is also separated from the adjacent button by only 1’.,POINT (-86.791603 36.206913)
3350,Natchez Trace,Fairfax Ave,Northwest,Greg Roddy,04/30/2019 12:00:00 AM,36.135189,-86.81147,10411,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.81147 36.135189)
4365,Athens Way,Rosa L Parks Boulevard,Northeast,Jeff Pedine,04/30/2019 12:00:00 AM,36.193085,-86.801575,7016,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.801575 36.193085)
2465,23rd Ave N,Elliston Pl,Southwest,Greg Roddy,05/14/2019 12:00:00 AM,36.149925,-86.805534,9215,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow. There is no signage at this push button.,true,true,false,true,36,2,16,The push button is only 36” high from the landing and is only 26” away from the curb.,The push button is only 36” high from the landing and is only 26” away from the curb. There is no signage at this push button. The Ped signal light is in good working condition.,POINT (-86.805534 36.149925)
2131,Jo Johnston Ave,16th Ave N,Northeast,Greg Roddy,05/13/2019 12:00:00 AM,36.162331,-86.797989,9208,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.797989 36.162331)
1295,Korean Veterans Boulevard,4th Avenue S,Southwest,Jeff Pedine,05/21/2019 12:00:00 AM,36.156952,-86.774544,9310,PED_SIGNAL,true,false,false,false,false,false,false,The push button is currently inaccessible due to construction.,false,false,false,false,,,,,The push button is currently inaccessible due to construction.,POINT (-86.774544 36.156952)
2400,Medical Center Dr,21st Ave S,Southeast,Greg Roddy,04/30/2019 12:00:00 AM,36.142704,-86.799973,10404,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,42,9,4,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.799973 36.142704)
1420,5th Avenue N,Jefferson Street,Southeast,Jeff Pedine,05/15/2019 12:00:00 AM,36.174191,-86.787247,8213,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,45,6,14,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.787247 36.174191)
4950,Orleans Drive,West End Ave,Southwest,Greg Roddy,05/07/2019 12:00:00 AM,36.139305,-86.819016,10406,PED_SIGNAL,true,true,true,true,true,true,true,The push button is silver with a black housing.,true,true,true,false,43,11,14,The push button is 43 inches high from the landing.,The push button is 43 inches tall on the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.819016 36.139305)
1720,Garfield Street,Rosa L Parks Boulevard,Southeast,Jeff Pedine,05/01/2019 12:00:00 AM,36.180573,-86.796127,8112,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.796127 36.180573)
1760,Jefferson Street,Rosa L Parks Boulevard,Northwest,Jeff Pedine,05/14/2019 12:00:00 AM,36.173328,-86.791603,8213,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.791603 36.173328)
4,Greenfield ave,Gallatin pk,Northeast,Mark Lee,05/08/2019 12:00:00 AM,36.210972,-86.73288,7202,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome with yellow housing,true,true,true,false,42,8,3.5,,The pedestrian signal and pedestrian button are in good working order with no issues,POINT (-86.73288 36.210972)
1225,4th Avenue S,Ash Street,Southwest,Jeff Pedine,05/17/2019 12:00:00 AM,36.152275,-86.771675,9315,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,41,10,5,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.771675 36.152275)
2474,Children’s Way,24th Ave S,Northwest,Greg Roddy,05/01/2019 12:00:00 AM,36.139099,-86.805176,10407,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,false,43,8,2,The push button is 43” high from the landing.,The push button is 43” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.805176 36.139099)
4370,Rosa L Parks Boulevard,Dominican Drive,Southeast,Jeff Pedine,05/01/2019 12:00:00 AM,36.187874,-86.798218,8104,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.798218 36.187874)
4508,25th Ave S,Highland Ave,Southeast,Greg Roddy,05/06/2019 12:00:00 AM,36.142651,-86.806511,10403,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.806511 36.142651)
4758,Powell Ave,Unnamed,Southwest,Greg Roddy,04/29/2019 12:00:00 AM,36.108227,-86.765839,11815,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.765839 36.108227)
3550,Douglas Ave,Gallatin Pike,Southwest,Mark Lee,05/10/2019 12:00:00 AM,36.192574,-86.744568,7313,NA,false,,,,,,,,,,,,,,,,There is no Pedestrian push button however there is a pedestrian signal that is in good working order. There are no other issues to report.,POINT (-86.744568 36.192574)
1715,Rosa L Parks Boulevard,Unnamed,Northeast,Jeff Pedine,05/14/2019 12:00:00 AM,36.170441,-86.789436,8213,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.789436 36.170441)
1810,Monroe Street,Rosa L Parks Boulevard,Northeast,Jeff Pedine,05/14/2019 12:00:00 AM,36.175404,-86.792633,8209,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,11,5,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.792633 36.175404)
1325,Jefferson Street,4th Avenue N,Northwest,Jeff Pedine,05/07/2019 12:00:00 AM,36.174805,-86.786293,8213,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.786293 36.174805)
2145,16th Ave S,Edgehill Ave,Northeast,Greg Roddy,04/30/2019 12:00:00 AM,36.143475,-86.792999,10404,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.792999 36.143475)
3190,Spring Street,Cowan Street,Southeast,Jeff Pedine,05/03/2019 12:00:00 AM,36.176735,-86.7761,8210,PED_SIGNAL,true,false,true,false,true,false,false,The push button is small and has no visible or audible indicators.,true,false,true,false,44,14,0,The push button is separated from the adjacent button by only 1’.,The push button is small and has no visible or audible indicators. It is also separated from the adjacent button by only 1’.,POINT (-86.7761 36.176735)
1500,Lafayette Street,Ewing Avenue,Southeast,Jeff Pedine,05/20/2019 12:00:00 AM,36.153328,-86.775787,9310,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.775787 36.153328)
1970,12th Ave N,Broadway,Northeast,Greg Roddy,05/22/2019 12:00:00 AM,36.156658,-86.787476,9309,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.787476 36.156658)
4975,Knob,White Bridge,Northwest,Mark Lee,05/13/2019 12:00:00 AM,36.137901,-86.857857,10306,PED_SIGNAL,true,true,true,true,false,true,true,The Pedestrian push button is aluminum with a black housing.,true,true,true,false,36,7,13,The Pedestrian push button is mounted 36” above landing.,The Pedestrian push button is mounted 36” above landing. There is a Pedestrian signal in good working order. There are no other issues to report.,POINT (-86.857857 36.137901)
3201,Albion St,DB Todd Blvd,Southwest,Greg Roddy,05/09/2019 12:00:00 AM,36.166203,-86.805374,9203,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,42,11,4,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.805374 36.166203)
2565,Charlotte Pk,31st Ave N,Northwest,Greg Roddy,05/08/2019 12:00:00 AM,36.153481,-86.821068,9210,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.821068 36.153481)
2180,17th Ave N,Church St,Northwest,Greg Roddy,05/14/2019 12:00:00 AM,36.155853,-86.795998,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.795998 36.155853)
2470,West End Ave,23rd Ave N,Northeast,Greg Roddy,05/15/2019 12:00:00 AM,36.148956,-86.804581,9215,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.804581 36.148956)
1580,Lafayette Street,7th Avenue S,Northwest,Jeff Pedine,05/20/2019 12:00:00 AM,36.154373,-86.778046,9310,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.778046 36.154373)
4950,Murphy Road,West End Ave,Northeast,Greg Roddy,05/07/2019 12:00:00 AM,36.13953,-86.819145,10406,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,false,false,true,false,44,10,18,"There is no landing at this push button location. The push button is 44” high from the sidewalk, 10’ from the curb and 18’ from the crosswalk.",There is no compliant landing at this location. The push button is 44” high from the sidewalk. The push button and signal is in good working condition and free of any other defects.,POINT (-86.819145 36.13953)
1165,4th Avenue S,Korean Veterans Boulevard,Northeast,Jeff Pedine,05/21/2019 12:00:00 AM,36.157291,-86.774666,9310,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,17,4,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.774666 36.157291)
4330,Lebanon Pike,Stewart’s Ferry,Southwest,Mark Lee,05/20/2019 12:00:00 AM,36.168186,-86.65699,9602,PED_SIGNAL,true,false,false,false,false,false,false,The Pedestrian push button is silver with a yellow housing. This button doesn’t have any visual or audio features.,true,true,true,false,52,8,0,The Pedestrian push button is mounted 52” above landing.,The Pedestrian push button is mounted 52” above landing. The push button is smaller than 2”. You can not push the button with your fist due to cover over button. There are no visual or audio features at this location. There is a pedestrian signal that is in good working order with no issues.,POINT (-86.65699 36.168186)
4857,Unnamed,Thompson lane,Northeast,Mark Lee,05/17/2019 12:00:00 AM,36.112267,-86.765305,11811,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome with black and yellow housing,true,true,true,false,43,4.5,0,Push button is 43” high from landing. There is only one push button at this location.,"Push button is 43” high from landing.
Unnamed road is entrance to Applebee’s.
Push button and pedestrian signal are there and in good working order with no other issues.",POINT (-86.765305 36.112267)
2245,Jo Johnston Ave,DB Todd Blvd,Southwest,Greg Roddy,05/13/2019 12:00:00 AM,36.160423,-86.801979,9208,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,true,true,false,40,11,7,The push button is only 40” high from the landing.,The push button is only 40” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.801979 36.160423)
3147,Unnamed,Charlotte,Northwest,Mark Lee,05/13/2019 12:00:00 AM,36.133278,-86.892326,10211,PED_SIGNAL,true,true,true,true,false,true,true,The Pedestrian push button is aluminum with a black housing.,true,false,true,true,42,18,14,The Pedestrian push button is further than 10” from landing.,There is a pedestrian push button and pedestrian signal that are in good working order. The Pedestrian push button is located further than 10” from landing. Unnamed is entrance to Nashville West shopping center.,POINT (-86.892326 36.133278)
3840,Linbar dr,Harding pl,Northeast,Mark Lee,05/21/2019 12:00:00 AM,36.084316,-86.70578,13413,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome arrow with black background and yellow housing.,true,true,true,false,48,9,1,"Push button is 48” high from landing.
There is only one push button at this location.","Push button is 48” high from landing.
There is a pedestrian signal that is in good working order with no other issues.",POINT (-86.70578 36.084316)
2578,Park Plaza,31st Ave N,East,Greg Roddy,05/08/2019 12:00:00 AM,36.149952,-86.817719,9214,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,false,true,true,42,8,11,The push button is 36” from the landing.,The push button is 36” from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.817719 36.149952)
2160,17th Ave S,Broadway,Southwest,Greg Roddy,05/20/2019 12:00:00 AM,36.153023,-86.793915,9212,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,false,42,13,7,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.793915 36.153023)
2050,Church St,George L Davis Blvd,Southwest,Greg Roddy,05/22/2019 12:00:00 AM,36.158314,-86.790665,9309,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.790665 36.158314)
2030,Broadway,George L Davis Blvd,Northeast,Greg Roddy,05/22/2019 12:00:00 AM,36.156193,-86.788925,9309,PED_SIGNAL,true,false,false,false,false,false,false,This push button is under construction.,false,false,false,false,,,,This intersection is under construction.,The push button and intersection are under construction.,POINT (-86.788925 36.156193)
2130,Charlotte Ave,16th Ave N,Northeast,Greg Roddy,05/13/2019 12:00:00 AM,36.159771,-86.796234,9208,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.796234 36.159771)
4920,Bowling Ave,West End Ave,Southeast,Greg Roddy,05/07/2019 12:00:00 AM,36.134624,-86.82489,10409,PED_SIGNAL,true,true,true,true,true,true,true,The push button is black with a yellow housing and a chrome arrow.,true,true,true,true,42,6,1,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.82489 36.134624)
2290,Church St,19th Ave N,Northeast,Greg Roddy,05/14/2019 12:00:00 AM,36.154472,-86.798965,9212,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.798965 36.154472)
1736,65 off ramp,Rosa L Parks Boulevard,Northeast,Jeff Pedine,05/02/2019 12:00:00 AM,36.185181,-86.798088,8108,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.798088 36.185181)
4630,Nolensville,Peachtree,Southeast,Mark Lee,05/16/2019 12:00:00 AM,36.120487,-86.749832,19903,NA,false,,,,,,,,,,,,,,,,There is no Pedestrian push button however there is a pedestrian signal that is in good working order with no other issues.,POINT (-86.749832 36.120487)
4758,Powell,Unnamed,Southwest,Mark Lee,05/17/2019 12:00:00 AM,36.108234,-86.765854,11815,NA,false,,,,,,,,,,,,,,,,There is no Pedestrian push button however there is a pedestrian signal that is in good working order with no other issues. Unnamed is entrance to Home Depot.,POINT (-86.765854 36.108234)
1735,65 on ramp,Rosa L Parks Boulevard,Northeast,Jeff Pedine,05/02/2019 12:00:00 AM,36.183983,-86.797836,8108,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.797836 36.183983)
1720,Garfield Street,Rosa L Parks Boulevard,Northeast,Jeff Pedine,05/01/2019 12:00:00 AM,36.180508,-86.796227,8112,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.796227 36.180508)
2160,17th Ave S,Broadway,Southeast,Greg Roddy,05/20/2019 12:00:00 AM,36.153225,-86.793869,9212,PED_SIGNAL,true,true,true,true,true,true,true,The push button is chrome with a black housing.,true,true,true,false,42,8,9,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.793869 36.153225)
1430,Korean Veterans Boulevard,5th Avenue S,Southeast,Jeff Pedine,05/21/2019 12:00:00 AM,36.156658,-86.775574,9310,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.775574 36.156658)
2519,28th/31st Ave Connector,City Blvd,Northeast,Greg Roddy,05/08/2019 12:00:00 AM,36.152626,-86.818245,9210,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.818245 36.152626)
2305,20th Ave N,Charlotte Ave,Southwest,Greg Roddy,05/13/2019 12:00:00 AM,36.157021,-86.803612,9211,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow. The audible indicator does not work.,true,true,true,true,42,8,3,,The audible indicator does not work. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.803612 36.157021)
3200,Db Todd Blvd,Jackson St,Southwest,Greg Roddy,05/09/2019 12:00:00 AM,36.165657,-86.805099,9203,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.805099 36.165657)
2130,Charlotte Ave,McMillin St,Southeast,Greg Roddy,05/13/2019 12:00:00 AM,36.15958,-86.796043,9208,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.796043 36.15958)
4817,None,Stewart’s Ferry,Northeast,Mark Lee,05/20/2019 12:00:00 AM,36.166718,-86.654701,9602,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome arrow with black background and black housing.,true,false,true,false,43,8,0,"Push button is 43” high from landing.
Push button is 3’ away from landing.
There is only one push button at this location","Push button is 43” high from landing.
Push button is 3’ away from landing.
There is a pedestrian signal in good working order with no other issues.",POINT (-86.654701 36.166718)
1295,4th Avenue S,Korean Veterans Boulevard,Southeast,Jeff Pedine,05/21/2019 12:00:00 AM,36.157093,-86.774529,9310,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,43,3,0,,"The push button shows good working order, properly spaced, visual contrast, and audio/visual indicators.",POINT (-86.774529 36.157093)
1810,Rosa L Parks Boulevard,Monroe Street,Northeast,Jeff Pedine,05/14/2019 12:00:00 AM,36.175411,-86.792557,8209,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.792557 36.175411)
1700,Division Street,8th Avenue S,Southeast,Jeff Pedine,05/20/2019 12:00:00 AM,36.149632,-86.779037,9314,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,11,3,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.779037 36.149632)
1970,Broadway,12th Ave N,Northeast,Greg Roddy,05/22/2019 12:00:00 AM,36.1567,-86.787544,9309,NA,false,,,,,,,"There is no push button for this crosswalk, however there is a Ped signal light.",,,,,,,,,There is no push button for this crosswalk. The Ped signal light is in good working condition.,POINT (-86.787544 36.1567)
2070,Broadway,14th Ave N,Northwest,Greg Roddy,05/22/2019 12:00:00 AM,36.155758,-86.789978,9309,PED_SIGNAL,true,true,true,true,true,false,false,The push button is chrome with a yellow housing. The visual and audible indicators do not work.,true,false,true,false,41,16,4,The push button is 41” high from the sidewalk and is 60” away from the landing.,The visual and audible indicators do not work. The push button is only 41” high from the sidewalk and is 60” away from the landing. The Ped signal light is in good working condition.,POINT (-86.789978 36.155758)
1735,65 off ramp,Rosa L Parks Boulevard,Southwest,Jeff Pedine,05/02/2019 12:00:00 AM,36.18327,-86.798065,8108,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.798065 36.18327)
3550,Gallatin Pike,Douglas ave,Southeast,Mark Lee,05/10/2019 12:00:00 AM,36.19249,-86.744354,7213,NA,false,,,,,,,,,,,,,,,,No pedestrian push button. Pedestrian signal is there and in good working order with no other issues,POINT (-86.744354 36.19249)
4205,Lafayette Street,Claiborne Street,Northeast,Jeff Pedine,05/16/2019 12:00:00 AM,36.148521,-86.761047,9316,PED_SIGNAL,true,true,true,true,true,true,true,,true,true,true,false,42,16,10,"The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.","The push button is separated from the adjacent button by only 1’, but it shows good condition otherwise.",POINT (-86.761047 36.148521)
4857,Unnamed,Thompson lane,Southeast,Mark Lee,05/17/2019 12:00:00 AM,36.112064,-86.765244,11811,PED_SIGNAL,true,true,true,true,true,true,true,Push button is chrome button with black housing.,true,true,true,false,40,8,0,"Push button is 40” high from landing.
There is only one push button at this location.","Push button is 40” high from landing.
Unnamed road is entrance to mall. 
Push button and pedestrian signal are there and in good working order with no other issues.",POINT (-86.765244 36.112064)
2400,Medical Center Dr,21st Ave S,Northeast,Greg Roddy,04/30/2019 12:00:00 AM,36.142818,-86.799942,10404,PED_SIGNAL,true,true,true,true,false,true,true,The push button is black with a black housing and a chrome arrow.,true,true,true,true,42,9,2,,The push button and signal light are both in good working condition and free of any issues.,POINT (-86.799942 36.142818)
2510,26th Ave N,Charlotte Ave,Southeast,Greg Roddy,05/10/2019 12:00:00 AM,36.154449,-86.815361,9210,PED_SIGNAL,true,true,false,false,true,false,false,The push button is chrome with a yellow housing. There is no visual or audible indicators.,true,true,true,true,41,12,10,The push button is only 41” high from the landing.,The push button is only 41” high from the landing. The push button and signal light are both in good working condition and free of any other issues.,POINT (-86.815361 36.154449)
1030,2nd Avenue S,Broadway,Southeast,Jeff Pedine,05/22/2019 12:00:00 AM,36.161793,-86.775063,9306,NA,false,,,,,,,,,,,,,,,,There is no push button at this location.,POINT (-86.775063 36.161793)
