Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
Wallingford Av N/n 145th St,Rescue Extrication,05/31/2019 06:13:00 AM,47.734135,-122.336981,POINT (-122.336981 47.734135),F190056360
824 E Pike St,Aid Response,04/26/2019 08:25:00 AM,47.614068,-122.321785,POINT (-122.321785 47.614068),F190041699
2001 Westlake Av N,Car Fire,11/24/2019 04:26:00 AM,47.636444,-122.340459,POINT (-122.340459 47.636444),F190124685
607 3rd Av,Medic Response,06/21/2019 06:33:00 AM,47.602813,-122.331449,POINT (-122.331449 47.602813),F190064783
4535 University Way Ne,Aid Response,06/21/2019 06:34:00 AM,47.661582,-122.313125,POINT (-122.313125 47.661582),F190064784
100 University St,Aid Response,06/21/2019 07:03:00 AM,47.606835,-122.338197,POINT (-122.338197 47.606835),F190064788
2208 15th Av W,Aid Response Yellow,03/28/2020 04:29:00 PM,47.638695,-122.376149,POINT (-122.376149 47.638695),F200031135
1811 Eastlake Av,Trans to AMR,07/11/2019 01:25:00 PM,47.618002,-122.329182,POINT (-122.329182 47.618002),F190073065
Montlake Blvd Ne / Ne Pacific Pl,Aid Response,07/11/2019 01:32:00 PM,47.651083,-122.303907,POINT (-122.303907 47.651083),F190073067
6420 California Av Sw,Aid Response,07/11/2019 01:35:00 PM,47.545436,-122.387209,POINT (-122.387209 47.545436),F190073068
1533 Western Av,Aid Response,05/03/2019 03:37:00 PM,47.608682,-122.341421,POINT (-122.341421 47.608682),F190044613
4860 Rainier Av S,Aid Response,06/06/2019 01:48:00 PM,47.558488,-122.285359,POINT (-122.285359 47.558488),F190058869
9455 27th Av Sw,Rescue Elevator,06/06/2019 01:48:00 PM,47.518178,-122.367277,POINT (-122.367277 47.518178),F190058870
4th Av S / S Washington St,Aid Response,06/06/2019 01:50:00 PM,47.600875,-122.328963,POINT (-122.328963 47.600875),F190058871
3204 Sw Morgan St,Automatic Medical Alarm,06/06/2019 01:53:00 PM,47.544669,-122.373777,POINT (-122.373777 47.544669),F190058872
Western Av / Blanchard St,Aid Response,06/06/2019 01:54:00 PM,47.611942,-122.346072,POINT (-122.346072 47.611942),F190058873
1015 3rd Av,Medic Response,06/06/2019 01:57:00 PM,47.605726,-122.334112,POINT (-122.334112 47.605726),F190058875
719 2nd Av W,Aid Response,06/06/2019 01:57:00 PM,47.625815,-122.359312,POINT (-122.359312 47.625815),F190058876
3rd Av / Stewart St,Aid Response,05/03/2019 03:55:00 PM,47.611629,-122.339592,POINT (-122.339592 47.611629),F190044621
919 Stewart St,Aid Response,05/03/2019 03:57:00 PM,47.615745,-122.334269,POINT (-122.334269 47.615745),F190044624
3000 S Holden St,Aid Response,05/03/2019 03:57:00 PM,47.533766,-122.293416,POINT (-122.293416 47.533766),F190044625
2820 S Orcas St,Medic Response,06/06/2019 02:01:00 PM,47.550883,-122.296605,POINT (-122.296605 47.550883),F190058877
747 N 135th St,TEST - MIS TEST,06/06/2019 02:01:00 PM,47.726864,-122.348012,POINT (-122.348012 47.726864),F190058878
N 115TH ST / STONE AV N,Medic Response,06/06/2019 02:02:00 PM,47.712312,-122.342124,POINT (-122.342124 47.712312),F190058879
509 3rd Av,Aid Response,06/06/2019 02:16:00 PM,47.602114,-122.330809,POINT (-122.330809 47.602114),F190058882
100 N 85th St,Trans to AMR,05/09/2019 09:01:00 PM,47.69061,-122.357982,POINT (-122.357982 47.69061),F190047139
4700 Sw Admiral Way,Aid Response,05/09/2019 09:01:00 PM,47.581214,-122.391903,POINT (-122.391903 47.581214),F190047138
2233 6th Av S,4RED - 2 + 1 + 1,05/09/2019 09:05:00 PM,47.583629,-122.325974,POINT (-122.325974 47.583629),F190047140
7301 Delridge Way Sw,Aid Response,01/18/2020 04:30:00 PM,47.537106,-122.361215,POINT (-122.361215 47.537106),F200006304
2313 3rd Av,Triaged Incident,11/02/2019 07:18:00 PM,47.614799,-122.344953,POINT (-122.344953 47.614799),F190116962
405 M L King Jr Way S,Aid Response,10/01/2019 10:22:00 PM,47.599173,-122.297417,POINT (-122.297417 47.599173),F190105124
9811 California Av Sw,Aid Response,10/01/2019 10:23:00 PM,47.515535,-122.387512,POINT (-122.387512 47.515535),F190105125
Western Av / Wall St,Aid Response,05/16/2019 03:19:00 PM,47.614031,-122.349606,POINT (-122.349606 47.614031),F190049811
3115 Ne 82nd St,Activated CO Detector,08/31/2019 10:55:00 AM,47.688517,-122.294946,POINT (-122.294946 47.688517),F190093293
2746 Ne 45th St,Aid Response,08/31/2019 10:57:00 AM,47.661239,-122.297259,POINT (-122.297259 47.661239),F190093294
SW ROXBURY ST/8TH AV SW,MVI - Motor Vehicle Incident,10/12/2019 02:36:00 PM,47.517303,-122.345423,POINT (-122.345423 47.517303),F190109098
401 Pine St,Aid Response,10/12/2019 02:37:00 PM,47.61122,-122.337562,POINT (-122.337562 47.61122),F190109099
148 N 130TH ST,Aid Response,10/01/2019 10:31:00 PM,47.72324,-122.356788,POINT (-122.356788 47.72324),F190105126
424 Minor Av N,Trans to AMR,10/01/2019 10:33:00 PM,47.622242,-122.332995,POINT (-122.332995 47.622242),F190105127
7316 Bowlyn Pl S,Aid Response,10/01/2019 10:37:00 PM,47.536693,-122.265624,POINT (-122.265624 47.536693),F190105128
600 1st Av N,Aid Response,10/01/2019 10:42:00 PM,47.624578,-122.355404,POINT (-122.355404 47.624578),F190105129
12200 Stone Av N,Medic Response- 7 per Rule,11/24/2019 01:13:00 AM,47.718487,-122.342232,POINT (-122.342232 47.718487),F190124659
3300 1st Av S,Aid Response,12/27/2019 05:18:00 PM,47.574386,-122.334204,POINT (-122.334204 47.574386),F190136506
5319 24th Av Ne,Medic Response,03/15/2020 05:46:00 PM,47.667234,-122.301935,POINT (-122.301935 47.667234),F200026710
11027 Marine View Dr Sw,Aid Response,11/24/2019 01:23:00 AM,47.504246,-122.380588,POINT (-122.380588 47.504246),F190124661
2461 42nd Ave W,Aid Response,07/25/2020 01:53:00 PM,47.641872,-122.410326,POINT (-122.410326 47.641872),F200072889
1503 18th Av,Trans to AMR,11/24/2019 01:39:00 AM,47.614127,-122.308854,POINT (-122.308854 47.614127),F190124663
11346 Sunnyside Av N,Aid Response,11/24/2019 01:41:00 AM,47.711731,-122.330042,POINT (-122.330042 47.711731),F190124664
3738 Sw Thistle St,Rescue Extrication,11/24/2019 01:45:00 AM,47.528361,-122.37983,POINT (-122.37983 47.528361),F190124665
1531 7th Av,Trans to AMR,11/24/2019 01:50:00 AM,47.61191,-122.333632,POINT (-122.333632 47.61191),F190124666
4422 Bagley Av N,Aid Response,11/24/2019 02:10:00 AM,47.660525,-122.332561,POINT (-122.332561 47.660525),F190124668
11320 Sand Point Way Ne,Aid Response Yellow,11/24/2019 04:10:00 AM,47.710863,-122.281103,POINT (-122.281103 47.710863),F190124682
1419 22nd Av,Aid Response,05/03/2019 04:02:00 PM,47.613148,-122.303629,POINT (-122.303629 47.613148),F190044627
105 5th Av S,Aid Response,05/03/2019 04:04:00 PM,47.601643,-122.327656,POINT (-122.327656 47.601643),F190044628
1521 Nw Market St,Aid Response,05/03/2019 04:05:00 PM,47.668671,-122.377312,POINT (-122.377312 47.668671),F190044629
105 5th Av S,1RED 1 Unit,05/03/2019 04:06:00 PM,47.601643,-122.327656,POINT (-122.327656 47.601643),F190044630
811 E Roanoke St,Aid Response,05/03/2019 04:23:00 PM,47.64319,-122.321953,POINT (-122.321953 47.64319),F190044635
8th Av S / S Dearborn St,Aid Response,05/03/2019 04:27:00 PM,47.595831,-122.322459,POINT (-122.322459 47.595831),F190044637
5408 Keystone Pl N,Aid Response,07/20/2019 08:12:00 PM,47.667311,-122.33209,POINT (-122.33209 47.667311),F190076843
3rd Av / Columbia St,Aid Response,07/20/2019 08:13:00 PM,47.604197,-122.332714,POINT (-122.332714 47.604197),F190076844
6940 62nd Av Ne,Auto Fire Alarm,10/22/2019 03:25:00 PM,47.678821,-122.262227,POINT (-122.262227 47.678821),F190112857
6800 62nd Av Ne,Aid Response,10/22/2019 03:26:00 PM,47.677828,-122.262163,POINT (-122.262163 47.677828),F190112858
11616 Aurora Av N,Natural Gas Odor,10/22/2019 03:28:00 PM,47.713747,-122.344837,POINT (-122.344837 47.713747),F190112859
204 Ne 94th St,Aid Response,05/09/2019 09:08:00 PM,47.69681,-122.327101,POINT (-122.327101 47.69681),F190047142
601 S Washington St,Medic Response,09/11/2019 12:54:00 AM,47.600871,-122.326327,POINT (-122.326327 47.600871),F190097344
2721 4th Av,Medic Response,10/22/2019 03:28:00 PM,47.617908,-122.34823,POINT (-122.34823 47.617908),F190112860
802 Terry Av,Aid Response Yellow,11/02/2019 03:20:00 PM,47.607453,-122.324953,POINT (-122.324953 47.607453),F190116905
2025 4th Av,Medic Response,11/02/2019 03:21:00 PM,47.613251,-122.340351,POINT (-122.340351 47.613251),F190116904
3rd Ave / Cherry St,Aid Response,03/03/2020 08:02:00 PM,47.603484,-122.332062,POINT (-122.332062 47.603484),F200022564
8312 37th Ave S,Investigate Out Of Service,11/29/2020 02:56:00 PM,47.528504,-122.285956,POINT (-122.285956 47.528504),F200117045
10557 Stone Av N,Medic Response,03/03/2020 08:17:00 PM,47.705568,-122.342012,POINT (-122.342012 47.705568),F200022566
325 9TH AV,Medic Response- 6 per Rule,03/03/2020 08:18:00 PM,47.603588,-122.322949,POINT (-122.322949 47.603588),F200022567
3308 W Bertona St,Automatic Medical Alarm,07/02/2019 12:30:00 AM,47.650446,-122.399636,POINT (-122.399636 47.650446),F190069193
6713 Alonzo Ave Nw,Activated CO Detector,11/29/2020 03:07:00 PM,47.677877,-122.375131,POINT (-122.375131 47.677877),F200117048
610 1st Av N,Trans to AMR,08/10/2019 10:57:00 AM,47.624659,-122.355403,POINT (-122.355403 47.624659),F190085042
3033 California Av Sw,Trans to AMR,08/10/2019 11:00:00 AM,47.576766,-122.386721,POINT (-122.386721 47.576766),F190085043
Aloha St / Fairview Av N,Medic Response- 6 per Rule,08/10/2019 11:13:00 AM,47.627221,-122.332799,POINT (-122.332799 47.627221),F190085044
James St / Terry Av,Aid Response,06/21/2019 07:05:00 AM,47.606018,-122.323641,POINT (-122.323641 47.606018),F190064789
3616 34TH AVE W,Medic Response,10/07/2020 05:35:00 AM,47.652385,-122.400905,POINT (-122.400905 47.652385),F200099691
516 Ne 103rd St,Aid Response,07/11/2019 01:45:00 PM,47.703139,-122.323003,POINT (-122.323003 47.703139),F190073075
Fauntleroy Way Sw / 35th Av Sw,Medic Response- 7 per Rule,07/11/2019 01:47:00 PM,47.565546,-122.376196,POINT (-122.376196 47.565546),F190073077
416 30th Av E,Aid Response Yellow,07/11/2019 01:48:00 PM,47.622675,-122.293152,POINT (-122.293152 47.622675),F190073078
202 19th Av E,Aid Response,07/11/2019 01:51:00 PM,47.619673,-122.307364,POINT (-122.307364 47.619673),F190073079
8914 Aurora Av N,Medic Response,07/11/2019 02:25:00 PM,47.693557,-122.344557,POINT (-122.344557 47.693557),F190073096
1660 S Columbian Way,Rescue Elevator,05/03/2019 05:06:00 PM,47.561845,-122.310824,POINT (-122.310824 47.561845),F190044655
S King St / Alaskan Way S,Aid Response,05/03/2019 05:07:00 PM,47.59824,-122.335906,POINT (-122.335906 47.59824),F190044656
202 N 110th St,Auto Fire Alarm,05/03/2019 05:10:00 PM,47.708721,-122.356787,POINT (-122.356787 47.708721),F190044657
1819 N 135th St,Aid Response,05/03/2019 05:12:00 PM,47.726854,-122.337217,POINT (-122.337217 47.726854),F190044658
1718 Melrose Av,Aid Response,05/03/2019 05:13:00 PM,47.617193,-122.327873,POINT (-122.327873 47.617193),F190044662
3243 22nd Av W,Automatic Fire Alarm Resd,05/03/2019 05:13:00 PM,47.64885,-122.384665,POINT (-122.384665 47.64885),F190044660
1760 4th Av S,Aid Response,05/03/2019 05:13:00 PM,47.587604,-122.329054,POINT (-122.329054 47.587604),F190044661
2121 26th Av S,Aid Response,04/26/2019 08:34:00 AM,47.584234,-122.299024,POINT (-122.299024 47.584234),F190041703
1753 Nw 56th St,Trans to AMR,07/02/2019 12:30:00 AM,47.669446,-122.37945,POINT (-122.37945 47.669446),F190069194
913 S Jackson St,Medic Response- 7 per Rule,07/02/2019 12:32:00 AM,47.59919,-122.320841,POINT (-122.320841 47.59919),F190069196
Sb I5 At Roanoke,MVI - Motor Vehicle Incident,09/21/2019 06:34:00 AM,47.643234,-122.323195,POINT (-122.323195 47.643234),F190101154
5018 Rainier Av S,Triaged Incident,11/29/2020 06:13:00 PM,47.556799,-122.284459,POINT (-122.284459 47.556799),F200117087
751 N 135th St,Medic Response,05/03/2019 03:23:00 PM,47.726864,-122.348004,POINT (-122.348004 47.726864),F190044608
9700 Roosevelt Way Ne,Unk Odor,05/03/2019 03:23:00 PM,47.699471,-122.317636,POINT (-122.317636 47.699471),F190044607
1807 E Hamlin St,Aid Response,05/03/2019 03:25:00 PM,47.645569,-122.308759,POINT (-122.308759 47.645569),F190044609
903 9th Av,Aid Response,07/20/2019 08:16:00 PM,47.60771,-122.326721,POINT (-122.326721 47.60771),F190076845
11545 North Park Av N,Aid Response,07/20/2019 08:16:00 PM,47.712732,-122.348992,POINT (-122.348992 47.712732),F190076846
Airport Way S / S Spokane St,Investigate Out Of Service,06/04/2020 12:37:00 AM,47.571399,-122.322746,POINT (-122.322746 47.571399),F200054905
1900 5th Av,Aid Response,05/03/2019 03:26:00 PM,47.612958,-122.337873,POINT (-122.337873 47.612958),F190044610
1301 E Yesler Way,Aid Response,05/03/2019 03:27:00 PM,47.601688,-122.314922,POINT (-122.314922 47.601688),F190044611
12520 Roosevelt Way Ne,Aid Response,10/01/2019 11:19:00 PM,47.719745,-122.318132,POINT (-122.318132 47.719745),F190105138
1519 12th Av,Aid Response,10/01/2019 11:25:00 PM,47.614317,-122.316839,POINT (-122.316839 47.614317),F190105139
4219 S Othello St,Aid Response,10/01/2019 11:27:00 PM,47.53705,-122.280473,POINT (-122.280473 47.53705),F190105140
115 Broadway E,Aid Response,05/03/2019 03:36:00 PM,47.618907,-122.320857,POINT (-122.320857 47.618907),F190044612
610 1st Av N,Trans to AMR,05/03/2019 03:36:00 PM,47.624659,-122.355403,POINT (-122.355403 47.624659),F190044614
2425 S Jackson St,Aid Response,08/10/2019 11:38:00 AM,47.599282,-122.300821,POINT (-122.300821 47.599282),F190085052
2728 Fairview Av E,Aid Response,08/10/2019 11:42:00 AM,47.645236,-122.327437,POINT (-122.327437 47.645236),F190085054
1001 2nd Av W,Aid Response,08/10/2019 12:10:00 PM,47.627728,-122.359298,POINT (-122.359298 47.627728),F190085069
7953 12th Av Sw,Aid Response,08/10/2019 12:33:00 PM,47.531436,-122.350592,POINT (-122.350592 47.531436),F190085078
9709 60th Av S,Auto Fire Alarm,05/03/2019 04:17:00 PM,47.515022,-122.258194,POINT (-122.258194 47.515022),F190044632
3100 Rainier Av S,Aid Response,05/03/2019 04:17:00 PM,47.576359,-122.29663,POINT (-122.29663 47.576359),F190044634
3rd Av / Pike St,Aid Response,05/03/2019 04:18:00 PM,47.60975,-122.337793,POINT (-122.337793 47.60975),F190044633
JOHN ST / WARREN AV N,Aid Response,05/03/2019 04:24:00 PM,47.619764,-122.354138,POINT (-122.354138 47.619764),F190044636
5000 California Av Sw,Aid Response,08/10/2019 01:36:00 PM,47.557498,-122.386883,POINT (-122.386883 47.557498),F190085099
1423 Nw Market St,Aid Response,05/03/2019 04:50:00 PM,47.668665,-122.374178,POINT (-122.374178 47.668665),F190044641
9700 Roosevelt Way Ne,Medic Response,05/03/2019 04:51:00 PM,47.699471,-122.317636,POINT (-122.317636 47.699471),F190044642
9700 Roosevelt Way Ne,Aid Response,05/03/2019 04:53:00 PM,47.699471,-122.317636,POINT (-122.317636 47.699471),F190044643
UNIVERSITY WAY NE / NE 47TH ST,Medic Response,05/03/2019 04:54:00 PM,47.663092,-122.313102,POINT (-122.313102 47.663092),F190044644
8728 Hamlet Av S,Aid Response,05/03/2019 04:57:00 PM,47.525427,-122.265952,POINT (-122.265952 47.525427),F190044645
12270 Ashworth Av N,Aid Response,05/03/2019 04:59:00 PM,47.718777,-122.339546,POINT (-122.339546 47.718777),F190044646
3546 Ne 125th St,Aid Response,05/03/2019 05:30:00 PM,47.71924,-122.28927,POINT (-122.28927 47.71924),F190044667
12520 9th Av Nw,Aid Response,11/13/2019 04:16:00 AM,47.719852,-122.367719,POINT (-122.367719 47.719852),F190120808
5224 Ravenna Av Ne,Activated CO Detector,05/09/2019 09:12:00 PM,47.666593,-122.303417,POINT (-122.303417 47.666593),F190047145
7342 20th Av Nw,Automatic Fire Alarm False,05/09/2019 09:12:00 PM,47.681713,-122.382152,POINT (-122.382152 47.681713),F190047146
600 Broadway,Aid Response,08/31/2019 11:05:00 AM,47.607218,-122.320752,POINT (-122.320752 47.607218),F190093295
1720 E Olive St,Aid Response,11/13/2019 04:17:00 AM,47.616442,-122.309884,POINT (-122.309884 47.616442),F190120809
6739 15th Av Nw,Aid Response,05/16/2019 03:24:00 PM,47.677993,-122.376765,POINT (-122.376765 47.677993),F190049812
Ne 47th St / Brooklyn Ave Ne,Aid Response,03/15/2020 03:30:00 PM,47.6631,-122.314238,POINT (-122.314238 47.6631),F200026668
6th Av / Westlake Av,Aid Response,05/31/2019 06:24:00 AM,47.613947,-122.337563,POINT (-122.337563 47.613947),F190056364
1753 Nw 56th St,Medic Response,03/15/2020 03:37:00 PM,47.669446,-122.37945,POINT (-122.37945 47.669446),F200026670
10507 Aurora Av N,Trans to AMR,03/15/2020 03:42:00 PM,47.705096,-122.344695,POINT (-122.344695 47.705096),F200026671
9th Ave / Stewart St,Trans to AMR,03/28/2020 01:36:00 PM,47.615616,-122.334436,POINT (-122.334436 47.615616),F200031074
8502 Aurora Av N,Aid Response,05/09/2019 09:17:00 PM,47.69057,-122.344522,POINT (-122.344522 47.69057),F190047148
302 Ne Northgate Way,AFA4 - Auto Alarm 2 + 1 + 1,10/01/2019 11:00:00 PM,47.708611,-122.325928,POINT (-122.325928 47.708611),F190105130
328 Ne Northgate Way,Auto Fire Alarm,10/01/2019 11:00:00 PM,47.708609,-122.325576,POINT (-122.325576 47.708609),F190105131
11050 8th Av Ne,Aid Response,10/01/2019 11:15:00 PM,47.708935,-122.320569,POINT (-122.320569 47.708935),F190105137
2208 15th Av W,Aid Response,01/07/2020 03:08:00 PM,47.638695,-122.376149,POINT (-122.376149 47.638695),F200002355
525 Ne Northgate Way,Aid Response,08/10/2019 11:13:00 AM,47.708593,-122.323047,POINT (-122.323047 47.708593),F190085046
201 5th Av N,Medic Response,11/24/2019 05:39:00 AM,47.619739,-122.347611,POINT (-122.347611 47.619739),F190124693
5512 15th Av Ne,Aid Response,08/10/2019 11:16:00 AM,47.668642,-122.311882,POINT (-122.311882 47.668642),F190085047
1st Ave / Stewart St,Aid Response,07/25/2020 12:34:00 PM,47.610275,-122.341343,POINT (-122.341343 47.610275),F200072861
800 Occidental Av S,EVENT - Special Event,08/10/2019 11:22:00 AM,47.595693,-122.333273,POINT (-122.333273 47.595693),F190085048
10345 Meridian Av N,Automatic Medical Alarm,08/10/2019 11:24:00 AM,47.703624,-122.333909,POINT (-122.333909 47.703624),F190085049
230 Ne 140th St,Automatic Fire Alarm Resd,07/25/2020 12:39:00 PM,47.730622,-122.327165,POINT (-122.327165 47.730622),F200072864
230 8th Av N,Aid Response,08/10/2019 11:35:00 AM,47.620061,-122.341084,POINT (-122.341084 47.620061),F190085051
517 3rd Av,Medic Response,08/10/2019 11:36:00 AM,47.602172,-122.330863,POINT (-122.330863 47.602172),F190085050
500 4th Av,Medic Response,06/21/2019 07:05:00 AM,47.60252,-122.329645,POINT (-122.329645 47.60252),F190064790
4760 32nd Av S,Aid Response,06/21/2019 07:05:00 AM,47.55988,-122.291492,POINT (-122.291492 47.55988),F190064791
1703 California Av Sw,Medic Response,06/21/2019 07:06:00 AM,47.588027,-122.386277,POINT (-122.386277 47.588027),F190064792
941 S Nebraska St,HAZADV - Hazmat Advised,06/21/2019 07:13:00 AM,47.549169,-122.319428,POINT (-122.319428 47.549169),F190064796
450 Ne 100th St,Aid Response,06/21/2019 07:18:00 AM,47.701329,-122.323684,POINT (-122.323684 47.701329),F190064795
11616 53rd Av S,Aid Response,06/21/2019 07:21:00 AM,47.497934,-122.267751,POINT (-122.267751 47.497934),F190064797
7401 Rainier Av S,Aid Response,06/21/2019 07:23:00 AM,47.5359,-122.270028,POINT (-122.270028 47.5359),F190064798
710 Cherry St,Aid Response,06/21/2019 07:28:00 AM,47.605387,-122.327511,POINT (-122.327511 47.605387),F190064799
116 Stewart St,Trans to AMR,06/21/2019 07:43:00 AM,47.610387,-122.341198,POINT (-122.341198 47.610387),F190064800
1629 N 45th St,Auto Fire Alarm,04/25/2020 03:39:00 PM,47.661386,-122.338313,POINT (-122.338313 47.661386),F200040029
2028 3RD AV,Medic Response,04/26/2019 08:36:00 AM,47.61261,-122.34125,POINT (-122.34125 47.61261),F190041704
10513 Stone Av N,Aid Response,08/20/2019 07:52:00 AM,47.705159,-122.342005,POINT (-122.342005 47.705159),F190088893
95 S Jackson St,Auto Fire Alarm,08/20/2019 07:54:00 AM,47.599203,-122.334289,POINT (-122.334289 47.599203),F190088894
2417 1st Ave W,Automatic Fire Alarm Resd,06/16/2020 03:02:00 PM,47.640196,-122.358247,POINT (-122.358247 47.640196),F200059120
3752 Montlake Blvd Ne,Single Medic Unit,11/02/2019 03:34:00 PM,47.650093,-122.304388,POINT (-122.304388 47.650093),F190116906
1100 Minor Av,Medic Response,07/02/2019 12:43:00 AM,47.610516,-122.324681,POINT (-122.324681 47.610516),F190069198
116 Stewart St,Aid Response,01/30/2020 05:46:00 AM,47.610387,-122.341198,POINT (-122.341198 47.610387),F200010392
1128 13th Av,Hang-Up- Fire,06/16/2020 03:07:00 PM,47.611679,-122.315437,POINT (-122.315437 47.611679),F200059123
5th Av Ne / Ne 75th St,1RED 1 Unit,11/13/2019 04:46:00 AM,47.683176,-122.322903,POINT (-122.322903 47.683176),F190120810
725 9th Av,Aid Response Yellow,03/15/2020 04:18:00 PM,47.606444,-122.325563,POINT (-122.325563 47.606444),F200026684
12526 27th Av Ne,Illegal Burn,06/16/2020 03:26:00 PM,47.71953,-122.299091,POINT (-122.299091 47.71953),F200059126
12539 Evanston Av N,Automatic Fire Alarm Resd,12/05/2019 12:59:00 AM,47.71994,-122.35162,POINT (-122.35162 47.71994),F190128378
1400 6th Av,Aid Response,12/05/2019 01:00:00 AM,47.61015,-122.333556,POINT (-122.333556 47.61015),F190128379
3720 Montlake Blvd Ne,Medic Response,12/05/2019 01:01:00 AM,47.649404,-122.304574,POINT (-122.304574 47.649404),F190128380
3051 42nd Ave W,Medic Response,08/30/2020 05:34:00 PM,47.647263,-122.410755,POINT (-122.410755 47.647263),F200086365
5617 45th Av Sw,Aid Response,12/27/2019 05:32:00 PM,47.552046,-122.389823,POINT (-122.389823 47.552046),F190136510
1600 E Olive St,Trans to AMR,10/20/2020 12:12:00 PM,47.616446,-122.311456,POINT (-122.311456 47.616446),F200104224
5444 Delridge Way Sw,Aid Response,11/24/2019 05:47:00 AM,47.553321,-122.362969,POINT (-122.362969 47.553321),F190124694
621 S Jackson St,Trans to AMR,10/01/2019 11:36:00 PM,47.599192,-122.32579,POINT (-122.32579 47.599192),F190105141
4611 35th Av Sw,Aid Response,10/01/2019 11:57:00 PM,47.561926,-122.376204,POINT (-122.376204 47.561926),F190105144
4033 Fremont Av N,Automatic Fire Alarm Resd,08/10/2019 11:44:00 AM,47.655816,-122.349934,POINT (-122.349934 47.655816),F190085055
420 4th Av,Aid Response,08/10/2019 11:49:00 AM,47.601986,-122.32914,POINT (-122.32914 47.601986),F190085056
2125 1st Av,Medic Response,08/10/2019 11:54:00 AM,47.612025,-122.344231,POINT (-122.344231 47.612025),F190085058
4309 Memorial Way Ne,Medic Response,08/10/2019 11:56:00 AM,47.659795,-122.309705,POINT (-122.309705 47.659795),F190085059
5th Av S / S Jackson St,Medic Response,08/10/2019 11:57:00 AM,47.599195,-122.327667,POINT (-122.327667 47.599195),F190085060
147 N 132ND ST,Aid Response,08/10/2019 12:00:00 PM,47.725059,-122.357384,POINT (-122.357384 47.725059),F190085063
4510 UNIVERSITY WAY NE,Aid Response,08/10/2019 12:01:00 PM,47.661352,-122.313129,POINT (-122.313129 47.661352),F190085066
837 Ne Northgate Way,Aid Response,08/10/2019 12:01:00 PM,47.708574,-122.320055,POINT (-122.320055 47.708574),F190085062
36th Av S / S Charlestown St,Aid Response,08/10/2019 12:11:00 PM,47.569764,-122.288285,POINT (-122.288285 47.569764),F190085070
13000 Linden Av N,Aid Response,08/10/2019 12:19:00 PM,47.723218,-122.348195,POINT (-122.348195 47.723218),F190085073
4th Av / Vine St,Aid Response,06/21/2019 07:46:00 AM,47.617243,-122.347105,POINT (-122.347105 47.617243),F190064802
Eb I90 At Rainier,MVI Freeway,06/21/2019 07:47:00 AM,47.592505,-122.311963,POINT (-122.311963 47.592505),F190064804
Florentia St / Warren Av N,Illegal Burn,06/21/2019 07:48:00 AM,47.646888,-122.354503,POINT (-122.354503 47.646888),F190064805
2700 Airport Way S,Auto Fire Alarm,04/25/2020 03:40:00 PM,47.579503,-122.321398,POINT (-122.321398 47.579503),F200040031
601 5th Av,Aid Response,07/11/2019 11:12:00 AM,47.603698,-122.329187,POINT (-122.329187 47.603698),F190073006
12521 33rd Av Ne,Trans to AMR,05/16/2019 03:25:00 PM,47.719406,-122.292729,POINT (-122.292729 47.719406),F190049813
1610 2nd Av,Medic Response,05/16/2019 03:25:00 PM,47.610299,-122.339831,POINT (-122.339831 47.610299),F190049815
12035 Aurora Av N,Medic Response,07/11/2019 11:14:00 AM,47.716786,-122.344889,POINT (-122.344889 47.716786),F190073007
2201 4th Av,Alarm Bell,05/31/2019 06:26:00 AM,47.6146,-122.342634,POINT (-122.342634 47.6146),F190056365
4629 21st Av Ne,Auto Fire Alarm,07/11/2019 11:15:00 AM,47.662432,-122.305466,POINT (-122.305466 47.662432),F190073008
81 Pike St,Medic Response,01/07/2020 12:50:00 PM,47.608523,-122.340726,POINT (-122.340726 47.608523),F200002308
9001 Lake City Way Ne,Aid Response,07/31/2019 07:50:00 AM,47.693931,-122.30552,POINT (-122.30552 47.693931),F190080974
E Union St / 15th Av,Medic Response- 6 per Rule,07/31/2019 07:52:00 AM,47.612912,-122.31278,POINT (-122.31278 47.612912),F190080976
2331 Boylston Av E,Auto Fire Alarm,07/31/2019 07:53:00 AM,47.640076,-122.323461,POINT (-122.323461 47.640076),F190080977
710 Cherry St,Aid Response,02/21/2020 07:27:00 AM,47.605387,-122.327511,POINT (-122.327511 47.605387),F200018528
9201 Rainier Av S,Aid Response,05/09/2019 09:49:00 PM,47.52101,-122.269997,POINT (-122.269997 47.52101),F190047154
1123 38th Av,Aid Response Yellow,01/07/2020 12:55:00 PM,47.612389,-122.284937,POINT (-122.284937 47.612389),F200002310
Nb Sr99 At Raye St,Aid Response,09/21/2019 06:37:00 AM,47.642989,-122.347021,POINT (-122.347021 47.642989),F190101155
820 Nw 95th St,Auto Fire Alarm,01/07/2020 01:00:00 PM,47.697867,-122.367016,POINT (-122.367016 47.697867),F200002311
555 N 105th St,Aid Response,07/11/2019 11:23:00 AM,47.705066,-122.350749,POINT (-122.350749 47.705066),F190073011
1942 Westlake Av,Auto Fire Alarm,01/30/2020 05:53:00 AM,47.61409,-122.337592,POINT (-122.337592 47.61409),F200010393
12015 31st Ave Ne,Aid Response,01/30/2020 05:57:00 AM,47.71566,-122.295254,POINT (-122.295254 47.71566),F200010394
2nd Av S / S Orcas St,Trans to AMR,12/27/2019 05:01:00 PM,47.551892,-122.332405,POINT (-122.332405 47.551892),F190136503
