FOLDERYEAR;LicenceRSN;LicenceNumber;LicenceRevisionNumber;BusinessName;BusinessTradeName;Status;IssuedDate;ExpiredDate;BusinessType;BusinessSubType;Unit;UnitType;House;Street;City;Province;Country;PostalCode;LocalArea;NumberofEmployees;FeePaid;ExtractDate;Geom
18;3012902;18-444628;00;Bruce Frederick Sprague (Bruce Sprague);Ernst & Young;Gone Out of Business;;;Financial Services;Accountant/Auditor;2300;Unit;700;W GEORGIA ST;Vancouver;BC;CA;V7Y 1C7;Downtown;000;;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.119500778402, 49.2822434350563]}"
18;3012904;18-444630;00;William D Katzin Ltd;;Issued;2017-12-18T23:18:22+01:00;2018-12-31;Financial Services;Accountant/Auditor;500;Unit;1055;W BROADWAY;Vancouver;BC;CA;V6H 1E2;Fairview;5;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.127803379894, 49.2637106519185]}"
18;3012908;18-444634;00;Wendy Teng Inc;Cheung & Teng CGAs;Issued;2018-10-03T00:10:03+02:00;2018-12-31;Financial Services;Accountant/Auditor;302;Unit;1770;W 7TH AV;Vancouver;BC;CA;V6J 4Y6;Fairview;3;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.145040495237, 49.2652070083778]}"
18;3012909;18-444635;00;Matthew Y C So Ltd;Crowe Mackay LLP;Issued;2017-12-05T00:33:41+01:00;2018-12-31;Financial Services;Accountant/Auditor;1100;Unit;1177;W HASTINGS ST;Vancouver;BC;CA;V6E 4T5;Downtown;000;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.121979852972, 49.2888486263507]}"
18;3012913;18-444639;00;MCA Accountants Inc;;Issued;2017-12-20T19:45:42+01:00;2018-12-31;Financial Services;Accountant/Auditor;206;Unit;5701;GRANVILLE ST;Vancouver;BC;CA;V6M 4J7;Kerrisdale;7;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.140138355838, 49.2339471511796]}"
18;3012917;18-444643;00;Yasmin Shamshudin Ahmedbhai (Yasmin Ahmedbhai);Yasmin Ahmedbhai Chartered Accountant;Issued;2017-12-07T18:52:14+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;;;Vancouver;BC;CA;;West Point Grey;0;145;2020-11-01T11:32:26+01:00;
18;3012922;18-444648;00;Hung Le & Associates Corp;;Issued;2017-11-10T18:48:33+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;1153;KINGSWAY;Vancouver;BC;CA;V5V 3C9;Kensington-Cedar Cottage;5;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.080630143425, 49.2527422869608]}"
18;3012923;18-444649;00;The Bowra Group Inc;The Bowra Group;Issued;2017-12-01T20:23:47+01:00;2018-12-31;Financial Services;Solvency Service;430;Unit;505;BURRARD ST;Vancouver;BC;CA;V7X 1M3;Downtown;9;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118959746657, 49.2865570713147]}"
18;3012924;18-444650;00;CIBC World Markets Inc;;Issued;2017-11-20T18:18:09+01:00;2018-12-31;Financial Services;Investment Company;401;Unit;2052;W 41ST AV;Vancouver;BC;CA;V6M 1Y8;Kerrisdale;12;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.153799508839, 49.2342458465492]}"
18;3012937;18-444663;00;Anthony W Martin (Anthony Martin);KPMG;Issued;2017-12-18T20:32:34+01:00;2018-12-31;Financial Services;Accountant/Auditor;900;Unit;777;DUNSMUIR ST;Vancouver;BC;CA;V7Y 1K3;Downtown;0;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.116383207944, 49.2843253122431]}"
18;3012939;18-444665;00;Sun Life Assurance Company of Canada;;Issued;2017-12-21T22:04:39+01:00;2018-12-31;Financial Services;Investment Company;1800;Unit;1055;DUNSMUIR ST;Vancouver;BC;CA;V7X 1B1;Downtown;5;168;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.120915798954, 49.2865514070226]}"
18;3012945;18-444671;00;S Vandervoort & Company Inc;;Issued;2017-11-23T22:21:40+01:00;2018-12-31;Financial Services;Accountant/Auditor;108;Unit;2786;W 16TH AV;Vancouver;BC;CA;V6K 3C3;Arbutus-Ridge;3;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.167388848894, 49.2573022304929]}"
18;3012948;18-444674;00;Amecor Investments Ltd;;Issued;2017-12-04T21:13:34+01:00;2018-12-31;Financial Services;Investment Company;708;Unit;1155;W PENDER ST;Vancouver;BC;CA;V6E 2P4;Downtown;2;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.121792814441, 49.288244690183]}"
18;3012949;18-444675;00;Hatherly Almic Financial Ltd;IPC Investment;Issued;2017-11-28T19:12:38+01:00;2018-12-31;Financial Services;Financial Planner;300;Unit;1275;W 6TH AV;Vancouver;BC;CA;V6H 1A6;Fairview;2;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.133064428914, 49.2663820185595]}"
18;3012950;18-444676;00;(Andrew Liu);Andrew Liu & Associates;Issued;2017-11-17T21:25:51+01:00;2018-12-31;Financial Services;Accountant/Auditor;456;Unit;650;W 41ST AV;Vancouver;BC;CA;V5Z 2M9;Oakridge;8;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118854822642, 49.2320652387003]}"
18;3012951;18-444677;00;Price Anderson Inc;;Issued;2018-03-27T20:43:13+02:00;2018-12-31;Financial Services;Bookkeeping Service;;;;;Vancouver;BC;CA;;Grandview-Woodland;1;155;2020-11-01T11:32:26+01:00;
18;3012952;18-444678;00;Gibralt Capital Corporation;;Issued;2017-12-05T18:16:30+01:00;2018-12-31;Financial Services;Investment Company;2600;Unit;1075;W GEORGIA ST;Vancouver;BC;CA;V6E 3G9;Downtown;5;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.122189505874, 49.2858641494082]}"
18;3012955;18-444681;00;(Jiukang Liu);JK Liu & Co CGA;Issued;2017-11-23T21:21:49+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;912;W KING EDWARD AV;Vancouver;BC;CA;V5Z 2E2;South Cambie;2;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.12547222923, 49.2486104869249]}"
18;3012956;18-444682;00;Hector Wong & Co Ltd;;Issued;2017-11-09T22:16:57+01:00;2018-12-31;Financial Services;Accountant/Auditor;825;Unit;1200;W 73RD AV;Vancouver;BC;CA;V6P 6G5;Marpole;3;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.133618556976, 49.2039954491368]}"
18;3012958;18-444684;00;Balanced Financial Services (2005) Ltd;;Issued;2018-01-08T20:50:15+01:00;2018-12-31;Financial Services;Financial Planner;204;Unit;2309;W 41ST AV;Vancouver;BC;CA;V6M 2A3;Arbutus-Ridge;2;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.160097218286, 49.2348923609055]}"
18;3012961;18-444687;00;Therese Byrne Management Corp;Byrne & Associates;Inactive;2017-11-23T20:25:14+01:00;2018-12-31;Financial Services;Accountant/Auditor;503;Unit;1166;ALBERNI ST;Vancouver;BC;CA;V6E 3Z3;West End;8;168;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.125682236504, 49.2861554000034]}"
18;3012964;18-444690;00;(Richard Laurencelle);Monarch Financial;Issued;2017-11-22T01:46:47+01:00;2018-12-31;Financial Services;Financial Planner;420;Unit;943;W BROADWAY;Vancouver;BC;CA;V5Z 4E1;Fairview;1;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.125126477568, 49.2636641442616]}"
18;3012971;18-444697;00;Eric Peterson Lee (Eric Lee);;Issued;2017-11-14T19:39:37+01:00;2018-12-31;Financial Services;Bookkeeping Service;1100;Unit;1200;W 73RD AV;Vancouver;BC;CA;V6P 6G5;Marpole;1;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.133618556976, 49.2039954491368]}"
18;3012983;18-444709;00;Ronald M Mackenzie CPA CA Inc;Mackenzie & Company;Issued;2018-02-14T18:48:39+01:00;2018-12-31;Financial Services;Accountant/Auditor;1700;Unit;1140;W PENDER ST;Vancouver;BC;CA;V6E 4G1;Downtown;2;185;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.122081850721, 49.2876129603256]}"
18;3012989;18-444715;00;Kay Elizabeth Gray (Kay Gray);Grant Thornton LLP;Issued;2017-12-22T19:55:31+01:00;2018-12-31;Financial Services;Accountant/Auditor;1600;Unit;333;SEYMOUR ST;Vancouver;BC;CA;V6B 0A4;Downtown;000;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.112468416493, 49.2853093478625]}"
18;3012990;18-444716;00;David A Rickards (David Rickards);Grant Thornton LLP;Issued;2017-12-07T19:15:28+01:00;2018-12-31;Financial Services;Accountant/Auditor;1600;Unit;333;SEYMOUR ST;Vancouver;BC;CA;V6B 0A4;Downtown;000;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.112468416493, 49.2853093478625]}"
18;3012993;18-444719;00;M Donald Thomson (M Thomson);Grant Thornton LLP;Issued;2017-12-22T21:40:14+01:00;2018-12-31;Financial Services;Accountant/Auditor;1600;Unit;333;SEYMOUR ST;Vancouver;BC;CA;V6B 0A4;Downtown;1;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.112468416493, 49.2853093478625]}"
18;3012997;18-444723;00;Luigi Antonio Petrollini (Luigi Petrollini);Ernst & Young;Issued;2018-01-09T23:46:49+01:00;2018-12-31;Financial Services;Accountant/Auditor;2300;Unit;700;W GEORGIA ST;Vancouver;BC;CA;V7Y 1C7;Downtown;000;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.119500778402, 49.2822434350563]}"
18;3012998;18-444724;00;(Fraser Liptrot);Deloitte & Touche;Issued;2017-11-10T05:49:48+01:00;2018-12-31;Financial Services;Accountant/Auditor;2800;Unit;1055;DUNSMUIR ST;Vancouver;BC;CA;V7X 1P4;Downtown;600;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.120915798954, 49.2865514070226]}"
18;3012999;18-444725;00;Robert W Elm Inc;;Issued;2017-12-13T19:49:56+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;;;Vancouver;BC;CA;;Kitsilano;1;145;2020-11-01T11:32:26+01:00;
18;3013000;18-444726;00;(Gary Reagh);Nabata & Reagh;Issued;2017-11-17T20:03:50+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;1145;W 7TH AV;Vancouver;BC;CA;V6H 1B5;Fairview;3;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.130092371616, 49.2654459260617]}"
18;3013004;18-444730;00;Michael J David (Michael David);Lancaster & David;Issued;2017-12-19T23:23:29+01:00;2018-12-31;Financial Services;Accountant/Auditor;510;Unit;701;W GEORGIA ST;Vancouver;BC;CA;V7Y 1C6;Downtown;8;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.117751286267, 49.2834005265727]}"
18;3013013;18-444739;00;MC Hoag Ltd;;Issued;2017-12-02T16:48:49+01:00;2018-12-31;Financial Services;Accountant/Auditor;2200;Unit;1021;W HASTINGS ST;Vancouver;BC;CA;V6E 0C3;Downtown;1;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118192793095, 49.2877342016388]}"
18;3013014;18-444740;00;Fit Books Inc;;Issued;2018-01-05T20:22:05+01:00;2018-12-31;Financial Services;Bookkeeping Service;;;;;Vancouver;BC;CA;;Kitsilano;1;145;2020-11-01T11:32:26+01:00;
18;3013018;18-444744;00;Amy W Leung Inc;;Issued;2017-12-23T02:16:02+01:00;2018-12-31;Financial Services;Accountant/Auditor;206;Unit;1201;W PENDER ST;Vancouver;BC;CA;V6E 2V2;Downtown;3;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.12352767162, 49.2887232176178]}"
18;3013022;18-444748;00;MAJ Investments Ltd;PricewaterhouseCoopers LLP;Issued;2017-11-10T01:18:43+01:00;2018-12-31;Financial Services;Accountant/Auditor;1400;Unit;250;HOWE ST;Vancouver;BC;CA;V6C 3S7;Downtown;1;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.113252488858, 49.2866526135765]}"
18;3013025;18-444751;00;Azim Jamal & Co Inc;;Issued;2017-11-09T23:28:15+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;3718;OAK ST;Vancouver;BC;CA;V6H 2M3;South Cambie;6;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.127114051456, 49.2523630932308]}"
18;3013026;18-444752;00;Steadyhand Investment Funds Inc;;Issued;2017-11-20T19:14:41+01:00;2018-12-31;Financial Services;Investment Company;;;1747;W 3RD AV;Vancouver;BC;CA;V6J 1K7;Fairview;11;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.144342628449, 49.2691219557082]}"
18;3013184;18-444910;00;Prompt Tax Services Ltd;Promptax Service;Issued;2017-12-15T21:53:25+01:00;2018-12-31;Financial Services;Bookkeeping Service;;;91;KINGSWAY;Vancouver;BC;CA;V5T 3J1;Mount Pleasant;1;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.09931004408, 49.2633131287616]}"
18;3013187;18-444913;00;Patirick Chan Inc;SRTK Tam Kurozumi;Issued;2018-01-02T19:34:37+01:00;2018-12-31;Financial Services;Accountant/Auditor;535;Unit;555;BURRARD ST;Vancouver;BC;CA;V7X 1M8;Downtown;1;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118959746657, 49.2865570713147]}"
18;3013188;18-444914;00;Yuki Kurozumi Inc;SRTK Tam Kurozumi;Issued;2017-11-10T19:46:31+01:00;2018-12-31;Financial Services;Accountant/Auditor;535;Unit;555;BURRARD ST;Vancouver;BC;CA;V7X 1M8;Downtown;1;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118959746657, 49.2865570713147]}"
18;3013192;18-444918;00;David Mueller Inc;BDO Canada LLP;Gone Out of Business;;;Financial Services;Accountant/Auditor;600;Unit;925;W GEORGIA ST;Vancouver;BC;CA;V6C 3L2;Downtown;187;;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.119804845719, 49.2843168050669]}"
18;3013193;18-444919;00;(Caulinda Bartok);McLean Bartok Edwards;Issued;2017-11-20T23:42:30+01:00;2018-12-31;Financial Services;Accountant/Auditor;840;Unit;475;W GEORGIA ST;Vancouver;BC;CA;V6B 4M9;Downtown;000;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.11573273237, 49.2811407735649]}"
18;3013194;18-444920;00;Insight Financial Advisory Services Ltd;Insight;Pending;;;Financial Services;Accountant/Auditor;1000;Unit;355;BURRARD ST;Vancouver;BC;CA;V6C 2G8;Downtown;1;;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.11723844762, 49.2875182283394]}"
18;3013199;18-444925;00;Sandra Joan Tetzlaff (Sandra Tetzlaff);Heaver Tetzlaff Public Accountants;Issued;2017-11-21T23:35:09+01:00;2018-12-31;Financial Services;Accountant/Auditor;200;Unit;2000;W 12TH AV;Vancouver;BC;CA;V6J 2G2;Kitsilano;0;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.152631524843, 49.258860616589]}"
18;3013426;18-445152;00;Dale Fan & Associates Inc;Dale Fan & Associates;Issued;2017-11-15T19:38:28+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;;;Vancouver;BC;CA;;Shaughnessy;2;145;2020-11-01T11:32:26+01:00;
18;3013430;18-445156;00;MPLAN Academy Ltd;Dominion Lending Centres Innovation Group;Issued;2017-12-18T19:59:16+01:00;2018-12-31;Financial Services;Other;900;Unit;1021;W HASTINGS ST;Vancouver;BC;CA;V6E 0C3;Downtown;2;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118192793095, 49.2877342016388]}"
18;3013431;18-445157;00;SMC Edgemont Services Corporation;PricewaterhouseCoopers LLP;Pending;;;Financial Services;Tax Service;1400;Unit;250;HOWE ST;Vancouver;BC;CA;V6C 3S7;Downtown;1;;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.113252488858, 49.2866526135765]}"
18;3013433;18-445159;00;Shim Accounting Corporation;Shim Chartered Accountant;Issued;2018-02-26T23:22:40+01:00;2018-12-31;Financial Services;Accountant/Auditor;810;Unit;789;W PENDER ST;Vancouver;BC;CA;V6C 1H2;Downtown;3;167;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.115148173257, 49.2851802454623]}"
18;3013440;18-445166;00;Breakthrough Financial Inc;;Pending;;;Financial Services;Financial Planner;;;;;Vancouver;BC;CA;;Sunset;2;;2020-11-01T11:32:26+01:00;
18;3013441;18-445167;00;Tactical Capital Corp;;Pending;;;Financial Services;Finance Agent;308;Unit;1155;W PENDER ST;Vancouver;BC;CA;V6E 2P4;Downtown;1;;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.121792814441, 49.288244690183]}"
18;3013443;18-445169;00;Erin Edwards Inc;McLean Bartok Edwards;Issued;2017-11-20T23:43:43+01:00;2018-12-31;Financial Services;Accountant/Auditor;840;Unit;475;W GEORGIA ST;Vancouver;BC;CA;V6B 4M9;Downtown;10;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.11573273237, 49.2811407735649]}"
18;3013448;18-445174;00;H & R Block Canada Inc;;Issued;2018-02-16T20:48:13+01:00;2018-12-31;Financial Services;Tax Service;108;Unit;1847;W Broadway;Vancouver;BC;CA;V6J 1Y6;Kitsilano;5;185;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.146636877346, 49.2640249662308]}"
18;3013453;18-445179;00;(Donna Diskos);Grant Thornton LLP;Issued;2017-12-07T19:15:28+01:00;2018-12-31;Financial Services;Accountant/Auditor;1600;Unit;333;SEYMOUR ST;Vancouver;BC;CA;V6B 0A4;Downtown;120;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.112468416493, 49.2853093478625]}"
18;3013455;18-445181;00;WDM Chartered Accountants;;Inactive;2017-11-17T01:34:35+01:00;2018-12-31;Financial Services;Accountant/Auditor;420;Unit;1501;W BROADWAY;Vancouver;BC;CA;V6J 4Z6;Fairview;8;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.138969787586, 49.2638982459797]}"
18;3013464;18-445190;00;Maverick Projects Inc;;Issued;2018-01-11T00:04:46+01:00;2018-12-31;Financial Services;Financial Planner;;;;;Vancouver;BC;CA;;Shaughnessy;1;145;2020-11-01T11:32:26+01:00;
18;3013466;18-445192;00;Richard Maurice Mockett (Richard Mockett);Ernst & Young;Issued;2018-01-09T23:46:49+01:00;2018-12-31;Financial Services;Accountant/Auditor;2300;Unit;700;W GEORGIA ST;Vancouver;BC;CA;V7Y 1C7;Downtown;000;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.119500778402, 49.2822434350563]}"
18;3013467;18-445193;00;Regency Auto Investments Inc;Regency Toyota (Vancouver) & Regency Lexus;Issued;2017-12-22T19:45:23+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;421;Kingsway;Vancouver;BC;CA;V5T 3K1;Mount Pleasant;10;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.094536603819, 49.2590520815467]}"
18;3013469;18-445195;00;Richardson GMP Limited;;Issued;2017-12-14T20:38:08+01:00;2018-12-31;Financial Services;Investment Company;500;Unit;550;BURRARD ST;Vancouver;BC;CA;V6C 2B5;Downtown;65;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118286911277, 49.2857182786615]}"
18;3013474;18-445200;00;Richele Lynette Frank (Richele Frank);KPMG;Issued;2017-12-18T21:19:45+01:00;2018-12-31;Financial Services;Accountant/Auditor;900;Unit;777;DUNSMUIR ST;Vancouver;BC;CA;V7Y 1K3;Downtown;700;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.116383207944, 49.2843253122431]}"
18;3013477;18-445203;00;J Cruickshank Chartered Accountant Limited;KPMG;Issued;2017-12-18T22:24:36+01:00;2018-12-31;Financial Services;Accountant/Auditor;900;Unit;777;DUNSMUIR ST;Vancouver;BC;CA;V7Y 1K3;Downtown;700;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.116383207944, 49.2843253122431]}"
18;3013481;18-445207;00;Hai Hong Xiong (Hai Xiong);Superbook Accounting Service Company;Issued;2017-11-18T06:30:49+01:00;2018-12-31;Financial Services;Accountant/Auditor;;;;;Vancouver;BC;CA;;Marpole;1;145;2020-11-01T11:32:26+01:00;
18;3013483;18-445209;00;Richardson GMP Limited;;Issued;2017-12-14T20:38:08+01:00;2018-12-31;Financial Services;Investment Company;3318;Unit;1055;DUNSMUIR ST;Vancouver;BC;CA;V7X 1C4;Downtown;8;145;2020-11-01T11:32:26+01:00;"{""type"": ""Point"", ""coordinates"": [-123.120915798954, 49.2865514070226]}"
18;3036278;18-467970;00;Rose Anne Raflores (Rose Raflores);Queens;Issued;2018-01-03T18:26:16+01:00;2018-12-31;Retail Dealer;Clothing/Shoes;;;10;E CORDOVA ST;Vancouver;BC;CA;V6A 1K2;Downtown;2;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.10372797221, 49.2821072095572]}"
18;3036281;18-467973;00;(Claudia Schulz);Mooncruise Co;Issued;2017-12-30T23:16:38+01:00;2018-12-31;Retail Dealer;Other;;;;;Vancouver;BC;CA;;Downtown;1;145;2020-11-01T11:32:29+01:00;
18;3036283;18-467975;00;Urban Yarns Ventures Ltd;Urban Yarns;Issued;2018-02-07T23:44:55+01:00;2018-12-31;Retail Dealer;Other;;;4437;W 10TH AV;Vancouver;BC;CA;V6R 2H8;West Point Grey;10;185;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.207302079543, 49.2640571529602]}"
18;3036287;18-467979;00;BC Lease-Lite Ltd;Luminaire Plastics Div of BC Lease-Lite Ltd;Issued;2017-12-13T00:51:19+01:00;2018-12-31;Retail Dealer;Other;310;Unit;3531;COMMERCIAL ST;Vancouver;BC;CA;V5N 4E8;Kensington-Cedar Cottage;0;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.068410757056, 49.2531434126582]}"
18;3036289;18-467981;00;P D's Hot Shop Inc;P D's Hot Shop;Issued;2017-12-07T19:18:18+01:00;2018-12-31;Retail Dealer;Sports & Leisure Equipment;;;3734;W 10TH AV;Vancouver;BC;CA;V6R 2G4;West Point Grey;3;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.18648218676, 49.2631934617521]}"
18;3036290;18-467982;00;Matthew Alfonso and Rebecca Alfonso;Piano Music & Arts Gallery;Issued;2017-12-15T21:13:35+01:00;2018-12-31;Retail Dealer;Other;;;3528;KINGSWAY;Vancouver;BC;CA;V5R 5L7;Killarney;2;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.028251705021, 49.2314325226326]}"
18;3036292;18-467984;00;Regina Kit Ling Chow (Regina Chow);Lily of the Valley Floral Design;Issued;2017-12-13T23:29:50+01:00;2018-12-31;Retail Dealer;Flowers;;;31;W 2ND AV;Vancouver;BC;CA;V5Y 1B1;Mount Pleasant;1;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.105816506268, 49.269549420288]}"
18;3036299;18-467991;00;E:CLE Boutique Ltd;;Gone Out of Business;2017-11-13T22:59:04+01:00;2018-12-31;Retail Dealer;Clothing/Shoes;;;486;W CORDOVA ST;Vancouver;BC;CA;V6B 4K2;Downtown;3;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.110721523263, 49.2841686659071]}"
18;3036303;18-467995;00;Planet Sports Inc;Robson Sports;Issued;2017-12-15T23:49:50+01:00;2018-12-31;Retail Dealer;Clothing/Shoes;;;1175;ROBSON ST;Vancouver;BC;CA;V6E 1B5;West End;3;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.126254345021, 49.2859087403969]}"
18;3036305;18-467997;00;Forum Home Appliances Inc;;Issued;2017-12-27T23:17:57+01:00;2018-12-31;Retail Dealer;Other;;;245;E PENDER ST;Vancouver;BC;CA;V6A 1T8;Strathcona;3;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.098542172931, 49.2806128548625]}"
18;3036307;18-467999;00;Nand's Plumbing & Tiles Ltd;;Issued;2018-01-06T20:22:34+01:00;2018-12-31;Retail Dealer;Other;;;2227;KINGSWAY;Vancouver;BC;CA;V5N 2T6;Kensington-Cedar Cottage;2;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.059829816589, 49.2430151577695]}"
18;3036314;18-468006;00;A Michoulas Furs Ltd;Luxe Boutique;Issued;2017-11-22T01:55:00+01:00;2018-12-31;Retail Dealer;Clothing/Shoes;;;30;E PENDER ST;Vancouver;BC;CA;V6A 1T1;Downtown;1;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.103282272368, 49.2797561341366]}"
18;3036322;18-468014;00;Bionova Orthotics And Medical Supplies Ltd;;Issued;2017-12-13T22:52:31+01:00;2018-12-31;Retail Dealer;Other;;;691;SE MARINE DRIVE;Vancouver;BC;CA;V5X 2T5;Sunset;3;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.092820669083, 49.2112711728343]}"
18;3036325;18-468017;00;Spencer Interiors Inc;;Issued;2017-11-14T02:58:12+01:00;2018-12-31;Retail Dealer;Furnishings;;;708;MAIN ST;Vancouver;BC;CA;V6A 2V7;Strathcona;1;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.099330496893, 49.2781919364951]}"
18;3036328;18-468020;00;Thomas Sabo;;Issued;2018-01-02T19:38:50+01:00;2018-12-31;Retail Dealer;Other;250;Unit;650;W 41ST AV;Vancouver;BC;CA;V5Z 2M9;Oakridge;5;145;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.118854822642, 49.2320652387003]}"
18;3036330;18-468022;00;Brian John Low & Lin Mei Gao;Pacific Rainbow Import and Export;Issued;2017-12-28T21:08:54+01:00;2018-12-31;Retail Dealer;Gifts/Novelties;;;;;Vancouver;BC;CA;;;0;145;2020-11-01T11:32:29+01:00;
18;3036333;18-468025;00;Bell Mobility Inc;Virgin Mobile;Issued;2018-02-13T21:37:30+01:00;2018-12-31;Retail Dealer;Other;;;1087;ROBSON ST;Vancouver;BC;CA;V6E 1A9;West End;6;185;2020-11-01T11:32:29+01:00;"{""type"": ""Point"", ""coordinates"": [-123.124166428666, 49.2845320607515]}"
