occupant_code,debtor_number,category_code,category_description,bill_code,utility_type,start_date,end_date,current_read_date,last_read_date,usage_hcf,usage_gallons,net,bill_date,batch_number,street_name,block_address,street_side,zip_code,census_block_id,street_centroid_lat,street_centroid_lon,street_centroid_wkt,street_centroid,street_segment_wkt,id
2,46411,SF,SINGLE FAMILY,WASF2,W,1983/12/21,,2019/07/10,2019/05/09,32,23936,141.04,2019/07/23,17042,20TH ST,200BLK 20TH ST,odd,90402,060377012014001,34.0432631158482,-118.497600253461,POINT (-118.497600253461 34.0432631158482),"(34.0432631158482, -118.497600253461)",,20316021704212019-07-10
6,52425,CO,COMMERCIAL,WANR1,W,2005/01/06,,2019/07/02,2019/05/02,3,2244,14.64,2019/07/09,17006,3RD ST,1200BLK 3RD ST,,90401,,,,,,,2514261700612019-07-02
1,10281,CL,CITY LANDSCAPE,WANR1,W,2000/07/12,,2019/08/01,2019/06/01,2,1496,9.76,2019/08/08,17141,ARIZONA AVE,2600BLK ARIZONA AVE,,90404,,,,,,,13798011714112019-08-01
7,63993,CO,COMMERCIAL,WANR2,W,1995/02/20,,2019/07/02,2019/05/02,13,9724,63.44,2019/07/09,17006,3RD ST,1400BLK 3RD ST,,90401,,,,,,,2282271700612019-07-02
1,10281,CL,CITY LANDSCAPE,WANR1,W,2006/07/25,,2019/06/05,2019/04/04,35,26180,170.80,2019/06/10,16849,17TH ST,3300BLK 17TH ST,,90405,,,,,,,44364711684912019-06-05
11,82969,CO,COMMERCIAL,WANR2,W,2017/03/01,2019/11/06,2019/07/02,2019/05/02,12,8976,58.56,2019/07/09,17006,3RD ST,1200BLK 3RD ST,,90401,,,,,,,22082111700612019-07-02
14,20165,OC,OUTSIDE CITY,WASF1,W,2008/06/02,,2019/07/09,2019/05/08,58,43384,321.64,2019/07/16,17031,BRISTOL AVE,700BLK BRISTOL AVE,,90403,,,,,,,181358141703112019-07-09
6,68107,SF,SINGLE FAMILY,WASF2,W,1996/07/15,,2019/06/10,2019/04/09,14,10472,48.16,2019/06/14,16860,SEAVIEW TERR,0BLK SEAVIEW TERR,,90401,,,,,,,1310161686012019-06-10
3,126357,SF,SINGLE FAMILY,,W,2018/01/31,,2019/07/10,2019/05/09,0,0,0.00,2019/07/23,17044,SAN VICENTE BLVD,1100BLK SAN VICENTE BLVD,even,90402,060377013041003,34.0371049591479,-118.505769050287,POINT (-118.505769050287 34.0371049591479),"(34.0371049591479, -118.505769050287)","LINESTRING (-118.505906048433 34.0366340616654, -118.505903599165 34.0366418089269, -118.505901445162 34.0366493160436, -118.505900147561 34.0366580474665, -118.505897697209 34.0366657947324, -118.505895247939 34.0366735419937, -118.505894245602 34.0366820332718, -118.505891796332 34.0366897805331, -118.505890498724 34.0366985110545, -118.505888049452 34.0367062583156, -118.505885599098 34.0367140055813, -118.505884302577 34.0367227369996, -118.505881852221 34.0367304842651, -118.505879698214 34.0367379913815, -118.505878400609 34.0367467228042, -118.505875951335 34.0367544700651, -118.505873500978 34.0367622173306, -118.505872204449 34.0367709478472, -118.505869754097 34.0367786960141, -118.505867304821 34.0367864432749, -118.505866007209 34.0367951737961, -118.505863557933 34.0368029210568, -118.505861107573 34.0368106683219, -118.505859811048 34.03681939974, -118.505857360687 34.0368271470051, -118.505854616143 34.0368351344103, -118.505853318529 34.0368438649314, -118.50585086925 34.0368516121918, -118.505848418887 34.0368593594568, -118.505845969613 34.0368671076187, -118.505844671997 34.0368758381396, -118.505842222716 34.0368835853999, -118.505839477086 34.0368915728093, -118.505837027804 34.0368993200696, -118.505835730192 34.0369080514919, -118.50583328091 34.0369157987521, -118.505830535272 34.0369237852598, -118.505828085994 34.0369315334213, -118.50582563671 34.0369392806813, -118.505824339091 34.0369480112021, -118.505821593457 34.0369559986111, -118.505819144172 34.036963745871, -118.505816694886 34.0369714931308, -118.50581394925 34.0369794805397, -118.505811499964 34.0369872277994, -118.505809907076 34.0369961984645, -118.505807456705 34.0370039457287, -118.505805007417 34.0370116929884, -118.505802262862 34.0370196803924, -118.50579981249 34.0370274276565, -118.505797067934 34.0370354150605, -118.505794617561 34.0370431623244, -118.505793025753 34.0370521329848, -118.505790575385 34.0370598811502, -118.505787830822 34.0370678676524, -118.505785380447 34.0370756149162, -118.505782635888 34.0370836023199, -118.505780185512 34.0370913495835, -118.505777440952 34.0370993369871, -118.505774696391 34.0371073243906, -118.505772246014 34.0371150716541, -118.505769501453 34.0371230590575, -118.505766755807 34.0371310464653, -118.505765458179 34.0371397769855, -118.505762713616 34.0371477643887, -118.505759969052 34.0371557517919, -118.505757518673 34.0371634990552, -118.505754774108 34.0371714864582, -118.50575202846 34.0371794738658, -118.505749579161 34.0371872211244, -118.505746833507 34.0371952076302, -118.50574408894 34.0372031950331, -118.50574134329 34.0372111824404, -118.505738893989 34.0372189296987, -118.505736149421 34.0372269171014, -118.505733403769 34.0372349045085, -118.5057306592 34.0372428919111, -118.505727913542 34.0372508784166, -118.505725168971 34.037258865819, -118.505722423317 34.0372668532259, -118.505719974014 34.0372746004839, -118.505717228359 34.0372825878907, -118.505713331029 34.0372895911341, -118.505710586456 34.0372975785361, -118.505707840799 34.0373055659427, -118.505705096225 34.0373135533447, -118.505702350568 34.0373215407511, -118.505699605987 34.0373295272515, -118.505696860328 34.0373375146579, -118.505694115752 34.0373455020596, -118.505691371175 34.0373534894613, -118.505688625515 34.0373614768675, -118.505685880932 34.0373694633675, -118.505681982518 34.037376467516, -118.505679237939 34.0373844549174, -118.505676493359 34.0373924423187, -118.505673452422 34.0374006689673, -118.505670707842 34.0374086563685, -118.505667962178 34.0374166437742, -118.505665217591 34.0374246302739, -118.505661319173 34.0374316344216, -118.50565857459 34.0374396218226, -118.505655533649 34.0374478484707, -118.505652789066 34.0374558358716, -118.505650044481 34.0374638232724, -118.505646146055 34.0374708265182, -118.505643401469 34.0374788139188, -118.505640360531 34.0374870414681, -118.505637615939 34.0374950279671, -118.505634870269 34.0375030153721, -118.505630677653 34.037510258757, -118.505627933065 34.0375182461573, -118.505625187393 34.0375262335621, -118.505622442804 34.0375342209623, -118.505618250185 34.0375414643467, -118.505615504512 34.0375494517513, -118.505606441576 34.0375702467142)",24804431704412019-07-10
2,11883,OC,OUTSIDE CITY,WASF3,W,2006/07/01,,2019/07/09,2019/05/08,18,13464,68.80,2019/07/16,17031,BRISTOL AVE,700BLK BRISTOL AVE,,90403,,,,,,,18143821703112019-07-09
5,125472,FI,FIRE,WAFI6,W,2017/03/07,,2019/07/02,2019/05/02,0,0,217.44,2019/07/09,17006,3RD ST,1300BLK 3RD ST,,90401,,,,,,,55102151700612019-07-02
2,21491,SF,SINGLE FAMILY,WASF1,W,2002/02/24,2019/10/01,2019/07/15,2019/05/14,8,5984,27.52,2019/07/23,17047,MICHIGAN AVE,2400BLK MICHIGAN AVE,,90404,,,,,,,32199121704712019-07-15
4,43418,SF,SINGLE FAMILY,WASF3,W,1991/05/21,,2019/06/12,2019/04/11,28,20944,120.40,2019/06/17,16863,11TH ST,500BLK 11TH ST,odd,90402,060377013041032,34.0322818231262,-118.500808359628,POINT (-118.500808359628 34.0322818231262),"(34.0322818231262, -118.500808359628)",,25110541686312019-06-12
1,34630,SF,SINGLE FAMILY,WASF1,W,1986/10/29,,2019/06/05,2019/04/04,15,11220,53.32,2019/06/10,16849,16TH ST,3100BLK 16TH ST,,90405,060377022023015,,,,,,44354411684912019-06-05
14,80148,CO,COMMERCIAL,WANR1,W,2012/09/10,,2019/07/02,2019/05/02,2,1496,9.76,2019/07/09,17006,3RD ST,1300BLK 3RD ST,,90401,,,,,,,24522141700612019-07-02
6,12909,OC,OUTSIDE CITY,WASF1,W,2014/09/09,,2019/07/09,2019/05/08,16,11968,58.48,2019/07/16,17031,MONTANA AVE,12700BLK MONTANA AVE,,90403,,,,,,,18155861703112019-07-09
10,127377,CO,COMMERCIAL,WANR1,W,2018/12/07,,2019/07/02,2019/05/02,4,2992,19.52,2019/07/09,17006,3RD ST,1300BLK 3RD ST,,90401,,,,,,,24582101700612019-07-02
1,11803,PS,PUBLIC SCHOOL,WANR3,W,1985/10/18,,2019/06/17,2019/04/17,20,14960,97.60,2019/06/24,16905,16TH ST,2200BLK 16TH ST,,90405,,,,,,,60850011690512019-06-17
4,41137,OC,OUTSIDE CITY,WASF2,W,1986/07/25,,2019/07/09,2019/05/08,30,22440,130.72,2019/07/16,17031,BRISTOL AVE,700BLK BRISTOL AVE,,90403,,,,,,,18141841703112019-07-09
5,82719,CO,COMMERCIAL,WANR1,W,2014/09/30,,2019/07/02,2019/05/02,2,1496,9.76,2019/07/09,17006,3RD ST,1300BLK 3RD ST,,90401,,,,,,,2238251700612019-07-02
1,51851,FI,FIRE,WAFI6,W,2002/10/08,,2019/07/02,2019/05/02,0,0,217.44,2019/07/09,17006,3RD ST,1200BLK 3RD ST,,90401,,,,,,,55030311700612019-07-02
1,10281,CL,CITY LANDSCAPE,WANR2,W,1991/11/13,,2019/07/01,2019/05/01,6,4488,29.28,2019/07/09,17002,OCEAN PARK BLVD,200BLK OCEAN PARK BLVD,,90405,,,,,,,47311711700212019-07-01
2,10281,CL,CITY LANDSCAPE,WANR2,W,1991/07/25,,2019/07/02,2019/05/02,0,0,0.00,2019/07/09,17006,3RD CT,1200BLK 3RD CT,,90401,,,,,,,2175321700612019-07-02
1,10281,RW,RECLAIMED WATER,WARW6,W,2003/05/28,,2019/06/10,2019/04/09,976,730048,4284.64,2019/06/14,16860,OCEAN AVE,1200BLK OCEAN AVE,,90401,,,,,,,60203411686012019-06-10
1,53987,CO,COMMERCIAL,WANR3,W,1993/06/08,,2019/07/02,2019/05/02,114,85272,556.32,2019/07/09,17006,3RD ST,1200BLK 3RD ST,,90401,,,,,,,2510311700612019-07-02
8,74979,SF,SINGLE FAMILY,WASF2,W,2010/06/22,,2019/06/10,2019/04/09,117,87516,778.30,2019/06/14,16860,PALISADES BEACH RD,700BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,1058181686012019-06-10
1,10281,CL,CITY LANDSCAPE,WANR1,W,2008/09/25,,2019/07/15,2019/05/14,35,26180,170.80,2019/07/23,17047,EXPOSITION BLVD,3300BLK EXPOSITION BLVD,,90404,,,,,,,100009411704712019-07-15
7,38583,OC,OUTSIDE CITY,WASF1,W,2001/02/01,,2019/07/09,2019/05/08,50,37400,259.72,2019/07/16,17031,MONTANA AVE,12600BLK MONTANA AVE,,90403,,,,,,,18165871703112019-07-09
1,10281,CL,CITY LANDSCAPE,WANR4,W,2006/07/01,,2019/07/10,2019/05/09,40,29920,195.20,2019/07/23,17044,SAN VICENTE BLVD,1400BLK SAN VICENTE BLVD,,90402,,,,,,,24822411704412019-07-10
1,10281,CL,CITY LANDSCAPE,WANR3,W,2003/03/10,,2019/07/15,2019/05/14,43,32164,209.84,2019/07/30,17094,PICO BLVD,2500BLK PICO BLVD,,90405,,,,,,,35612011709412019-07-15
6,80547,SF,SINGLE FAMILY,WASF2,W,2013/01/03,,2019/06/06,2019/04/08,45,33660,221.02,2019/06/14,16858,16TH ST,400BLK 16TH ST,,90402,060377012015003,,,,,,23336361685812019-06-06
3,79964,SF,SINGLE FAMILY,WASF1,W,2012/07/24,,2019/06/03,2019/04/02,13,9724,44.72,2019/06/10,16845,LINDA LN,3000BLK LINDA LN,,90405,060377022024012,,,,,,43760331684512019-06-03
3,52119,FI,FIRE,WAFI7,W,1990/08/09,,2019/07/02,2019/05/02,0,0,420.85,2019/07/09,17006,3RD ST,1300BLK 3RD ST,,90401,,,,,,,55013531700612019-07-02
2,10281,MU,MUNICIPAL,WANR1,W,1991/10/02,,2019/07/02,2019/05/01,0,0,0.00,2019/07/09,17006,3RD CT,1300BLK 3RD CT,,90401,,,,,,,2175721700612019-07-02
5,81252,FI,FIRE,WAFI6,W,2011/02/01,,2019/07/02,2019/05/02,0,0,217.44,2019/07/09,17006,3RD ST,1400BLK 3RD ST,,90401,,,,,,,55607051700612019-07-02
13,124318,CO,COMMERCIAL,WANR4,W,2016/02/04,,2019/07/02,2019/05/02,70,52360,341.60,2019/07/09,17006,3RD ST,1300BLK 3RD ST,,90401,,,,,,,608990131700612019-07-02
5,126295,CO,COMMERCIAL,WANR1,W,2017/12/02,,2019/07/02,2019/05/02,6,4488,29.28,2019/07/09,17006,3RD ST,1300BLK 3RD ST,,90401,,,,,,,2464151700612019-07-02
1,10281,RW,RECLAIMED WATER,WARW4,W,2006/07/01,,2019/07/15,2019/05/14,19,14212,83.41,2019/07/23,17047,OLYMPIC BLVD,2100BLK OLYMPIC BLVD,,90404,,,,,,,32114211704712019-07-15
4,11803,FI,FIRE,WAFI6,W,1988/07/21,,2019/06/05,2019/04/04,0,0,217.44,2019/06/10,16849,AIRPORT AVE,2800BLK AIRPORT AVE,,90405,,,,,,,55185541684912019-06-05
1,10281,CL,CITY LANDSCAPE,WANR3,W,1985/11/01,,2019/07/11,2019/05/13,5,3740,24.40,2019/07/23,17045,4TH ST,600BLK 4TH ST,,90402,,,,,,,26681611704512019-07-11
3,82969,CO,COMMERCIAL,WANR1,W,2018/10/04,2019/11/06,2019/07/02,2019/05/02,0,0,0.00,2019/07/09,17006,3RD ST,1200BLK 3RD ST,,90401,,,,,,,2186831700612019-07-02
1,10281,CL,CITY LANDSCAPE,WANR1,W,2000/08/08,,2019/07/16,2019/05/15,22,16456,107.36,2019/07/30,17095,23RD ST,2300BLK 23RD ST,,90405,,,,,,,36346011709512019-07-16
8,16287,CO,COMMERCIAL,WANR3,W,1991/01/03,,2019/06/17,2019/04/17,23,17204,112.24,2019/06/24,16905,PICO BLVD,1900BLK PICO BLVD,,90405,,,,,,,37477781690512019-06-17
1,18095,FI,FIRE,WAFI6,W,2001/10/24,,2019/06/12,2019/04/15,0,0,217.44,2019/06/27,16933,MICHIGAN AVE,500BLK MICHIGAN AVE,,90401,,,,,,,55025611693312019-06-12
2,69814,OC,OUTSIDE CITY,WASF2,W,1978/11/30,,2019/07/09,2019/05/08,12,8976,41.28,2019/07/16,17031,BRISTOL AVE,700BLK BRISTOL AVE,,90403,,,,,,,18140821703112019-07-09
2,58399,SF,SINGLE FAMILY,WASF2,W,1984/01/09,,2019/07/10,2019/05/09,37,27676,166.84,2019/07/23,17044,CARLYLE AVE,1400BLK CARLYLE AVE,odd,90402,060377012014016,34.0368156007706,-118.499662906847,POINT (-118.499662906847 34.0368156007706),"(34.0368156007706, -118.499662906847)","LINESTRING (-118.500129879607 34.0364284560248, -118.50003950023 34.0365018432013, -118.500038289558 34.0365047457575, -118.500033563937 34.0365085824393, -118.500029133603 34.0365121798921, -118.500024407987 34.036516017475, -118.50001968237 34.0365198550577, -118.500014956747 34.0365236917388, -118.50001023113 34.0365275293212, -118.500005504429 34.0365313669078, -118.500000778805 34.0365352035884, -118.499995196877 34.0365378177235, -118.499990471258 34.0365416553051, -118.49998574455 34.0365454919895, -118.499981018929 34.0365493295708, -118.499976293309 34.0365531671519, -118.499971567683 34.0365570038312, -118.499967137343 34.0365606012817, -118.499962411721 34.0365644388622, -118.499957686094 34.036568275541, -118.499952960471 34.0365721131212, -118.499948234848 34.0365759507011, -118.499943509219 34.0365797873794, -118.499939078877 34.0365833848288, -118.49993435217 34.0365872224128, -118.499929626545 34.036591059992, -118.499924900914 34.0365948966696, -118.499920175289 34.0365987342484, -118.499915449662 34.0366025718271, -118.49991072403 34.0366064085041, -118.499906293686 34.0366100059523, -118.499901568058 34.0366138435305, -118.499896842425 34.0366176802069, -118.499892116797 34.0366215177847, -118.499887390085 34.0366253553668, -118.499882664451 34.0366291920427, -118.499877082512 34.0366318061725, -118.499872356883 34.0366356437494, -118.499867630164 34.0366394804292, -118.499862904533 34.0366433180059, -118.499858178902 34.0366471555824, -118.499853453265 34.0366509922571, -118.499849022915 34.0366545897032, -118.499844297283 34.0366584272792, -118.49983957165 34.0366622648549, -118.499834846011 34.0366661015289, -118.499830120377 34.0366699391043, -118.499825394743 34.0366737766795, -118.49982066802 34.0366776133575, -118.499817390341 34.036682194116, -118.499812664706 34.0366860316907, -118.49980793907 34.0366898692652, -118.499803213428 34.036693705938, -118.499798487791 34.0366975435121, -118.499793762154 34.036701381086, -118.499789331799 34.0367049785301, -118.499784605073 34.0367088152066, -118.499779879434 34.03671265278, -118.499775153795 34.0367164903532, -118.49977042815 34.0367203270248, -118.49976570251 34.0367241645976, -118.499761272153 34.0367277620405, -118.499756546513 34.036731599613, -118.499751820866 34.0367354362838, -118.499747095224 34.036739273856, -118.499742369577 34.0367431105264, -118.499737642852 34.0367469481027, -118.499732917209 34.0367507856742, -118.499728486849 34.036754383116, -118.4997237612 34.0367582197857, -118.499719035556 34.0367620573567, -118.499714309911 34.0367658949275, -118.499709584261 34.0367697315967, -118.499704858615 34.0367735691672, -118.499701579844 34.0367781499271, -118.499696854198 34.0367819874973, -118.499692128551 34.0367858250673, -118.499687402898 34.0367896617356, -118.499682677251 34.0367934993052, -118.499677951597 34.0367973359731, -118.499673521233 34.0368009334128, -118.499668795584 34.0368047709819, -118.499664069934 34.0368086085508, -118.499659344279 34.036812445218, -118.499654617546 34.036816282791, -118.499649891896 34.0368201203593, -118.499645461529 34.0368237177981, -118.499641888551 34.0368285386813, -118.499637162894 34.0368323753477, -118.499632437242 34.0368362129153, -118.499627711589 34.0368400504828, -118.499622984847 34.0368438871531, -118.499618554478 34.0368474845908, -118.499613828824 34.0368513221577, -118.499609103164 34.036855158823, -118.499604377509 34.0368589963895, -118.499599651854 34.0368628339559, -118.499596078872 34.0368676548378, -118.499591352127 34.0368714915068, -118.499586921755 34.0368750889434, -118.499582196098 34.0368789265091, -118.499577470441 34.0368827640747, -118.499572744777 34.0368866007385, -118.499568019119 34.0368904383036, -118.49956329346 34.0368942758686, -118.499560015759 34.0368988566202, -118.499555289011 34.0369026932878, -118.499550563351 34.0369065308523, -118.499545837691 34.0369103684166, -118.499541112025 34.0369142050792, -118.499536386363 34.0369180426431, -118.499531955986 34.0369216400777, -118.499527230324 34.0369254776412, -118.499523656252 34.0369302985255, -118.499518930584 34.0369341351872, -118.499514204921 34.0369379727503, -118.499509774541 34.036941570184, -118.499505048872 34.0369454068452, -118.499500323207 34.0369492444077, -118.499496750216 34.0369540652867, -118.499492023467 34.0369579028534, -118.499487297796 34.0369617395139, -118.499482867414 34.0369653369466, -118.499478141747 34.0369691745083, -118.49947341608 34.0369730120698, -118.499469843086 34.036977832948, -118.499465117412 34.0369816696076, -118.499460390661 34.036985507173, -118.499455960277 34.0369891046048, -118.499451234602 34.0369929412639, -118.499446508932 34.0369967788243, -118.499442935936 34.0370015997017, -118.499438210265 34.0370054372618, -118.499433484588 34.0370092739202, -118.499429053119 34.0370128713555, -118.499424327447 34.0370167089151, -118.499420754449 34.0370215297918, -118.49941602877 34.0370253664496, -118.499411303097 34.0370292040086, -118.499406577423 34.0370330415675, -118.499402147034 34.0370366389973, -118.499397420271 34.0370404756588, -118.49939384727 34.0370452965347, -118.499389121595 34.0370491340929, -118.499384395919 34.0370529716509, -118.499379965528 34.0370565690799, -118.499376391442 34.0370613899598, -118.49937166576 34.0370652266159, -118.499366940082 34.0370690641731, -118.499362214399 34.0370729008288, -118.49935748872 34.0370767383857, -118.499354211001 34.0370813191318, -118.499349484239 34.0370851566929, -118.499344758559 34.0370889942494, -118.499340032873 34.0370928309041, -118.499336459867 34.0370976517784, -118.499332029471 34.0371012492057, -118.49932730379 34.0371050867615, -118.499322578103 34.0371089234155, -118.499317851337 34.0371127609754, -118.499314278329 34.037117581849, -118.499309847931 34.0371211792755, -118.499299273442 34.0371259272291, -118.499205526176 34.0372097242381)",24351421704412019-07-10
3,56907,FI,FIRE,WAFI7,W,1992/11/03,,2019/07/02,2019/05/02,1,748,420.85,2019/07/09,17006,3RD ST,1400BLK 3RD ST,,90401,,,,,,,55004531700612019-07-02
1,10491,RW,RECLAIMED WATER,WARW3,W,2015/02/23,,2019/07/11,2019/05/13,69,51612,302.91,2019/07/23,17046,11TH ST,1600BLK 11TH ST,,90404,,,,,,,100052211704612019-07-11
1,52425,FI,FIRE,WAFI6,W,2005/01/06,,2019/07/02,2019/05/02,0,0,217.44,2019/07/09,17006,3RD ST,1200BLK 3RD ST,,90401,,,,,,,55003411700612019-07-02
1,10281,CL,CITY LANDSCAPE,WANR1,W,1985/08/15,,2019/07/02,2019/05/02,0,0,0.00,2019/07/09,17006,CALIFORNIA AVE,200BLK CALIFORNIA AVE,,90403,,,,,,,2009211700612019-07-02
1,10281,CL,CITY LANDSCAPE,WANR4,W,2006/07/01,,2019/07/11,2019/05/13,55,41140,268.40,2019/07/23,17045,SAN VICENTE BLVD,100BLK SAN VICENTE BLVD,,90402,,,,,,,26296611704512019-07-11
3,65977,CO,COMMERCIAL,WANR3,W,1994/07/20,,2019/06/10,2019/04/09,327,244596,1595.76,2019/06/14,16860,SANTA MONICA PIER,300BLK SANTA MONICA PIER,,90401,,,,,,,1204131686012019-06-10
1,10281,CL,CITY LANDSCAPE,WANR1,W,2008/09/25,,2019/07/15,2019/05/14,60,44880,292.80,2019/07/23,17047,VIRGINIA AVE,2900BLK VIRGINIA AVE,,90404,,,,,,,100010111704712019-07-15
2,22611,LC,LANDSCAPE COMMERCIAL,WANR3,W,2003/03/10,,2019/07/18,2019/05/20,0,0,0.00,2019/07/30,17093,MONTANA AVE,1500BLK MONTANA AVE,,90402,,,,,,,9275921709312019-07-18
14,123905,SF,SINGLE FAMILY,,W,2016/07/11,2019/09/30,2019/07/10,2019/05/09,12,8976,41.28,2019/09/18,17252,20TH ST,200BLK 20TH ST,odd,90402,060377012014001,34.0432631158482,-118.497600253461,POINT (-118.497600253461 34.0432631158482),"(34.0432631158482, -118.497600253461)",,203240141725212019-07-10
1,10281,MU,MUNICIPAL,WANR4,W,1989/07/25,,2019/06/05,2019/04/04,0,0,0.00,2019/06/10,16849,28TH ST,3200BLK 28TH ST,,90405,,,,,,,60876911684912019-06-05
4,33362,FI,FIRE,WAFI7,W,2003/03/04,,2019/07/02,2019/05/02,0,0,420.85,2019/07/09,17006,3RD ST,1400BLK 3RD ST,,90401,,,,,,,55821041700612019-07-02
2,127287,FI,FIRE,WAFI6,W,2019/05/02,,2019/07/02,2019/05/02,0,0,217.44,2019/07/30,17090,3RD ST,1200BLK 3RD ST,,90401,,,,,,,100073721709012019-07-02
1,60642,FY,STATE FREEWAY,WANR5,W,2006/07/01,,2019/07/09,2019/05/08,0,0,0.00,2019/07/16,17030,SANTA MONICA FWY,3100BLK SANTA MONICA FWY,,90404,,,,,,,60107911703012019-07-09
1,10281,CL,CITY LANDSCAPE,WANR2,W,1991/08/13,,2019/07/02,2019/05/02,21,15708,102.48,2019/07/09,17006,3RD ST,1400BLK 3RD ST,,90401,,,,,,,2187411700612019-07-02
1,30697,CO,COMMERCIAL,WANR3,W,2006/07/01,,2019/06/05,2019/04/04,10,7480,48.80,2019/06/10,16849,AIRPORT DR,3500BLK AIRPORT DR,,90405,,,,,,,60264911684912019-06-05
1,10281,CL,CITY LANDSCAPE,WANR4,W,2004/06/30,,2019/04/22,2019/02/21,108,80784,527.04,2019/04/30,16631,4TH ST,2300BLK 4TH ST,,90405,,,,,,,45039811663112019-04-22
3,44948,SF,SINGLE FAMILY,WASF3,W,1996/09/10,,2019/06/09,2019/04/09,175,130900,1344.94,2019/06/14,16860,PALISADES BEACH RD,700BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,1064131686012019-06-09
1,10281,CL,CITY LANDSCAPE,WANR1,W,1978/04/12,,2019/06/11,2019/04/10,0,0,0.00,2019/06/17,16861,CALIFORNIA AVE,400BLK CALIFORNIA AVE,,90403,,,,,,,3163311686112019-06-11
5,10281,MU,MUNICIPAL,WANR4,W,2009/05/07,,2019/06/09,2019/04/09,73,54604,356.24,2019/06/14,16860,PALISADES BEACH RD,400BLK PALISADES BEACH RD,,90402,060377013043023,,,,,,60210951686012019-06-09
9,81227,CO,COMMERCIAL,WANR1,W,2013/06/26,,2019/05/02,2019/03/04,1,748,4.88,2019/07/12,17014,3RD ST,1200BLK 3RD ST,,90401,060377019022000,,,,,,2519191701412019-05-02
1,10281,RW,RECLAIMED WATER,WARW4,W,2006/07/01,,2019/06/12,2019/04/15,16,11968,70.24,2019/06/24,16901,OLYMPIC BLVD,1100BLK OLYMPIC BLVD,,90404,,,,,,,27463711690112019-06-12
1,10281,CL,CITY LANDSCAPE,WANR2,W,1991/08/13,,2019/05/02,2019/03/04,11,8228,53.68,2019/05/16,16727,3RD ST,1400BLK 3RD ST,,90401,,,,,,,2187311672712019-05-02
1,18095,PS,PUBLIC SCHOOL,WANR4,W,2006/07/01,,2019/06/12,2019/04/15,60,44880,292.80,2019/06/24,16901,MICHIGAN AVE,500BLK MICHIGAN AVE,,90401,,,,,,,60248911690112019-06-12
1,10281,CL,CITY LANDSCAPE,WANR3,W,2006/05/19,,2019/06/05,2019/04/04,2,1496,9.76,2019/06/10,16849,DONALD DOUGLAS LOOP,3100BLK DONALD DOUGLAS LOOP,,90405,,,,,,,44269511684912019-06-05
1,10281,CL,CITY LANDSCAPE,WANR3,W,2004/02/17,,2019/06/17,2019/04/17,58,43384,283.04,2019/06/26,16914,PICO BLVD,1400BLK PICO BLVD,,90405,,,,,,,38222811691412019-06-17
6,31325,SF,SINGLE FAMILY,WASF1,W,1997/07/31,,2019/06/03,2019/04/02,27,20196,115.24,2019/06/10,16845,MARGARET LN,3000BLK MARGARET LN,,90405,060377022024010,,,,,,43773361684512019-06-03
7,76123,CO,COMMERCIAL,WANR2,W,2011/02/24,,2019/05/02,2019/03/04,15,11220,73.20,2019/05/16,16727,3RD ST,1400BLK 3RD ST,,90401,,,,,,,2432271672712019-05-02
14,76301,SF,SINGLE FAMILY,WASF3,W,2014/11/04,,2019/06/12,2019/04/11,44,32912,213.28,2019/06/17,16863,11TH ST,500BLK 11TH ST,odd,90402,060377013041032,34.0322818231262,-118.500808359628,POINT (-118.500808359628 34.0322818231262),"(34.0322818231262, -118.500808359628)",,251245141686312019-06-12
3,64750,CO,COMMERCIAL,WANR4,W,1992/11/03,,2019/05/02,2019/03/04,11,8228,53.68,2019/05/16,16727,3RD ST,1400BLK 3RD ST,,90401,,,,,,,2286231672712019-05-02
6,81996,MX,MULTI UNIT DWELLING,WAMF1,W,2015/07/23,,2019/06/09,2019/04/09,1,748,3.44,2019/06/14,16860,PALISADES BEACH RD,1400BLK PALISADES BEACH RD,,90401,060377019023036,,,,,,1164161686012019-06-09
1,38212,FY,STATE FREEWAY,WANR5,W,2006/07/01,,2019/05/20,2019/03/21,418,312664,2039.84,2019/05/30,16777,SANTA MONICA FWY,1700BLK SANTA MONICA FWY,,90404,,,,,,,60281911677712019-05-20
3,48099,MX,MULTI UNIT DWELLING,WAMF5,W,1988/04/20,,2019/06/17,2019/04/17,353,264044,1708.82,2019/06/24,16904,CENTINELA AVE,2600BLK CENTINELA AVE,,90405,,,,,,,60828931690412019-06-17
4,26224,SF,SINGLE FAMILY,WASF2,W,2004/02/25,,2019/05/08,2019/03/07,34,25432,151.36,2019/05/23,16755,BRISTOL AVE,800BLK BRISTOL AVE,,90403,,,,,,,18131841675512019-05-08
1,10281,CL,CITY LANDSCAPE,WANR1,W,2000/08/08,,2019/05/15,2019/03/18,6,4488,29.28,2019/05/30,16774,PEARL ST,800BLK PEARL ST,,90405,,,,,,,39013511677412019-05-15
1,127725,CO,COMMERCIAL,HYMTR,W,2019/05/20,,2019/06/30,2019/05/31,26,19448,126.88,2019/08/27,17176,IDAHO AVE,,,9040,,,,,,,99009211717612019-06-30
5,10281,MU,MUNICIPAL,WANR3,W,2016/03/01,,2019/06/05,2019/04/04,180,134640,878.40,2019/06/27,16933,DONALD DOUGLAS LOOP,3100BLK DONALD DOUGLAS LOOP,,90405,,,,,,,60894051693312019-06-05
