Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,X-coordinate,Y-coordinate,Latitude,Longitude,Location
20195025098,CRIMINAL MISCHIEF,1400,N,06/19/2019 06:30:00 AM,06/19/2019,630,06/19/2019 12:40:00 PM,06/19/2019,1240,RESIDENCE / HOME,6023 OLD FREDERICKSBURG RD,78749,8,DA,6,78,17.49,N,06/19/2019,,,3081131,3081131,30.23372311,-97.8488272,"(30.23372311, -97.8488272)"
20195020637,THEFT,600,N,05/21/2019 07:00:00 AM,05/21/2019,700,05/21/2019 10:32:00 AM,05/21/2019,1032,RESIDENCE / HOME,7104 NORTHEAST DR,78723,1,ID,3,294,21.12,N,06/21/2019,23H,Theft,3133899,3133899,30.32142005,-97.67928077,"(30.32142005, -97.67928077)"
20132790151,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,10/06/2013 01:14:00 AM,10/06/2013,114,10/06/2013 01:14:00 AM,10/06/2013,114,RESIDENCE / HOME,1601 E ANDERSON LN SVRD EB,78752,1,ID,2,266,,C,10/07/2013,,,3132148,3132148,30.3312821,-97.68456126,"(30.3312821, -97.68456126)"
20115046181,CRIMINAL MISCHIEF,1400,N,09/29/2011 11:30:00 PM,09/29/2011,2330,09/30/2011 01:22:00 PM,09/30/2011,1322,RESIDENCE / HOME,301 LIGHTSEY RD,78704,3,DA,2,474,,N,10/21/2011,,,3108502,3108502,30.23027581,-97.7622253,"(30.23027581, -97.7622253)"
20151811684,DWI - DRUG RECOGNITION EXPERT,2103,N,06/30/2015 08:31:00 PM,06/30/2015,2031,06/30/2015 08:31:00 PM,06/30/2015,2031,STREETS / HWY / ROAD / ALLEY,5100 BLOCK N LAMAR BLVD,78756,7,BA,6,652,,C,09/26/2015,,,3117720,3117720,30.31921918,-97.73063241,"(30.31921918, -97.73063241)"
20142271720,ASSAULT BY CONTACT,902,N,08/15/2014 07:26:00 PM,08/15/2014,1926,08/15/2014 07:26:00 PM,08/15/2014,1926,RESIDENCE / HOME,6118 FAIRWAY ST,78741,3,HE,3,443,,N,08/25/2014,,,3127179,3127179,30.22900387,-97.70310447,"(30.22900387, -97.70310447)"
20075049081,CRIMINAL MISCHIEF,1400,N,09/15/2007 10:00:00 AM,09/15/2007,1000,09/16/2007 10:17:00 AM,09/16/2007,1017,PARKING LOTS / GARAGE,3909 ALEXANDRIA DR,78749,8,DA,7,86,,,09/18/2007,,,3082508,3082508,30.20183655,-97.84528725,"(30.20183655, -97.84528725)"
20185010854,CRIMINAL MISCHIEF,1400,N,03/18/2018 04:00:00 AM,03/18/2018,400,03/22/2018 10:19:00 PM,03/22/2018,2219,RESIDENCE / HOME,2302 E WILLIAM CANNON DR,78744,2,FR,8,516,,N,03/26/2018,,,3110156,3110156,30.18669219,-97.75814874,"(30.18669219, -97.75814874)"
20063170941,BURGLARY OF RESIDENCE,500,N,11/13/2006 08:00:00 AM,11/13/2006,800,11/13/2006 12:22:00 PM,11/13/2006,1222,RESIDENCE / HOME,7007 NORTHEAST DR,78723,1,ID,3,296,,,11/14/2006,220,Burglary,3134051,3134051,30.32009065,-97.67883545,"(30.32009065, -97.67883545)"
20181361765,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,05/16/2018 08:54:00 PM,05/16/2018,2054,05/16/2018 08:54:00 PM,05/16/2018,2054,RESIDENCE / HOME,10616 MELLOW MEADOWS,78750,6,AD,6,826,,C,05/16/2018,,,3094123,3094123,30.46041966,-97.80173469,"(30.46041966, -97.80173469)"
20153441480,BURGLARY NON RESIDENCE,502,N,12/10/2015 06:57:00 PM,12/10/2015,1857,12/10/2015 06:57:00 PM,12/10/2015,1857,RESIDENCE / HOME,11508 HIDDEN QUAIL DR,78758,7,ED,4,2211,,N,02/26/2016,220,Burglary,3126535,3126535,30.39191103,-97.70070362,"(30.39191103, -97.70070362)"
20161121910,DWI,2100,N,04/21/2016 11:21:00 PM,04/21/2016,2321,04/21/2016 11:21:00 PM,04/21/2016,2321,STREETS / HWY / ROAD / ALLEY,400 BLOCK COLORADO ST,78701,9,GE,1,380,,C,04/28/2016,,,3113624,3113624,30.26684977,-97.74502235,"(30.26684977, -97.74502235)"
20191570586,EVADING VEHICLE,2724,N,06/06/2019 09:17:00 AM,06/06/2019,917,06/06/2019 09:17:00 AM,06/06/2019,917,STREETS / HWY / ROAD / ALLEY,7800 N LAMAR BLVD NB,78757,4,ID,8,264,18.04,N,06/21/2019,,,3122928,3122928,30.34628903,-97.71338692,"(30.34628903, -97.71338692)"
20165001680,POSSESSION OF MARIJUANA,1803,N,01/13/2016 09:57:00 AM,01/13/2016,957,01/13/2016 09:57:00 AM,01/13/2016,957,RESIDENCE / HOME,6306 SADDLER LN,78724,1,CH,6,303,,C,01/28/2016,,,3146747,3146747,30.29325334,-97.63933479,"(30.29325334, -97.63933479)"
2020630083,FAMILY DISTURBANCE,3400,N,03/03/2020 01:08:00 AM,03/03/2020,108,03/03/2020 01:08:00 AM,03/03/2020,108,HOTEL / MOTEL / ETC.,13689 N US 183 HWY SVRD NB,78729,6,AD,5,163,,N,03/05/2020,,,3097753,3097753,30.45691808,-97.79030254,"(30.45691808, -97.79030254)"
20143270155,FAMILY DISTURBANCE,3400,N,11/23/2014 05:10:00 AM,11/23/2014,510,11/23/2014 05:10:00 AM,11/23/2014,510,RESIDENCE / HOME,6809 SYRACUSE CV,78723,1,ID,3,296,,N,12/18/2014,,,3137652,3137652,30.31345466,-97.66760262,"(30.31345466, -97.66760262)"
20081390074,AGG ASSAULT FAM/DATE VIOLENCE,402,Y,05/18/2008 12:30:00 AM,05/18/2008,30,05/18/2008 12:30:00 AM,05/18/2008,30,RESIDENCE / HOME,6709 WINDRIFT WAY,78745,2,FR,4,509,,C,05/29/2008,13A,Aggravated Assault,3097756,3097756,30.20096129,-97.7970305,"(30.20096129, -97.7970305)"
2011111159,BURGLARY OF RESIDENCE,500,N,01/11/2011 04:00:00 PM,01/11/2011,1600,01/11/2011 04:00:00 PM,01/11/2011,1600,RESIDENCE / HOME,5657 PINON VISTA DR,78724,1,CH,6,303,,N,01/20/2011,220,Burglary,3144797,3144797,30.2877535,-97.64566831,"(30.2877535, -97.64566831)"
20136900037,PROSTITUTION,1600,N,05/31/2013 07:30:00 PM,05/31/2013,1930,05/31/2013 07:30:00 PM,05/31/2013,1930,STREETS / HWY / ROAD / ALLEY,9100 BLOCK N IH 35 SVRD SB,78753,4,ED,1,250,,,,,,3129647,3129647,30.35288094,-97.69189967,"(30.35288094, -97.69189967)"
2013650042,FELONY ENHANCEMENT/ASSLT W/INJ,909,Y,03/06/2013 12:31:00 AM,03/06/2013,31,03/06/2013 01:19:00 AM,03/06/2013,119,RESTAURANTS,1107 N MEADOWS DR,78758,4,ED,1,239,,C,03/07/2013,,,3127964,3127964,30.37696327,-97.69657872,"(30.37696327, -97.69657872)"
20175010764,ASSAULT BY THREAT,901,N,11/15/2016 12:00:00 PM,11/15/2016,1200,03/15/2017 03:22:00 PM,03/15/2017,1522,RESIDENCE / HOME,1171 HARGRAVE ST,78702,1,CH,2,415,,N,05/02/2017,,,3124986,3124986,30.27320436,-97.70884918,"(30.27320436, -97.70884918)"
20191470956,THEFT FROM AUTO,603,N,05/27/2019 01:00:00 AM,05/27/2019,100,05/27/2019 01:53:00 PM,05/27/2019,1353,PARKING LOTS / GARAGE,4201 MONTEREY OAKS BLVD,78749,8,DA,6,79,17.49,N,06/18/2019,23F,Theft,3085873,3085873,30.22850779,-97.83394268,"(30.22850779, -97.83394268)"
20195024816,BURGLARY OF VEHICLE,601,N,06/16/2019 07:00:00 PM,06/16/2019,1900,06/17/2019 06:43:00 PM,06/17/2019,1843,RESIDENCE / HOME,6401 RIALTO BLVD,78735,8,DA,6,6202,19.15,N,06/19/2019,23F,Theft,3077793,3077793,30.24990978,-97.85898502,"(30.24990978, -97.85898502)"
20195025303,ASSAULT BY THREAT,901,N,06/20/2019 07:38:00 AM,06/20/2019,738,06/20/2019 01:48:00 PM,06/20/2019,1348,RESIDENCE / HOME,4305 CAMACHO ST,78723,9,BA,4,900,3.06,N,06/21/2019,,,3126390,3126390,30.29543642,-97.70379473,"(30.29543642, -97.70379473)"
20143510670,CRIMINAL MISCHIEF,1400,N,12/17/2014 10:48:00 AM,12/17/2014,1048,12/17/2014 10:48:00 AM,12/17/2014,1048,COMMERCIAL / OFFICE BUILDING,8701 WALL ST,78754,1,ED,3,253,,N,12/19/2014,,,3136235,3136235,30.33998328,-97.67136277,"(30.33998328, -97.67136277)"
20195032665,HARASSMENT,2703,N,08/10/2019 12:24:00 PM,08/10/2019,1224,08/10/2019 12:24:00 PM,08/10/2019,1224,RESIDENCE / HOME,11701 METRIC BLVD,78758,7,ED,4,2211,18.44,N,08/22/2019,,,3125086,3125086,30.39640062,-97.70517836,"(30.39640062, -97.70517836)"
20102180116,BURGLARY OF VEHICLE,601,N,08/06/2010 12:01:00 AM,08/06/2010,1,08/06/2010 12:53:00 AM,08/06/2010,53,STREETS / HWY / ROAD / ALLEY,600 ROBERT T MARTINEZ JR ST,78702,3,CH,1,419,,N,08/12/2010,23F,Theft,3121998,3121998,30.26043159,-97.71866324,"(30.26043159, -97.71866324)"
2010881801,DWI,2100,N,03/29/2010 08:46:00 PM,03/29/2010,2046,03/29/2010 10:30:00 PM,03/29/2010,2230,STREETS / HWY / ROAD / ALLEY,14300 N MOPAC EXPY SB,78728,7,AD,3,167,,C,04/05/2010,,,3127275,3127275,30.44605069,-97.69687548,"(30.44605069, -97.69687548)"
2019420024,SEXUAL ASSAULT W/ OBJECT,1700,N,02/11/2019 12:24:00 AM,02/11/2019,24,02/11/2019 03:27:00 AM,02/11/2019,327,RESIDENCE / HOME,5200 BLOCK MATHRA DR,78617,2,HE,7,612,24.33,N,04/05/2019,11C,Rape,0,0,,,
20153120551,FAMILY DISTURBANCE,3400,N,11/08/2015 11:36:00 AM,11/08/2015,1136,11/08/2015 11:36:00 AM,11/08/2015,1136,RESIDENCE / HOME,605 MASTERSON PASS,78753,4,ED,1,240,,N,11/11/2015,,,3129737,3129737,30.36920586,-97.69116707,"(30.36920586, -97.69116707)"
20135014295,CRIMINAL MISCHIEF,1400,N,04/04/2013 01:00:00 AM,04/04/2013,100,04/04/2013 01:13:00 PM,04/04/2013,1313,STREETS / HWY / ROAD / ALLEY,1202 W 22ND ST,78705,9,BA,2,358,,N,04/04/2013,,,3111417,3111417,30.28603755,-97.75150204,"(30.28603755, -97.75150204)"
20105002165,THEFT OF METAL,619,N,01/04/2010 12:00:00 PM,01/04/2010,1200,01/14/2010 11:29:00 AM,01/14/2010,1129,CONSTRUCTION SITE,2412 KRAMER LN,78758,7,AD,2,202,,C,03/22/2010,23H,Theft,3121855,3121855,30.39393271,-97.71549656,"(30.39393271, -97.71549656)"
20035005971,BURGLARY OF VEHICLE,601,N,08/13/2003 03:33:00 PM,08/13/2003,1533,08/13/2003 03:33:00 PM,08/13/2003,1533,PARKING LOTS / GARAGE,2006 KIRKSEY DR,78741,3,HE,4,458,,,08/14/2003,23F,Theft,3122585,3122585,30.23075856,-97.71760736,"(30.23075856, -97.71760736)"
20191701236,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,06/19/2019 03:38:00 PM,06/19/2019,1538,06/19/2019 03:38:00 PM,06/19/2019,1538,RESIDENCE / HOME,6263 MC NEIL DR,78727,6,AD,3,183,17.85,C,06/19/2019,,,3111372,3111372,30.44139787,-97.74748262,"(30.44139787, -97.74748262)"
2003921420386,CRIMINAL MISCHIEF,1400,Y,05/22/2003 07:45:00 AM,05/22/2003,745,05/22/2003 07:45:00 AM,05/22/2003,745,RESIDENCE / HOME,1804 MIRIAM AVE,78702,1,CH,3,393,,N,,,,3124071,3124071,30.28053158,-97.71154956,"(30.28053158, -97.71154956)"
20158002815,BURGLARY OF VEHICLE,601,N,08/15/2015 10:30:00 PM,08/15/2015,2230,08/17/2015 12:10:00 PM,08/17/2015,1210,RESIDENCE / HOME,1115 E 8TH ST,78702,1,CH,2,411,,N,08/31/2015,23F,Theft,3118659,3118659,30.26583123,-97.72909649,"(30.26583123, -97.72909649)"
20161171583,FAMILY DISTURBANCE,3400,N,04/26/2016 08:38:00 PM,04/26/2016,2038,04/26/2016 08:38:00 PM,04/26/2016,2038,RESIDENCE / HOME,1401 E RUNDBERG LN,78753,4,ED,3,251,,N,04/28/2016,,,3133940,3133940,30.35162962,-97.67831952,"(30.35162962, -97.67831952)"
20192300113,AGG ASLT STRANGLE/SUFFOCATE,410,Y,08/18/2019 12:57:00 AM,08/18/2019,57,08/18/2019 12:57:00 AM,08/18/2019,57,HOTEL / MOTEL / ETC.,8128 N IH 35 SVRD SB,78753,4,ED,1,592,18.04,C,08/18/2019,13A,Aggravated Assault,3127901,3127901,30.344303,-97.69767122,"(30.344303, -97.69767122)"
20152581256,FAMILY DISTURBANCE,3400,N,09/15/2015 05:32:00 PM,09/15/2015,1732,09/15/2015 07:08:00 PM,09/15/2015,1908,RESIDENCE / HOME,1902 WILLOW CREEK DR,78741,3,HE,2,457,,N,09/22/2015,,,3119051,3119051,30.23416968,-97.72870864,"(30.23416968, -97.72870864)"
20191692010,AGG ASSAULT FAM/DATE VIOLENCE,402,Y,06/18/2019 11:47:00 PM,06/18/2019,2347,06/18/2019 11:47:00 PM,06/18/2019,2347,RESIDENCE / HOME,625 E STASSNEY LN,78745,3,FR,4,515,24.02,C,06/19/2019,13A,Aggravated Assault,3106502,3106502,30.20075916,-97.76934344,"(30.20075916, -97.76934344)"
20125024449,RUNAWAY CHILD,4100,N,05/30/2012 09:00:00 PM,05/30/2012,2100,05/31/2012 11:10:00 AM,05/31/2012,1110,RESIDENCE / HOME,1109 VARGAS RD,78741,3,HE,5,444,,N,06/26/2012,,,3129460,3129460,30.23083178,-97.69583001,"(30.23083178, -97.69583001)"
20045054958,POSS OF DRUG PARAPHERNALIA,1818,N,11/15/2004 07:05:00 PM,11/15/2004,1905,11/15/2004 07:05:00 PM,11/15/2004,1905,RESIDENCE / HOME,1217 SOUTHPORT DR,78704,3,DA,2,468,,,,,,3103934,3103934,30.23172529,-97.776655,"(30.23172529, -97.776655)"
2020530637,FAMILY DISTURBANCE,3400,N,02/22/2020 10:21:00 AM,02/22/2020,1021,02/22/2020 10:21:00 AM,02/22/2020,1021,RESIDENCE / HOME,3000 KRAMER LN,78758,7,AD,2,201,,N,03/01/2020,,,3119393,3119393,30.39665369,-97.72323403,"(30.39665369, -97.72323403)"
20191600486,ASSAULT  CONTACT-SEXUAL NATURE,902,N,06/09/2019 07:01:00 AM,06/09/2019,701,06/09/2019 07:01:00 AM,06/09/2019,701,RESIDENCE / HOME,10100 BLOCK MIDDLE FISKVILLE RD,78753,4,ED,7,241,18.33,N,06/18/2019,,,0,0,,,
20055043961,BURGLARY OF VEHICLE,601,N,08/30/2005 07:30:00 PM,08/30/2005,1930,08/31/2005 07:17:00 AM,08/31/2005,717,RESIDENCE / HOME,12330 METRIC BLVD,78758,7,AD,3,203,,,09/01/2005,23F,Theft,3127726,3127726,30.41048983,-97.69641692,"(30.41048983, -97.69641692)"
20205007275,FRAUD - OTHER,1199,N,01/04/2020 12:25:00 PM,01/04/2020,1225,02/20/2020 12:25:00 PM,02/20/2020,1225,RESIDENCE / HOME,9520 SPECTRUM DR,78717,6,AD,5,574,,N,03/02/2020,,,3104211,3104211,30.48156935,-97.76914426,"(30.48156935, -97.76914426)"
20071251890,FAMILY DISTURBANCE,3400,N,05/05/2007 07:50:00 PM,05/05/2007,1950,05/05/2007 07:53:00 PM,05/05/2007,1953,RESIDENCE / HOME,117 W WILLIAM CANNON DR,78745,2,FR,3,527,,,05/31/2007,,,3103011,3103011,30.19326663,-97.78059495,"(30.19326663, -97.78059495)"
20192342158,FAMILY DISTURBANCE,3400,N,08/22/2019 11:29:00 PM,08/22/2019,2329,08/22/2019 11:29:00 PM,08/22/2019,2329,RESIDENCE / HOME,701 W LONGSPUR BLVD,78753,4,ED,1,240,18.23,N,08/23/2019,,,3129180,3129180,30.36652912,-97.69300709,"(30.36652912, -97.69300709)"
2003920190121,THEFT,600,N,01/19/2003 12:54:00 AM,01/19/2003,54,01/19/2003 12:54:00 AM,01/19/2003,54,PARKING LOTS / GARAGE,6307 E RIVERSIDE DR,78741,3,HE,5,459,,N,,23H,Theft,3127310,3127310,30.22444881,-97.70281363,"(30.22444881, -97.70281363)"
2003920021574,POSS OF DRUG PARAPHERNALIA,1818,N,01/02/2003 09:20:00 PM,01/02/2003,2120,01/02/2003 09:29:00 PM,01/02/2003,2129,STREETS / HWY / ROAD / ALLEY,5100 BLOCK N LAMAR BLVD,78756,7,BA,6,652,,C,01/13/2003,,,3117720,3117720,30.31921918,-97.73063241,"(30.31921918, -97.73063241)"
20125040174,FRAUD - OTHER,1199,N,09/07/2012 11:45:00 AM,09/07/2012,1145,09/07/2012 12:09:00 PM,09/07/2012,1209,COMMERCIAL / OFFICE BUILDING,4306 MEDICAL PKWY,78756,10,BA,6,328,,N,09/11/2012,,,3114030,3114030,30.31328209,-97.74248988,"(30.31328209, -97.74248988)"
2003921181210,FAMILY DISTURBANCE,3400,N,04/28/2003 06:00:00 PM,04/28/2003,1800,04/28/2003 06:16:00 PM,04/28/2003,1816,RESIDENCE / HOME,2602 E 3RD ST,78702,3,CH,1,419,,N,05/28/2003,,,3123422,3123422,30.2557572,-97.71427839,"(30.2557572, -97.71427839)"
20075059376,ASSAULT BY THREAT,901,N,11/07/2007 12:16:00 AM,11/07/2007,16,11/08/2007 10:54:00 AM,11/08/2007,1054,STREETS / HWY / ROAD / ALLEY,LITTLE CREEK TRL / VILLAGE SQUARE DR,78744,2,FR,5,518,,,,,,3114715,3114715,30.18794606,-97.74368203,"(30.18794606, -97.74368203)"
20095039799,THEFT,600,N,06/15/2009 01:59:00 PM,06/15/2009,1359,07/15/2009 01:59:00 PM,07/15/2009,1359,RESIDENCE / HOME,4803 BUNDYHILL DR,78723,1,CH,4,324,,N,08/16/2009,23H,Theft,3135226,3135226,30.28999098,-97.67593935,"(30.28999098, -97.67593935)"
20198002150,BURGLARY OF VEHICLE,601,N,06/18/2019 11:35:00 PM,06/18/2019,2335,06/19/2019 09:58:00 AM,06/19/2019,958,RESIDENCE / HOME,3302 HYCREEK DR,78723,1,ID,4,298,21.07,N,06/19/2019,23F,Theft,3136077,3136077,30.30569948,-97.67280928,"(30.30569948, -97.67280928)"
20071701322,AGG ASSAULT FAM/DATE VIOLENCE,402,Y,06/19/2007 04:39:00 PM,06/19/2007,1639,06/19/2007 08:52:00 PM,06/19/2007,2052,RESIDENCE / HOME,3209 THOMPSON ST,78702,3,CH,2,423,,O,07/11/2007,13A,Aggravated Assault,3127553,3127553,30.26692422,-97.70088634,"(30.26692422, -97.70088634)"
20195019273,THEFT OF SERVICE,608,N,05/11/2019 05:30:00 PM,05/11/2019,1730,05/11/2019 08:19:00 PM,05/11/2019,2019,RESTAURANTS,2030 E OLTORF ST,78741,3,HE,2,457,23.15,N,06/20/2019,,,3117992,3117992,30.23077977,-97.73215424,"(30.23077977, -97.73215424)"
20065060540,BURGLARY NON RESIDENCE,502,N,11/13/2006 04:15:00 PM,11/13/2006,1615,11/15/2006 03:57:00 PM,11/15/2006,1557,COMMERCIAL / OFFICE BUILDING,5609 ADAMS AVE,78756,7,ID,7,288,,,11/17/2006,220,Burglary,3114899,3114899,30.33065963,-97.739268,"(30.33065963, -97.739268)"
20195018213,CRIMINAL MISCHIEF,1400,N,05/02/2019 10:00:00 AM,05/02/2019,1000,05/05/2019 11:04:00 AM,05/05/2019,1104,RESIDENCE / HOME,13401 LEGENDARY DR,78727,6,AD,3,711,17.85,N,06/19/2019,,,3115528,3115528,30.43851192,-97.73436839,"(30.43851192, -97.73436839)"
20205004848,BURGLARY OF VEHICLE,601,N,02/01/2020 12:00:00 AM,02/01/2020,0,02/04/2020 11:27:00 AM,02/04/2020,1127,STREETS / HWY / ROAD / ALLEY,2312 S 3RD ST,78704,9,DA,1,471,,N,03/02/2020,23F,Theft,3108632,3108632,30.24323662,-97.76146842,"(30.24323662, -97.76146842)"
20085009622,THEFT,600,N,02/22/2008 05:30:00 AM,02/22/2008,530,02/22/2008 08:08:00 PM,02/22/2008,2008,RESIDENCE / HOME,420 W SLAUGHTER LN,78748,2,FR,3,537,,,02/26/2008,23H,Theft,3097944,3097944,30.17214698,-97.79719166,"(30.17214698, -97.79719166)"
20185006264,HARASSMENT,2703,Y,02/18/2018 01:31:00 PM,02/18/2018,1331,02/18/2018 01:31:00 PM,02/18/2018,1331,OTHER / UNKNOWN,7109 DAGON DR,78754,1,CH,8,226,,N,02/20/2018,,,3155431,3155431,30.3455064,-97.61033725,"(30.3455064, -97.61033725)"
20191951631,ASSAULT W/INJURY-FAM/DATE VIOL,900,Y,07/14/2019 09:01:00 PM,07/14/2019,2101,07/14/2019 09:01:00 PM,07/14/2019,2101,SHELTER-MISSION / HOMELESS,4613 TANNEHILL LN,78721,1,CH,5,397,,N,07/15/2019,,,3136999,3136999,30.28391225,-97.6704879,"(30.28391225, -97.6704879)"
20155001923,BURGLARY OF VEHICLE,601,N,01/14/2015 09:45:00 PM,01/14/2015,2145,01/14/2015 10:54:00 PM,01/14/2015,2254,PARKING LOTS / GARAGE,7800 N MOPAC EXPY SVRD NB,78757,10,BA,8,231,,N,02/17/2015,23F,Theft,3113154,3113154,30.36157509,-97.74397093,"(30.36157509, -97.74397093)"
20183611251,POSS OF DRUG PARAPHERNALIA,1818,N,12/27/2018 05:28:00 PM,12/27/2018,1728,12/27/2018 05:28:00 PM,12/27/2018,1728,STREETS / HWY / ROAD / ALLEY,2500 S IH 35 SVRD NB,78741,3,HE,2,482,,N,01/10/2019,,,3114801,3114801,30.23126765,-97.74224802,"(30.23126765, -97.74224802)"
20195024822,THEFT OF LICENSE PLATE,614,N,06/14/2019 12:00:00 AM,06/14/2019,0,06/17/2019 07:50:00 PM,06/17/2019,1950,RESIDENCE / HOME,6208 READVILL CT,78739,8,DA,8,54,17.7,N,06/19/2019,23G,Theft,3067243,3067243,30.18602249,-97.89401964,"(30.18602249, -97.89401964)"
20123601464,POSSESSION OF MARIJUANA,1803,N,12/25/2012 10:19:00 PM,12/25/2012,2219,12/25/2012 10:19:00 PM,12/25/2012,2219,STREETS / HWY / ROAD / ALLEY,1400 BLOCK E ANDERSON LN SVRD WB,78753,4,ID,2,252,,C,12/29/2012,,,3130992,3130992,30.33380143,-97.68815744,"(30.33380143, -97.68815744)"
20191601322,FAMILY DISTURBANCE,3400,N,06/09/2019 05:58:00 PM,06/09/2019,1758,06/09/2019 06:33:00 PM,06/09/2019,1833,RESIDENCE / HOME,9900 MC NEIL DR,78750,10,AD,8,210,17.16,N,06/17/2019,,,3084668,3084668,30.39515474,-97.83344574,"(30.39515474, -97.83344574)"
20093201686,AGG ROBBERY/DEADLY WEAPON,300,N,11/16/2009 06:07:00 PM,11/16/2009,1807,11/16/2009 08:24:00 PM,11/16/2009,2024,SPECIALTY  STORE (TV  FUR ETC.),4410 E RIVERSIDE DR,78741,3,HE,3,442,,N,07/28/2010,120,Robbery,3121437,3121437,30.23354856,-97.72116797,"(30.23354856, -97.72116797)"
20091450030,CRIMINAL MISCHIEF,1400,N,05/25/2009 12:11:00 AM,05/25/2009,11,05/25/2009 12:11:00 AM,05/25/2009,11,RESIDENCE / HOME,2989 E 51ST ST,78723,1,CH,4,323,,N,07/05/2009,,,3132525,3132525,30.29639141,-97.68432392,"(30.29639141, -97.68432392)"
20115009090,CRED CARD ABUSE - OTHER,1106,N,01/19/2011 08:00:00 AM,01/19/2011,800,02/20/2011 02:03:00 PM,02/20/2011,1403,RESIDENCE / HOME,11106 GRAPEVINE LN,78759,10,AD,7,177,,N,03/03/2011,,,3107176,3107176,30.4166121,-97.76146309,"(30.4166121, -97.76146309)"
2004731675,THEFT,600,N,03/13/2004 10:42:00 PM,03/13/2004,2242,03/13/2004 10:42:00 PM,03/13/2004,2242,STREETS / HWY / ROAD / ALLEY,610 N I 35 SB SVC RD,78701,9,CH,1,844,,C,03/16/2004,23H,Theft,3116842,3116842,30.26634938,-97.73483963,"(30.26634938, -97.73483963)"
20142550596,DISTURBANCE - OTHER,3401,N,09/10/2014 11:30:00 AM,09/10/2014,1130,09/12/2014 01:15:00 PM,09/12/2014,1315,STREETS / HWY / ROAD / ALLEY,1609 POPPY SEED LN,78741,3,HE,5,444,,N,09/18/2014,,,3130309,3130309,30.22291757,-97.69335728,"(30.22291757, -97.69335728)"
20045035357,BURGLARY NON RESIDENCE,502,N,07/23/2004 06:00:00 PM,07/23/2004,1800,07/25/2004 08:19:00 PM,07/25/2004,2019,RESIDENCE / HOME,3604 MEREDITH ST,78703,10,BA,7,352,,,08/07/2004,220,Burglary,3102580,3102580,30.29969676,-97.77914591,"(30.29969676, -97.77914591)"
20085056030,SUSPICIOUS PERSON,3403,N,10/20/2008 10:15:00 AM,10/20/2008,1015,10/20/2008 01:03:00 PM,10/20/2008,1303,RESIDENCE / HOME,1420 YORKSHIRE DR,78723,4,ID,5,293,,,,,,3128609,3128609,30.31513853,-97.69622339,"(30.31513853, -97.69622339)"
20191691931,FAMILY DISTURBANCE,3400,N,06/18/2019 10:53:00 PM,06/18/2019,2253,06/18/2019 11:42:00 PM,06/18/2019,2342,RESIDENCE / HOME,13355 N US 183 HWY SVRD NB,78729,6,AD,4,162,204.06,N,06/20/2019,,,3099220,3099220,30.44733388,-97.78589864,"(30.44733388, -97.78589864)"
20101941507,CRED CARD ABUSE - OTHER,1106,N,07/12/2010 09:00:00 PM,07/12/2010,2100,07/13/2010 05:33:00 PM,07/13/2010,1733,RESIDENCE / HOME,7707 S IH 35 SVRD NB,78744,2,FR,8,529,,N,07/14/2010,,,3104643,3104643,30.1793781,-97.77579561,"(30.1793781, -97.77579561)"
200662320253,CRIMINAL MISCHIEF,1400,N,08/20/2006 02:01:00 AM,08/20/2006,201,08/20/2006 02:01:00 AM,08/20/2006,201,STREETS / HWY / ROAD / ALLEY,1100 BLOCK S CONGRESS AVE,78704,9,DA,1,453,13,C,09/26/2007,,,3112830,3112830,30.2547314,-97.74786265,"(30.2547314, -97.74786265)"
20195033322,HARASSMENT,2703,N,08/14/2019 06:00:00 PM,08/14/2019,1800,08/14/2019 08:14:00 PM,08/14/2019,2014,RESIDENCE / HOME,1708 MUSKET VALLEY TRL,78754,1,ED,5,224,18.34,N,08/22/2019,,,3141207,3141207,30.37479594,-97.65463021,"(30.37479594, -97.65463021)"
20175019713,PROTECTIVE ORDER,3829,N,05/12/2017 03:57:00 PM,05/12/2017,1557,05/12/2017 03:57:00 PM,05/12/2017,1557,RESIDENCE / HOME,UNKNOWN,,,ID,2,,,N,05/12/2017,,,,,,,
20192001023,FAMILY DISTURBANCE,3400,N,07/19/2019 01:30:00 PM,07/19/2019,1330,07/19/2019 01:30:00 PM,07/19/2019,1330,RESIDENCE / HOME,2401 ALDRICH ST,78723,9,BA,4,900,3.06,N,08/24/2019,,,3126847,3126847,30.302353,-97.70215773,"(30.302353, -97.70215773)"
20131551984,DISTURBANCE - OTHER,3401,N,06/04/2013 09:42:00 PM,06/04/2013,2142,06/04/2013 09:42:00 PM,06/04/2013,2142,RESIDENCE / HOME,4710 NUCKOLS CROSSING RD,78744,2,FR,5,495,,,,,,3117033,3117033,30.19836122,-97.73606351,"(30.19836122, -97.73606351)"
