APCASEINSPKEY,INSPTYPE,CASENO,SCHEDDTTM,COMPDTTM,RESULTDTTM,RESULT,INSPBY,COMMENTS,ADDRESS NUMBER,STREET NAME,ADDRESS,CITY,STATE,ZIP,SBL,LATITUDE,LONGITUDE,LOCATION,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD
10215706,INITIAL,GEN20-9481509,06/16/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,VIOLATION,Monique Bates,,134,IDEAL,134 IDEAL,BUFFALO,NY,14206,1125000002017000,42.88834249348727,-78.80758140823056,POINT (-78.807581408231 42.888342493487),LOVEJOY,District C,23,4,4000,Lovejoy
10215837,INITIAL,GEN20-9481543,,06/22/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,VIOLATION,Jeorge Dawkins,"TR,GARAGE",117,DONALDSON,117 DONALDSON,BUFFALO,NY,14208,1002700002037000,42.91842200766334,-78.84770778940509,POINT (-78.847707789405 42.918422007663),MASTEN,District E,33.01,2,2011,Hamlin Park
10215592,PROGRESS,GEN19-9471171,07/22/2020 12:00:00 AM +0000,06/23/2020 12:00:00 AM +0000,06/23/2020 12:00:00 AM +0000,NOPROGRESS,Jeorge Dawkins,06-23-20 CALLED GREG AGAIN,101,EATON,101 EATON,BUFFALO,NY,14208,1005700002004000,42.90838153668838,-78.85885591756406,POINT (-78.858855917564 42.908381536688),ELLICOTT,District B,168,1,1004,Masten Park
10215606,PROGRESS,GEN20-9481467,06/22/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,PASSED,Thomas Carter,CLOSE / GRASS CUT,34,SPAULDING,34 SPAULDING,BUFFALO,NY,14220,1332200001031000,42.853523418395575,-78.83098091089651,POINT (-78.830980910897 42.853523418396),LOVEJOY,District A,2,4,4005,Hopkins-Tifft
10215854,INITIAL,GEN20-9481554,06/12/2020 12:00:00 AM +0000,06/12/2020 12:00:00 AM +0000,06/12/2020 12:00:00 AM +0000,NCA,Robert Roman,311 N.A.V. crass and weeds cut,334,ADAMS,334 ADAMS,BUFFALO,NY,14212,1115000003013100,42.88917218641735,-78.85100120116711,POINT (-78.851001201167 42.889172186417),ELLICOTT,District C,15,2,2007,Broadway Fillmore
10215865,PROGRESS,GEN19-9454648,03/26/2020 12:00:00 AM +0000,03/26/2020 12:00:00 AM +0000,06/23/2020 12:00:00 AM +0000,PROGRESS,ED FULLAGAR,cleared 2nd fl fire caulk,1111,ELMWOOD,1111 ELMWOOD,BUFFALO,NY,14222,0896200001001210,42.92739611822408,-78.87693806803823,POINT (-78.876938068038 42.927396118224),DELAWARE,District D,63.02,1,1012,Elmwood Bidwell
10215876,INITIAL,GEN20-9481564,06/15/2020 12:00:00 AM +0000,06/15/2020 12:00:00 AM +0000,06/15/2020 12:00:00 AM +0000,VIOLATION,Robert Roman,311,17,SHUMWAY,17 SHUMWAY,BUFFALO,NY,14206,1116700004027121,42.88384194299024,-78.84493096928728,POINT (-78.844930969287 42.88384194299),FILLMORE,District C,15,1,1005,Broadway Fillmore
10215883,INITIAL,GEN20-9481568,06/18/2020 12:00:00 AM +0000,06/18/2020 12:00:00 AM +0000,06/18/2020 12:00:00 AM +0000,NCA,ANGELA   WHITE,311 Complaint,285,PARKDALE,285 PARKDALE,BUFFALO,NY,14213,0887600007031000,42.92318603320401,-78.88743782281772,POINT (-78.887437822818 42.923186033204),NIAGARA,District D,63.01,4,4003,Elmwood Bidwell
10215884,INITIAL,GEN20-9481569,,06/23/2020 12:00:00 AM +0000,06/23/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,163,KILHOFFER,163 KILHOFFER,BUFFALO,NY,14211,1013200003041000,42.915347381337064,-78.81664971966337,POINT (-78.816649719663 42.915347381337),FILLMORE,District E,36,1,1008,Genesee-Moselle
10215889,INITIAL,GEN20-9481571,07/07/2020 12:00:00 AM +0000,06/23/2020 12:00:00 AM +0000,06/23/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,164,KILHOFFER,164 KILHOFFER,BUFFALO,NY,14211,1013200002011000,42.91526444475409,-78.81679936174882,POINT (-78.816799361749 42.915264444754),FILLMORE,District E,36,1,1009,Genesee-Moselle
10215891,INITIAL,GEN20-9481572,,04/05/2020 12:00:00 AM +0000,06/23/2020 12:00:00 AM +0000,VIOLATION,Trent Muggleton,,919,GLENWOOD,919 GLENWOOD,BUFFALO,NY,14211,1014500002028000,42.91202511394177,-78.83155417614117,POINT (-78.831554176141 42.912025113942),MASTEN,District C,35,3,3005,MLK Park
10215908,INITIAL,GEN20-9481578,,06/22/2020 12:00:00 AM +0000,05/22/2020 12:00:00 AM +0000,VIOLATION,DAVID GILSON,,468,DARTMOUTH,468 DARTMOUTH,BUFFALO,NY,14215,0798200001020000,42.943488836346795,-78.80741865878433,POINT (-78.807418658784 42.943488836347),UNIVERSITY,District E,43,2,2000,Kensington-Bailey
10215917,PROGRESS,GEN20-9481582,06/23/2020 12:00:00 AM +0000,05/28/2020 12:00:00 AM +0000,05/28/2020 12:00:00 AM +0000,FAILED,John C Stephens,Fail,313,SUMMER,313 SUMMER,BUFFALO,NY,14222,1006100003019000,42.904822496933434,-78.88014735616687,POINT (-78.880147356167 42.904822496933),NIAGARA,District B,67.01,1,1000,Elmwood Bryant
10215850,INITIAL,GEN20-9481553,06/22/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,VIOLATION,Thomas Carter,lov,431,DOWNING,431 DOWNING,BUFFALO,NY,14220,1338100004004000,42.83453069072235,-78.80767894938764,POINT (-78.807678949388 42.834530690722),SOUTH,District A,7,3,3003,South Park
10226338,INITIAL,GEN20-9486567,,10/08/2020 12:00:00 AM +0000,10/08/2020 12:00:00 AM +0000,NCA,RICHARD BALESTERI,,80,VICTORIA,80 VICTORIA,BUFFALO,NY,14214,0903700008025000,42.9353505761395,-78.83627220497641,POINT (-78.836272204976 42.93535057614),MASTEN,District E,40.01,3,3006,Fillmore-Leroy
10226347,INITIAL,GEN20-9486571,,10/07/2020 12:00:00 AM +0000,10/07/2020 12:00:00 AM +0000,VIOLATION,Monique Bates,,133,REIMAN,133 REIMAN,BUFFALO,NY,14206,1123400005002000,42.894974901569896,-78.80419441824745,POINT (-78.804194418247 42.89497490157),LOVEJOY,District C,24,6,6006,Lovejoy
10226351,PROGRESS,GEN19-9455192,09/25/2020 12:00:00 AM +0000,09/25/2020 12:00:00 AM +0000,09/25/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,"<FONT face=""Comic Sans MS"">no progress</FONT>",9,YALE,9 YALE,BUFFALO,NY,14210,1332500002004100,42.854154213318644,-78.81217443141367,POINT (-78.812174431414 42.854154213319),SOUTH,District A,10,3,3000,Seneca-Cazenovia
10226374,PROGRESS,GEN19-9471326,09/25/2020 12:00:00 AM +0000,09/25/2020 12:00:00 AM +0000,09/25/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,no progress,81,KINGSTON,81 KINGSTON,BUFFALO,NY,14210,1332500004010000,42.85327030567172,-78.80985688454128,POINT (-78.809856884541 42.853270305672),SOUTH,District A,10,3,3002,Seneca-Cazenovia
10226395,PROGRESS,GEN20-9484459,09/25/2020 12:00:00 AM +0000,09/25/2020 12:00:00 AM +0000,09/25/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,progress,81,WEYAND,81 WEYAND,BUFFALO,NY,14210,1238200001006000,42.856897665459506,-78.80788557769307,POINT (-78.807885577693 42.85689766546),SOUTH,District A,10,5,5009,Seneca-Cazenovia
10226432,PROGRESS,GEN18-9450515,09/29/2020 12:00:00 AM +0000,09/29/2020 12:00:00 AM +0000,09/29/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,PROGRESS,54,UNGER,54 UNGER,BUFFALO,NY,14210,1236300002017000,42.85939889593266,-78.81942902690498,POINT (-78.819429026905 42.859398895933),SOUTH,District A,11,2,2001,Seneca-Cazenovia
10226440,PROGRESS,GEN17-9433959,09/29/2020 12:00:00 AM +0000,09/29/2020 12:00:00 AM +0000,09/29/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,NO PROGRESS,20,ARMIN,20 ARMIN,BUFFALO,NY,14210,1236500001069000,42.85993181804484,-78.81460030963865,POINT (-78.814600309639 42.859931818045),SOUTH,District A,11,1,1010,Seneca-Cazenovia
10226467,PROGRESS,GEN20-9484787,09/30/2020 12:00:00 AM +0000,09/30/2020 12:00:00 AM +0000,09/30/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,NO PROGRESS,53,LITTELL,53 LITTELL,BUFFALO,NY,14210,1234700002013000,42.866759042885114,-78.82207343403071,POINT (-78.822073434031 42.866759042885),LOVEJOY,District A,11,3,3007,Seneca Babcock
10226485,INITIAL,GEN20-9486598,09/28/2020 12:00:00 AM +0000,09/28/2020 12:00:00 AM +0000,10/08/2020 12:00:00 AM +0000,NCA,Thomas Carter,CUT AND CLEAN # 15680,25,GOOD,25 GOOD,BUFFALO,NY,14220,1237800008006000,42.854819221578495,-78.83106884429948,POINT (-78.831068844299 42.854819221578),LOVEJOY,District A,2,4,4002,Hopkins-Tifft
10226516,INITIAL,GEN20-9486611,,10/08/2020 12:00:00 AM +0000,10/08/2020 12:00:00 AM +0000,VIOLATION,PAUL CLIFT,,20,LAUX,20 LAUX,BUFFALO,NY,14206,1127700002022000,42.87771402929853,-78.8329369808006,POINT (-78.832936980801 42.877714029299),FILLMORE,District C,17,1,1025,Broadway Fillmore
10225889,PROGRESS,GEN20-9478538,10/07/2020 12:00:00 AM +0000,10/07/2020 12:00:00 AM +0000,10/07/2020 12:00:00 AM +0000,NOPROGRESS,Sean Myers,snet tix for TnD/ Work w o permit,490,NORTHAMPTON,490 NORTHAMPTON,BUFFALO,NY,14208,1005800002013100,42.90744636143888,-78.84878640918853,POINT (-78.848786409189 42.907446361439),ELLICOTT,District C,33.02,1,1009,Masten Park
10225895,PROGRESS,GEN18-9441849,09/15/1753 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,no progress,130,FREDRO,130 FREDRO,BUFFALO,NY,14206,1234100002002000,42.870582820753874,-78.81064489565235,POINT (-78.810644895652 42.870582820754),LOVEJOY,District A,19,1,1002,Kaisertown
10225897,PROGRESS,GEN17-9428708,09/16/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,progress,37,ATHOL,37 ATHOL,BUFFALO,NY,14220,1333300001009000,42.85100283183808,-78.81404939305342,POINT (-78.814049393053 42.851002831838),SOUTH,District A,9,3,3007,South Park
10225899,INITIAL,GEN20-9486472,,10/02/2020 12:00:00 AM +0000,10/02/2020 12:00:00 AM +0000,VIOLATION,DAVID GILSON,,300,BERKSHIRE,300 BERKSHIRE,BUFFALO,NY,14215,0902400002031000,42.94099007111933,-78.81539544185088,POINT (-78.815395441851 42.940990071119),UNIVERSITY,District E,47,3,3004,University Heights
10225900,PROGRESS,GEN19-9462762,09/16/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,,101,GEARY,101 GEARY,BUFFALO,NY,14210,1238100004006000,42.856696525432504,-78.80973942475799,POINT (-78.809739424758 42.856696525433),SOUTH,District A,10,5,5008,Seneca-Cazenovia
10225902,INITIAL,GEN20-9486473,09/21/2020 12:00:00 AM +0000,09/21/2020 12:00:00 AM +0000,09/21/2020 12:00:00 AM +0000,VIOLATION,Robert Roman,,173,SMITH,173 SMITH,BUFFALO,NY,14210,1225100003033000,42.86663543569619,-78.84684570976263,POINT (-78.846845709763 42.866635435696),FILLMORE,District A,163,3,3022,First Ward
10225903,INITIAL,GEN20-9486474,11/06/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,44,ZENNER,44 ZENNER,BUFFALO,NY,14211,1014000003022000,42.913061465408866,-78.81580236849237,POINT (-78.815802368492 42.913061465409),FILLMORE,District C,36,1,1012,Genesee-Moselle
10215952,INITIAL,GEN20-9481594,08/03/2020 12:00:00 AM +0000,06/24/2020 12:00:00 AM +0000,06/24/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,18,ZELMER,18 ZELMER,BUFFALO,NY,14211,1015000001029000,42.91029303192603,-78.80726666068878,POINT (-78.807266660689 42.910293031926),LOVEJOY,District C,37,2,2006,Schiller Park
10215954,INITIAL,GEN20-9481595,,06/23/2020 12:00:00 AM +0000,06/23/2020 12:00:00 AM +0000,VIOLATION,Mike Dillon,,114,PONTIAC ST,114 PONTIAC ST,BUFFALO,NY,14206,1234300007010000,42.87039781803218,-78.80114576361663,POINT (-78.801145763617 42.870397818032),LOVEJOY,District A,19,2,2002,Kaisertown
10215959,INITIAL,GEN20-9481597,,06/24/2020 12:00:00 AM +0000,06/24/2020 12:00:00 AM +0000,VIOLATION,JOSE   SANCHEZ,,21,GARFIELD,21 GARFIELD,BUFFALO,NY,14207,0778000005003000,42.942893646492315,-78.90561703355841,POINT (-78.905617033558 42.942893646492),NORTH,District D,59,1,1004,Black Rock
10215961,INITIAL,GEN20-9481598,,06/24/2020 12:00:00 AM +0000,06/24/2020 12:00:00 AM +0000,VIOLATION,Erik Hoepfinger,,162,HERMAN,162 HERMAN,BUFFALO,NY,14211,1112700003015000,42.896492795473684,-78.84465508892072,POINT (-78.844655088921 42.896492795474),FILLMORE,District C,166,3,3004,Broadway Fillmore
10215966,PROGRESS,GEN19-9462898,05/08/2020 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,DEBRIS REMOVED/GRASS CUT,6,PAUL,6 PAUL,BUFFALO,NY,14210,1237200003052000,42.857436927468065,-78.81674684617748,POINT (-78.816746846177 42.857436927468),SOUTH,District A,11,2,2004,Seneca-Cazenovia
10215969,PROGRESS,GEN19-9462889,05/08/2020 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,05/08/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,PROGRESS,61,ROANOKE,61 ROANOKE,BUFFALO,NY,14210,1236500005003000,42.860289491462304,-78.81238321776036,POINT (-78.81238321776 42.860289491462),SOUTH,District A,11,1,1012,Seneca-Cazenovia
10215975,INITIAL,GEN20-9481601,06/22/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,06/22/2020 12:00:00 AM +0000,VIOLATION,Andrew Blersch,,27,MORRIS AVE,27 MORRIS AVE,BUFFALO,NY,14214,0892700003001100,42.94259921869698,-78.84509784517306,POINT (-78.845097845173 42.942599218697),DELAWARE,District D,48,2,2013,North Park
10215977,INITIAL,GEN20-9481602,,06/01/2020 12:00:00 AM +0000,06/01/2020 12:00:00 AM +0000,VIOLATION,Mike Dillon,,40,AMBER,40 AMBER,BUFFALO,NY,14220,1334600002011000,42.84508593597854,-78.83103579019682,POINT (-78.831035790197 42.845085935979),SOUTH,District A,2,3,3005,Hopkins-Tifft
10215991,INITIAL,GEN20-9481607,06/17/2020 12:00:00 AM +0000,06/17/2020 12:00:00 AM +0000,06/17/2020 12:00:00 AM +0000,VIOLATION,Michael J Kelly,multiple Violations,224,PERSHING,224 PERSHING,BUFFALO,NY,14208,1005800006017000,42.90661245265975,-78.85148713172399,POINT (-78.851487131724 42.90661245266),ELLICOTT,District C,33.02,4,4001,Masten Park
10215995,INITIAL,GEN20-9481609,06/17/2020 12:00:00 AM +0000,06/17/2020 12:00:00 AM +0000,06/17/2020 12:00:00 AM +0000,VIOLATION,Andrew Blersch,,390,TACOMA,390 TACOMA,BUFFALO,NY,14216,0785700002013000,42.95153633685322,-78.85823689549589,POINT (-78.858236895496 42.951536336853),DELAWARE,District D,49,1,1003,North Park
10225905,PROGRESS,GEN20-9483941,09/16/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,debris removed grass cut progress,15,FAIRVIEW,15 FAIRVIEW,BUFFALO,NY,14210,1333400003032000,42.85070633315703,-78.80402490810359,POINT (-78.804024908104 42.850706333157),SOUTH,District A,10,1,1005,Seneca-Cazenovia
10225908,PROGRESS,GEN20-9484067,09/16/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,progress,28,KAMPER,28 KAMPER,BUFFALO,NY,14210,1238100005030000,42.8556180043699,-78.80866000827646,POINT (-78.808660008276 42.85561800437),SOUTH,District A,10,5,5009,Seneca-Cazenovia
10225911,PROGRESS,GEN20-9484068,09/16/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,09/09/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,progress,24,NORMAN,24 NORMAN,BUFFALO,NY,14210,1238100006015000,42.85502131583834,-78.80813310144211,POINT (-78.808133101442 42.855021315838),SOUTH,District A,10,5,5010,Seneca-Cazenovia
10225913,INITIAL,GEN20-9486475,11/06/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,190,HAGEN,190 HAGEN,BUFFALO,NY,14215,1012600001025000,42.92012413094641,-78.80785494254232,POINT (-78.807854942542 42.920124130946),LOVEJOY,District E,37,1,1002,Schiller Park
10225917,INITIAL,GEN20-9486478,11/06/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,32,ROSLYN,32 ROSLYN,BUFFALO,NY,14211,1013300005015000,42.91470389074699,-78.8099556996316,POINT (-78.809955699632 42.914703890747),LOVEJOY,District E,37,4,4006,Schiller Park
10225920,PROGRESS,GEN17-9424785,09/16/2020 12:00:00 AM +0000,09/10/2020 12:00:00 AM +0000,09/10/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,progress,64,ZITTEL,64 ZITTEL,BUFFALO,NY,14210,1238200003067000,42.8552677290236,-78.80617371372422,POINT (-78.806173713724 42.855267729024),SOUTH,District A,10,5,5011,Seneca-Cazenovia
10225922,PROGRESS,GEN18-9448295,09/16/2020 12:00:00 AM +0000,09/10/2020 12:00:00 AM +0000,09/10/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,progress,105,FREDRO,105 FREDRO,BUFFALO,NY,14206,1234100003053000,42.870112206394545,-78.81050872671541,POINT (-78.810508726715 42.870112206395),LOVEJOY,District A,19,1,1000,Kaisertown
10225927,PROGRESS,GEN17-9430037,09/16/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,no progress,127,PONTIAC SOUTH,127 PONTIAC SOUTH,BUFFALO,NY,14206,1235100005037000,42.86738590623259,-78.8010373924709,POINT (-78.801037392471 42.867385906233),LOVEJOY,District A,19,2,2010,Kaisertown
10225932,PROGRESS,GEN16-9418517,09/15/2020 12:00:00 AM +0000,09/08/2020 12:00:00 AM +0000,09/08/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,NEW OWNER CONTACTED ON10/5/20,176,GEARY,176 GEARY,BUFFALO,NY,14210,1237400003046000,42.8577485823413,-78.80828510343284,POINT (-78.808285103433 42.857748582341),SOUTH,District A,10,5,5007,Seneca-Cazenovia
10225934,PROGRESS,GEN17-9437597,09/15/2020 12:00:00 AM +0000,09/08/2020 12:00:00 AM +0000,09/08/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,TENANTS LEFT OWNER CLEANING UP THE PROPERTY,55,HAMMERSCHMIDT,55 HAMMERSCHMIDT,BUFFALO,NY,14210,1237200003009000,42.85824622692341,-78.81719313883339,POINT (-78.817193138833 42.858246226923),SOUTH,District A,11,2,2004,Seneca-Cazenovia
10225939,PROGRESS,GEN19-9471239,09/15/2020 12:00:00 AM +0000,09/08/2020 12:00:00 AM +0000,09/08/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,PROGRESS,338,ABBOTT,338 ABBOTT,BUFFALO,NY,14220,1332400002025000,42.85284738705495,-78.81847427466829,POINT (-78.818474274668 42.852847387055),SOUTH,District A,9,2,2003,South Park
10225940,INITIAL,GEN20-9486481,11/25/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,VIOLATION,BRIAN HIGGINS,,2068,BAILEY,2068 BAILEY,BUFFALO,NY,14211,1014900001018000,42.910768779041994,-78.8137830482624,POINT (-78.813783048262 42.910768779042),LOVEJOY,District C,37,3,3004,Genesee-Moselle
10225944,PROGRESS,GEN19-9458812,09/16/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,NO PROGRESS,378,ABBOTT,378 ABBOTT,BUFFALO,NY,14220,1332400007036000,42.852067048132085,-78.81742374722296,POINT (-78.817423747223 42.852067048132),SOUTH,District A,9,2,2010,South Park
10225949,PROGRESS,GEN17-9433661,09/16/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,NO PROGRESS,62,EDSON,62 EDSON,BUFFALO,NY,14210,1333500003036000,42.850583465044565,-78.80147995466064,POINT (-78.801479954661 42.850583465045),SOUTH,District A,10,1,1006,Seneca-Cazenovia
10225952,PROGRESS,GEN17-9433668,09/16/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,PROGRESS,Mike Dillon,PROGRESS,80,EDSON,80 EDSON,BUFFALO,NY,14210,1333500003030000,42.85085610311385,-78.80103480312826,POINT (-78.801034803128 42.850856103114),SOUTH,District A,10,1,1006,Seneca-Cazenovia
10225953,INITIAL,GEN20-9486482,10/02/2020 12:00:00 AM +0000,10/02/2020 12:00:00 AM +0000,10/02/2020 12:00:00 AM +0000,VIOLATION,Michael J Kelly,Multiple Vehicles (10),66,NORRIS,66 NORRIS,BUFFALO,NY,14207,0776800006001000,42.949721093449654,-78.88150621360388,POINT (-78.881506213604 42.94972109345),NORTH,District D,56,5,5005,West Hertel
10225962,PROGRESS,GEN18-9450256,09/16/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,09/11/2020 12:00:00 AM +0000,NOPROGRESS,Mike Dillon,NO PROGRESS,48,MINERAL SPRING,48 MINERAL SPRING,BUFFALO,NY,14210,1237300002050000,42.85893501020313,-78.81152183565747,POINT (-78.811521835657 42.858935010203),SOUTH,District A,11,1,1013,Seneca-Cazenovia
10225973,INITIAL,GEN20-9486484,09/25/2020 12:00:00 AM +0000,09/25/2020 12:00:00 AM +0000,09/25/2020 12:00:00 AM +0000,NCA,ANGELA   WHITE,311 complaint,24,HUNT,24 HUNT,BUFFALO,NY,14207,0776500001024000,42.94882357768583,-78.90249798310005,POINT (-78.9024979831 42.948823577686),NORTH,District D,57,2,2002,Riverside
10225987,INITIAL,GEN20-9486491,05/13/2020 12:00:00 AM +0000,05/13/2020 12:00:00 AM +0000,05/13/2020 12:00:00 AM +0000,VIOLATION,Gerald Williams,covid-19. &nbsp;311 call inspected 5/13/2020,219,RHODE ISLAND,219 RHODE ISLAND,BUFFALO,NY,14213,0995900002005000,42.90815235076733,-78.8922365690464,POINT (-78.892236569046 42.908152350767),NIAGARA,District B,69.01,4,4004,West Side
10225991,PROGRESS,GEN18-9441189,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,NOPROGRESS,Robert Kendall,10/5/20- added chimney and front hand rail from mini sweep,148,YORK,148 YORK,BUFFALO,NY,14213,0996800003007000,42.90532908567905,-78.88427156752705,POINT (-78.884271567527 42.905329085679),NIAGARA,District B,69.02,1,1004,West Side
10225995,INITIAL,GEN20-9486492,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,VIOLATION,Robert Kendall,"10/5/20 - MINI SWEEP - FPP ON WALLS AND OVERHANGS, ALSO FRONT PORCH DECK WROTTING UNDER CORNER LOAD COLUMNS",156,YORK,156 YORK,BUFFALO,NY,14213,0996800004001200,42.905439660878905,-78.88405322465867,POINT (-78.884053224659 42.905439660879),NIAGARA,District B,69.02,1,1005,West Side
10226000,INITIAL,GEN20-9486495,,10/05/2020 12:00:00 AM +0000,10/05/2020 12:00:00 AM +0000,VIOLATION,PAUL CLIFT,,657,FILLMORE,657 FILLMORE,BUFFALO,NY,14212,1114400004039000,42.891195802498906,-78.83918436404937,POINT (-78.839184364049 42.891195802499),FILLMORE,District C,16,4,4004,Broadway Fillmore
10035144,PROGRESS,242021,,03/05/2015 12:00:00 AM +0000,03/05/2015 12:00:00 AM +0000,PASSED,BRIAN HAYDEN,,,,,,,,10035144,,,,,,,,,
10215678,PROGRESS,GEN20-9477052,04/16/2020 12:00:00 AM +0000,04/16/2020 12:00:00 AM +0000,04/16/2020 12:00:00 AM +0000,PROGRESS,John C Stephens,Progress,116,SEVENTEENTH,116 SEVENTEENTH,BUFFALO,NY,14213,0996000004001100,42.90858177963981,-78.8839827436821,POINT (-78.883982743682 42.90858177964),NIAGARA,District B,67.01,2,2006,Elmwood Bryant
10215679,PROGRESS,GEN20-9477052,05/04/2020 12:00:00 AM +0000,05/04/2020 12:00:00 AM +0000,05/04/2020 12:00:00 AM +0000,PROGRESS,John C Stephens,Progress,116,SEVENTEENTH,116 SEVENTEENTH,BUFFALO,NY,14213,0996000004001100,42.90858177963981,-78.8839827436821,POINT (-78.883982743682 42.90858177964),NIAGARA,District B,67.01,2,2006,Elmwood Bryant
10215680,PROGRESS,GEN20-9477052,06/04/2020 12:00:00 AM +0000,06/04/2020 12:00:00 AM +0000,06/04/2020 12:00:00 AM +0000,PROGRESS,John C Stephens,Progress,116,SEVENTEENTH,116 SEVENTEENTH,BUFFALO,NY,14213,0996000004001100,42.90858177963981,-78.8839827436821,POINT (-78.883982743682 42.90858177964),NIAGARA,District B,67.01,2,2006,Elmwood Bryant
10215682,INITIAL,GEN20-9481504,05/11/2020 12:00:00 AM +0000,05/11/2020 12:00:00 AM +0000,05/11/2020 12:00:00 AM +0000,VIOLATION,John C Stephens,Fail,451,CONNECTICUT,451 CONNECTICUT,BUFFALO,NY,14213,0996000008023100,42.90736486565153,-78.88456214701841,POINT (-78.884562147018 42.907364865652),NIAGARA,District B,69.02,1,1005,West Side
10215683,PROGRESS,GEN20-9481504,06/11/2020 12:00:00 AM +0000,06/11/2020 12:00:00 AM +0000,06/11/2020 12:00:00 AM +0000,PROGRESS,John C Stephens,Progress,451,CONNECTICUT,451 CONNECTICUT,BUFFALO,NY,14213,0996000008023100,42.90736486565153,-78.88456214701841,POINT (-78.884562147018 42.907364865652),NIAGARA,District B,69.02,1,1005,West Side
10216127,INITIAL,GEN20-9481678,06/25/2020 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,06/25/2020 12:00:00 AM +0000,VIOLATION,Monique Bates,311,66,MORELAND,66 MORELAND,BUFFALO,NY,14206,1124100003032000,42.89063775432592,-78.8126086352776,POINT (-78.812608635278 42.890637754326),LOVEJOY,District C,24,5,5013,Lovejoy
