RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,Link,Latitude,Longitude,Location1
005451-20CP,Complaint,Request,Weeds,No passage for wheelchairs.Is on the 2nd Ave side ofblock. Stop sign obscuredat 2nd & Lucile.,2020-06-24,2020-10-09,Completed,Completed,225 S LUCILE ST,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005451-20CP,47.55318339,-122.3317225,"225 S LUCILE ST
SEATTLE, WA 98108
(47.55318339, -122.3317225)"
006303-20CP,Complaint,Request,Weeds,Per CSB; on e side of MLK not Raymond. Blackberries blocking more than half of sidewalk. Not wide enough to pass. Not wide enough for wheelchairs or walkers.,2020-07-23,2020-10-09,Completed,Completed,5960 MLK Jr WAY S,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006303-20CP,,,"5960 MLK Jr WAY S
SEATTLE, WA"
1050543-VI,Notice of Violation,Case,"Emergency , Vacant Building",PER ONLINE COMPLAINT: Vacant and deteriorating property with excessive overgrown vegetation and garbage cans in front and side yards.,2020-07-07,,,Completed,6525 CHAPIN PL N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050543-VI,47.67673669,-122.33036315,"6525 CHAPIN PL N
SEATTLE, WA 98103
(47.67673669, -122.33036315)"
007461-20CP,Complaint,Request,Land Use,"Junk storage and overgrown vegetation. Inoperable vehicle on the property, which unauthorized occupants were previously living in without the permission of the property owner (owner lives in primary structure - he is hard of hearing, and may have weapons on the property since he's a veteran). There is a fire damaged structure in the back as well.",2020-08-20,2020-10-14,Completed,Completed,9321 53RD AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007461-20CP,47.51836269,-122.26653135,"9321 53RD AVE S
SEATTLE, WA 98118
(47.51836269, -122.26653135)"
007993-20CP,Complaint,Request,Weeds,Location: 8868 W Marginal Way S (Trail) Dangerous conditions on bike path.,2020-09-05,,,Closed,8909 10TH AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007993-20CP,47.52359900,-122.32052006,"8909 10TH AVE S
SEATTLE, WA 98108
(47.523599, -122.32052006)"
009074-20CP,Complaint,Request,Noise,Construction parking and noiseand over crowded areas without masks,2020-10-16,,,Completed,808 LAKESIDE AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009074-20CP,47.59537758,-122.28736124,"808 LAKESIDE AVE S
SEATTLE, WA 98144
(47.59537758, -122.28736124)"
1050795-VI,Notice of Violation,Case,,"Per Online; Construction of large raised deck, several feet off of ground",2020-08-21,2020-10-20,No Violation,Completed,7916 DELRIDGE WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050795-VI,47.53132553,-122.36007739,"7916 DELRIDGE WAY SW
SEATTLE, WA 98106
(47.53132553, -122.36007739)"
007086-20CP,Complaint,Request,Weeds,SW corner of Greenwood Ave N and N. 112th St. a very large shrub has grown way over the public right-of-way and is blocking much of the sidewalk and the handicap curb cut/ramp. I object to Find It Fix It needing to access my photo files in order to resubmit this with a photo as a follow up to #20-00127809. I took the time to go back and take a photo just to have me not be able submit this because I don't want to share my photo data.,2020-08-13,2020-10-15,Completed,Completed,11061 GREENWOOD AVE N,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007086-20CP,47.71041224,-122.35576971,"11061 GREENWOOD AVE N
SEATTLE, WA 98133
(47.71041224, -122.35576971)"
009161-20CP,Complaint,Request,Weeds,Vegetation overrunning the sidewalk,2020-10-17,,,Completed,5614 SW ADMIRAL WAY,SEATTLE,WA,98116,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009161-20CP,47.57733744,-122.4043121,"5614 SW ADMIRAL WAY
SEATTLE, WA 98116
(47.57733744, -122.4043121)"
009156-20CP,Complaint,Request,Weeds,no answer,2020-10-19,,,Completed,1610 LAKEVIEW BLVD E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009156-20CP,47.63438539,-122.3221013,"1610 LAKEVIEW BLVD E
SEATTLE, WA 98102
(47.63438539, -122.3221013)"
008761-20CP,Complaint,Request,LandLord/Tenant,POTA,2020-10-05,,,Closed,7726 DELRIDGE WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008761-20CP,47.53286261,-122.36012637,"7726 DELRIDGE WAY SW
SEATTLE, WA 98106
(47.53286261, -122.36012637)"
008671-20CP,Complaint,Request,,...having pest issues ... have notified the property manager... it has been getting worse over time. I have included videos and pictures of some of the incident occuring around the house.**SEE ACTIVITIES - JH**,2020-10-01,,,Under Investigation,10746 63RD AVE S,SEATTLE,WA,98178,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008671-20CP,47.50378372,-122.25284106,"10746 63RD AVE S
SEATTLE, WA 98178
(47.50378372, -122.25284106)"
008164-20CP,Complaint,Request,,"Per Online; Exposed wires and pipes, no smoke detectors, mold, no co2 detectors, deck rotten, stairs leaning, doors not seated, rodents, leak stains on ceilings, no ceiling on bathroom",2020-09-16,,,Completed,3730 60TH AVE SW,SEATTLE,WA,98116,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008164-20CP,47.57024160,-122.40926912,"3730 60TH AVE SW
SEATTLE, WA 98116
(47.5702416, -122.40926912)"
001255-20CP,Complaint,Request,LandLord/Tenant,TRAO questions,2020-02-11,,,Completed,215 QUEEN ANNE AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001255-20CP,47.62027340,-122.35699459,"215 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.6202734, -122.35699459)"
007749-20CP,Complaint,Request,Weeds,Per CSB; Hazardous Weeds -[Growing from private property] Blackberry bushes over sidewalk,2020-09-01,,,Completed,4903 49TH AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007749-20CP,47.55801963,-122.27227871,"4903 49TH AVE S
SEATTLE, WA 98118
(47.55801963, -122.27227871)"
005415-20CP,Complaint,Request,Weeds,"These pictures are of the south west corner of 49th Ave s and Ferdinand St., South ,these are public sidewalks and heavily use and they are totally overgrown one sidewalk is impassable just across the street there's a house with a disabled child in a wheelchair and just down the street there is a blind lady. This is a rental and the owner totally ignores it. I have reported this before and you question me if this was public property this is a Seattle city sidewalk it is have a",2020-06-26,2020-10-09,Completed,Completed,4903 49TH AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005415-20CP,47.55801963,-122.27227871,"4903 49TH AVE S
SEATTLE, WA 98118
(47.55801963, -122.27227871)"
001220-20CP,Complaint,Request,LandLord/Tenant,"Hello, I need to schedule a TRAO appointment to release holds on building permits.",2020-02-11,,,Completed,215 QUEEN ANNE AVE N,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001220-20CP,47.62027340,-122.35699459,"215 QUEEN ANNE AVE N
SEATTLE, WA 98109
(47.6202734, -122.35699459)"
1051144-CT,Citation,Case,Weeds,HAZARDOUS WEEDS,2020-10-19,2020-10-15,Completed,Warning,11061 GREENWOOD AVE N,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051144-CT,47.71041224,-122.35576971,"11061 GREENWOOD AVE N
SEATTLE, WA 98133
(47.71041224, -122.35576971)"
009107-20CP,Complaint,Request,,We have not had hot water in our unit for a week. Not from the faucets or shower.,2020-10-18,,,Completed,120 ROY ST,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009107-20CP,47.62573815,-122.35497739,"120 ROY ST
SEATTLE, WA 98109
(47.62573815, -122.35497739)"
007652-20CP,Complaint,Request,,elevator has not been working for over a week now - elderly & disabled living here major issue need repair asap  missed dr app't unable to use stairs please help.,2020-08-27,,,Open Duplicate,3610 33RD AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007652-20CP,47.57113199,-122.29049933,"3610 33RD AVE S
SEATTLE, WA 98144
(47.57113199, -122.29049933)"
006348-20CP,Complaint,Request,LandLord/Tenant,"Tenant in subsidized housing. Bathtub is peeling, can't take baths. Hardwood floors nail sticking out of floor. mold in walls, landlord doesn't fix things. It's been 9yrs tenant was supposed to move into a 1bdrm still waiting, was promised one soon as available. What are rights?",2020-07-24,2020-10-20,Completed,Under Investigation,1319 E UNION ST,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006348-20CP,47.61239990,-122.31448543,"1319 E UNION ST
SEATTLE, WA 98122
(47.6123999, -122.31448543)"
1051167-VI,Notice of Violation,Case,,"Tenant in subsidized housing. Bathtub is peeling, can't take baths. Hardwood floors nail sticking out of floor. mold in walls, landlord doesn't fix things. It's been 9yrs tenant was supposed to move into a 1bdrm still waiting, was promised one soon as available. What are rights?",2020-10-20,,,Initiated,1319 E UNION ST,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051167-VI,47.61239990,-122.31448543,"1319 E UNION ST
SEATTLE, WA 98122
(47.6123999, -122.31448543)"
1051138-VI,Notice of Violation,Case,,Per CSB; SDCI - Enforce junk storage violation,2020-10-16,,,Completed,2109 N 45TH ST,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051138-VI,47.66119164,-122.3332309,"2109 N 45TH ST
SEATTLE, WA 98103
(47.66119164, -122.3332309)"
005496-20CP,Complaint,Request,Weeds,Sticker bushes growing across the width of the sidewalk/ROW,2020-06-26,2020-10-09,Completed,Completed,4308 15TH AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005496-20CP,47.56507042,-122.31315098,"4308 15TH AVE S
SEATTLE, WA 98108
(47.56507042, -122.31315098)"
008907-20CP,Complaint,Request,Construction,"My neighbor at 4310 Thackeray PL NE 98105 has an outdoor air conditioner on the North side of their property which shares the property line with my property. The unit is very loud, much greater than the 55 decibel limit at the property line.",2020-10-10,2020-10-20,Completed,Completed,4310 thackeray PL NE,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008907-20CP,47.65935852,-122.32595225,"4310 thackeray PL NE
SEATTLE, WA
(47.65935852, -122.32595225)"
006420-20CP,Complaint,Request,"Land UseWeeds ,",DPR land overgrowinginto neighboring propertyand out into street.,2020-07-24,2020-10-20,Completed,Completed,1211 E JAMES CT,SEATTLE,WA,98122,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006420-20CP,47.60729145,-122.31620706,"1211 E JAMES CT
SEATTLE, WA 98122
(47.60729145, -122.31620706)"
001463-20CP,Complaint,Request,,"Mold issue caused by improper flashing or splash guard which is installed backwards and is causing water damageCustomer said called last week, but no complaint found in system (possibly called another department).",2020-02-19,,,Completed,2321 4th AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001463-20CP,47.61558545,-122.3449729,"2321 4th AVE
SEATTLE, WA 98121
(47.61558545, -122.3449729)"
004812-20CP,Complaint,Request,Weeds,Blocking sidewalk or stairway,2020-06-05,,,Completed,3830 AURORA AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004812-20CP,47.65368622,-122.34701606,"3830 AURORA AVE N
SEATTLE, WA 98103
(47.65368622, -122.34701606)"
005155-20CP,Complaint,Request,LandLord/Tenant,"Apply for TRAO; 7903, 7907 & 7911 Greenwood Ave N (need to start process)",2020-06-17,,,Closed,7903 GREENWOOD AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005155-20CP,47.68636801,-122.35565856,"7903 GREENWOOD AVE N
SEATTLE, WA 98103
(47.68636801, -122.35565856)"
003287-20CP,Complaint,Request,Land Use,"Per Online; The 20 Blaine St home exterior lighting shines directly into the bedroom windows of homes next door at 16 Blaine St and 1807 1st Ave N. These exterior lights on the north and west sides of the house are lit all night long every night. The lighting interferes with neighbors sleep. The homeowners at 20 Blaine St are Tom & Rebecca Masters. They have told neighbors they will not turn off, adjust or change their exterior lighting. It's a violation of SMC 23.44.008 (H).",2020-04-23,2020-10-20,Completed,Closed,20 BLAINE ST,SEATTLE,WA,98109,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003287-20CP,47.63495147,-122.35596613,"20 BLAINE ST
SEATTLE, WA 98109
(47.63495147, -122.35596613)"
009020-20CP,Complaint,Request,Noise,const. noise starting before 7am,2020-10-14,,,Completed,4515 BROOKLYN AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009020-20CP,47.66205395,-122.31454959,"4515 BROOKLYN AVE NE
SEATTLE, WA 98105
(47.66205395, -122.31454959)"
1051091-VI,Notice of Violation,Case,,house was demolished without 1st ground inspection and without rat abatement certificate,2020-10-09,,,Completed,9756 8th AVE NW,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051091-VI,47.70136229,-122.36570131,"9756 8th AVE NW
SEATTLE, WA
(47.70136229, -122.36570131)"
007929-20CP,Complaint,Request,,We have a roach infestation.The only thing landlord has done is place traps.  Too manyroaches in the entire building - 65 units.,2020-09-08,,,Completed,5444 DELRIDGE WAY SW,SEATTLE,WA,98106,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007929-20CP,47.55238677,-122.36267487,"5444 DELRIDGE WAY SW
SEATTLE, WA 98106
(47.55238677, -122.36267487)"
1050327-VI,Notice of Violation,Case,Construction,"Interior alterations without permits.  The house was purchased less than 2 months ago, renovated entirely, and now for sale on MLS.  County record shows 3 bedrooms, 1 bathroom; now listing on MLS as 4 bedrooms, 2 bathrooms.",2020-05-19,2020-10-20,Compliance Achieved,Completed,3040 S CHICAGO ST,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1050327-VI,47.53259653,-122.29171354,"3040 S CHICAGO ST
SEATTLE, WA 98108
(47.53259653, -122.29171354)"
1042428-VI,Notice of Violation,Case,Land Use,"PER ONLINE COMPLAINT: Fence being constructed far in excess of height limit on the south side of the lot at 7000 23rd Ave NW. The fence sits atop a new concrete ""retaining wall"". However, this concrete wall isn't actually retaining anything. It is simply being used to create additional height for the illegal fence.",2018-02-21,,,Completed,7000 23RD AVE NW,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1042428-VI,47.67966551,-122.38510458,"7000 23RD AVE NW
SEATTLE, WA 98117
(47.67966551, -122.38510458)"
008136-20CP,Complaint,Request,Weeds,"[This planting strips are adjacent to private property] Debra from the Shag Apartments at 14002 Linden Ave N reporting overgrown planting strip and garbage in need of clearing. Located on Linden Ave N between N 141st & 138th St, east side after the Shag Apartments.",2020-08-17,2020-10-19,Completed,Completed,13733 Aurora AVE N,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008136-20CP,47.72985222,-122.34567815,"13733 Aurora AVE N
SEATTLE, WA
(47.72985222, -122.34567815)"
009101-20CP,Complaint,Request,"ECA , Tree","Extensive vegetation clearing, tree cutting, and artificial stream diversion in ECA3 riparian flood-prone zone adjacent to Thornton Creek in NE Seattle.",2020-10-17,,,Completed,11555 35TH AVE NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009101-20CP,47.71336762,-122.29173652,"11555 35TH AVE NE
SEATTLE, WA 98125
(47.71336762, -122.29173652)"
008698-20CP,Complaint,Request,LandLord/Tenant,The owner did not disclose there is a rat infestation inthe rental.  The owner refusesto address the issue.  I ampaying for the exterminatorout of my pocket.  What aremy rights?  What is the owner's responsibility?,2020-10-02,,,Closed,3649 34TH AVE W,SEATTLE,WA,98199,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008698-20CP,47.65367362,-122.40135387,"3649 34TH AVE W
SEATTLE, WA 98199
(47.65367362, -122.40135387)"
1051164-CT,Citation,Case,,,2020-10-20,,,Initiated,11061 GREENWOOD AVE N,SEATTLE,WA,98133,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051164-CT,47.71041224,-122.35576971,"11061 GREENWOOD AVE N
SEATTLE, WA 98133
(47.71041224, -122.35576971)"
1051032-VI,Notice of Violation,Case,,"Per Online; Unfortunately, our neighbor was forced to sell his home 2 years ago due to health reasons.  Since then, it has sat abandoned.  There had been squatters using it for what appeared to be drug related activities and who knows what else.  Since then, the windows were boarded up one day about a year ago and a rinky-dink fence was put up across the driveway and front door (but apparently not the side).  The property is an obvious advertisement that ""Hey, no one lives her",2020-10-01,2020-10-15,Compliance Achieved,Completed,2602 NE 130TH ST,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051032-VI,47.72318088,-122.30044029,"2602 NE 130TH ST
SEATTLE, WA 98125
(47.72318088, -122.30044029)"
009158-20CP,Complaint,Request,Land Use,PER CSB: PER SPU: Private Property Complaintjunk storage violation,2020-10-13,,,Under Investigation,2119 23RD AVE W,SEATTLE,WA,98199,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009158-20CP,47.63819744,-122.38656429,"2119 23RD AVE W
SEATTLE, WA 98199
(47.63819744, -122.38656429)"
009075-20CP,Complaint,Request,Construction,Unpermitted construction,2020-10-16,,,Completed,808 LAKESIDE AVE S,SEATTLE,WA,98144,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009075-20CP,47.59537758,-122.28736124,"808 LAKESIDE AVE S
SEATTLE, WA 98144
(47.59537758, -122.28736124)"
005174-20CP,Complaint,Request,,"Per Online;-Exposed wiring in unit (light fixtures and other)-Garbage left on side of house (PVC pipe, old rat traps, paint, etc)-Overgrown vegetation (tree growing onto roof, overgrown bamboo surrounding house)-Unsealed doors, windows, and floors letting in moisture, weather, and pests-Improper ventilation for gas stove-Unsound fence in backyard-Missing exterior step causing safety hazard for back entrance-Unstable exterior floor-Laundry room not rodent proof-No smoke alarm",2020-06-22,,,Completed,3627 22nd AVE W,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005174-20CP,47.65297903,-122.38501955,"3627 22nd AVE W
(47.65297903, -122.38501955)"
009167-20CP,Complaint,Request,LandLord/Tenant,tenant rights,2020-10-20,,,Under Investigation,3200 NE 140TH ST,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009167-20CP,47.73042881,-122.29343835,"3200 NE 140TH ST
SEATTLE, WA 98125
(47.73042881, -122.29343835)"
008066-20CP,Complaint,Request,Weeds,Vegetation grows from the property into the roadway on Exeter AVE NE.,2020-09-11,2020-10-19,Completed,Completed,11017 Exeter AVE NE,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008066-20CP,47.71001077,-122.27839192,"11017 Exeter AVE NE
SEATTLE, WA
(47.71001077, -122.27839192)"
009154-20CP,Complaint,Request,Noise,House demolition noise since 7 am everyday outside the buildingI'm wondering how long will the demolition take,2020-10-19,,,Completed,4131 BROOKLYN AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009154-20CP,47.65766466,-122.31472101,"4131 BROOKLYN AVE NE
SEATTLE, WA 98105
(47.65766466, -122.31472101)"
008064-20CP,Complaint,Request,Weeds,The vegetation from this property grows into the roadway onto  NE113th St which is adjacent to the property on the south side.,2020-09-11,2020-10-19,Completed,Completed,11310 Exeter AVE NE,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008064-20CP,47.71165497,-122.27835168,"11310 Exeter AVE NE
(47.71165497, -122.27835168)"
009133-20CP,Complaint,Request,,Per Online; the house is unsafe and the landlord is neglectful and each tenant are forced out when they report concerns.,2020-10-19,,,Closed,2301 NE 94TH ST,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009133-20CP,47.69651260,-122.30399127,"2301 NE 94TH ST
SEATTLE, WA 98115
(47.6965126, -122.30399127)"
005365-20CP,Complaint,Request,Land Use,"Per CSB; SDCI - Enforce junk storage violation.  A mix of boxes, carts, a mattress and other garbage piling up around the alley.",2020-06-25,,,Completed,3830 AURORA AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005365-20CP,47.65368622,-122.34701606,"3830 AURORA AVE N
SEATTLE, WA 98103
(47.65368622, -122.34701606)"
008065-20CP,Complaint,Request,Weeds,The vegetation from the south side of this property grows into the roadway of NE 113th St.,2020-09-11,2020-10-19,Completed,Completed,11301 Lakeside AVE NE,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008065-20CP,47.71171349,-122.27798456,"11301 Lakeside AVE NE
(47.71171349, -122.27798456)"
009147-20CP,Complaint,Request,LandLord/Tenant,"I am registering a formal complaint towards our recent past landlord for refusing to return our damage deposit and harassing us in the process of asking for it. Additionally, over a month later she has now sent us an invoice of damages with an expectation that we are to pay the remainder of $5,623 within in 30 days.Summary: Tenants Elizabeth Knopf and Jason Frost entered into a rental housing agreement with Heather Carter on July 1, 2012 for the property at 1220 S Trenton St. Seattle, W",2020-10-19,,,Under Investigation,1220 S TRENTON ST,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009147-20CP,47.52491593,-122.31664852,"1220 S TRENTON ST
SEATTLE, WA 98108
(47.52491593, -122.31664852)"
008081-20CP,Complaint,Request,,Water has been shut off since Friday 9/11 due to a leak. Water only available in a 12 hr schedule,2020-09-13,,,Completed,8412 delridge WAY SW,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008081-20CP,47.52773374,-122.36013299,"8412 delridge WAY SW
(47.52773374, -122.36013299)"
006906-20CP,Complaint,Request,Weeds,"Overgrown tree blocking sidewalk, forcing pedestrians into a busy street.",2020-08-12,2020-10-09,Completed,Completed,5871 SEWARD PARK AVE S,SEATTLE,WA,98118,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006906-20CP,47.54963365,-122.25920443,"5871 SEWARD PARK AVE S
SEATTLE, WA 98118
(47.54963365, -122.25920443)"
009096-20CP,Complaint,Request,Construction,setback /height issues - outside of submitted plans boundary-no constructionpermits on file,2020-10-16,2020-10-21,Completed,Completed,5916 44TH AVE SW,SEATTLE,WA,98136,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009096-20CP,47.54976937,-122.38828559,"5916 44TH AVE SW
SEATTLE, WA 98136
(47.54976937, -122.38828559)"
008751-20CP,Complaint,Request,"Construction , ECA",several townhomes being built - builder has dug up trench on city property ECA known area,2020-10-05,2020-10-15,Completed,Completed,811 W NICKERSON ST,SEATTLE,WA,98119,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008751-20CP,47.65244222,-122.36811424,"811 W NICKERSON ST
SEATTLE, WA 98119
(47.65244222, -122.36811424)"
011474-19CP,Complaint,Request,LandLord/Tenant,"After we moved out, the landlord charged us for a missed move-out appointment, among other things that were deducted, we don't agree with.**009865-19CP in October closed per no contact collected - JH**",2019-12-12,,,Completed,4317 A 8TH AVE NE,SEATTLE,WA,98105,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011474-19CP,47.66001470,-122.32012849,"4317 A 8TH AVE NE
SEATTLE, WA 98105
(47.6600147, -122.32012849)"
009170-20CP,Complaint,Request,Land Use,"Per Online; These knuckleheads numbered their houses backwards.  1819is up against 19th Ave NW, and then the numbers increase going east so that 1829 is closest to 18th Ave NW.  1819 and 1829 need to switch; also 1821 and 1827; and 1823 and 1825.",2020-10-20,,,Completed,1819 NW 85TH ST,SEATTLE,WA,98117,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009170-20CP,47.69046332,-122.38070451,"1819 NW 85TH ST
SEATTLE, WA 98117
(47.69046332, -122.38070451)"
1047940-VI,Notice of Violation,Case,,"HOUSING & POTA--per phone call--maintenance cleans with heavy bleach and he is sensitive to that smell.  Has reported to the landlord to no avail.  Two entry points for building are not secure,  He has reported it to the landlord.  Neighbor bangs on counters and floors.  He has asked the landlord to either talk to tenant or move him to another unit.  The landlord has not accommodated him and is fully aware of the complainants medical issues",2019-08-21,2019-08-21,Completed,Initiated,1413 3RD AVE,SEATTLE,WA,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1047940-VI,47.60906670,-122.33758125,"1413 3RD AVE
SEATTLE, WA
(47.6090667, -122.33758125)"
008294-20CP,Complaint,Request,Weeds,"overgrowth is from/while adjacent to private property] Sticker bushes are growing into and across the sidewalk, obstructing the ADA required passage",2020-09-01,,,Completed,4308 15TH AVE S,SEATTLE,WA,98108,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008294-20CP,47.56507042,-122.31315098,"4308 15TH AVE S
SEATTLE, WA 98108
(47.56507042, -122.31315098)"
011507-19CP,Complaint,Request,LandLord/Tenant,Property manager has P's about cleaning fee and deposit amounts that can be taken.,2019-12-09,,,Completed,2720 4TH AVE,SEATTLE,WA,98121,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011507-19CP,47.61834907,-122.34833056,"2720 4TH AVE
SEATTLE, WA 98121
(47.61834907, -122.34833056)"
1051176-CT,Citation,Case,,,2020-10-21,,,Warning,9802 LINDEN AVE N,SEATTLE,WA,98103,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1051176-CT,47.70073294,-122.3470433,"9802 LINDEN AVE N
SEATTLE, WA 98103
(47.70073294, -122.3470433)"
011393-19CP,Complaint,Request,LandLord/Tenant,Rights inquiry,2019-12-04,,,Completed,200 BELMONT AVE E,SEATTLE,WA,98102,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=011393-19CP,47.61986340,-122.32382538,"200 BELMONT AVE E
SEATTLE, WA 98102
(47.6198634, -122.32382538)"
009165-20CP,Complaint,Request,Land Use,Per Online; Landlord is storing/ not disposing trash/junk in the parking lot.*back corner next to dumpster. It is a hazard for health and safety.  The amount of junk sitting out there is increasing. This has been an issue for at least a year.  I'm not able to make complaint to management as they may say they can create a trash pile or think I'm complaining too much.  This needs to be totally anonymous.  There are old lawnmowers being stored in the resident storage unit roo,2020-10-20,,,Under Investigation,9100 ROOSEVELT WAY NE,SEATTLE,WA,98115,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009165-20CP,47.69522765,-122.31732599,"9100 ROOSEVELT WAY NE
SEATTLE, WA 98115
(47.69522765, -122.31732599)"
008897-20CP,Complaint,Request,Construction,"No permit found: Bridgehaven Condominium stack siding/underlayment/insulationUnits: 13029, 13031, 13033 New insulation - R-13 inconsistent with Seattle Building Code - R-21, and Washington Energy Code - R-21",2020-10-09,2020-10-19,Completed,Completed,13031 15TH AVE NE,SEATTLE,WA,98125,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008897-20CP,47.72504650,-122.3132255,"13031 15TH AVE NE
SEATTLE, WA 98125
(47.7250465, -122.3132255)"
