PermitNum,PermitClass,PermitClassMapped,PermitType,PermitTypeMapped,Description,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6803465-BP,Multifamily,Residential,Boiler-Pressure Vessel,Trade,BOILER CHANGE OUT GAS TO GAS,35500.0000,,2020-10-01,2022-04-01,,Issued,1719 E SPRING ST,SEATTLE,WA,98122,REED WRIGHT HTG & ELEC CO,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803465-BP,47.61140012,-122.30910567,"1719 E SPRING ST
SEATTLE, WA 98122
(47.61140012, -122.30910567)"
6803113-ME,Multifamily,Residential,Mechanical,Trade,Ductless heat pump installation. Subject to Field Inspection - STFI,6000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,12535 D 35TH AVE NE,SEATTLE,WA,98125,Mountain Valley Heating and AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803113-ME,47.72042419,-122.29107303,"12535 D 35TH AVE NE
SEATTLE, WA 98125
(47.72042419, -122.29107303)"
6803355-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Running line set between indoor coil and outdoor AC unit,500.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,8673 BEACON AVE S,SEATTLE,WA,98118,B&T Service,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803355-RF,47.52408621,-122.28696833,"8673 BEACON AVE S
SEATTLE, WA 98118
(47.52408621, -122.28696833)"
6803476-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Installation of Mitsubishi air handler.,10000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,8717 22ND AVE NW,SEATTLE,WA,98117,BALLARD NATURAL GAS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803476-FR,47.69236241,-122.38435813,"8717 22ND AVE NW
SEATTLE, WA 98117
(47.69236241, -122.38435813)"
6803340-BP,Single Family/Duplex,Residential,Boiler-Pressure Vessel,Trade,Boiler install for radiant heating system and updated hot water,1000.0000,,2020-09-30,2022-03-30,,Issued,302 NW 79TH ST,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803340-BP,47.68639313,-122.3608792,"302 NW 79TH ST
SEATTLE, WA 98117
(47.68639313, -122.3608792)"
6797918-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,installing a gas furance,9000.0000,2020-08-26,2020-08-26,2022-02-26,2020-10-01,Completed,3641 W COMMODORE WAY,SEATTLE,WA,98199,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6797918-FR,47.66558942,-122.40529864,"3641 W COMMODORE WAY
SEATTLE, WA 98199
(47.66558942, -122.40529864)"
6803401-RF,Industrial,Non-Residential,Refrigeration,Trade,Installing a 330 TR Ammonia / Glycol refrigeration skid package and condenser for the ice making process.,1.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,401 NE NORTHGATE WAY,,,,CIMCO Refrigeration,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803401-RF,47.70759355,-122.32551792,"401 NE NORTHGATE WAY
(47.70759355, -122.32551792)"
6802727-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Emergency spot repair on side sewer line. Onsite work only.,0.0000,2020-09-28,2020-09-28,2022-03-28,2020-10-01,Completed,3825 S eddy ST,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802727-SS,47.54514162,-122.28376829,"3825 S eddy ST
(47.54514162, -122.28376829)"
6803432-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,"install gas furnace, heat pump and ductless heat pump system",22583.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,9910 Triton DR NW,,,,KLIEMANN BROS HEATING & A/C,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803432-FR,47.70100552,-122.39050833,"9910 Triton DR NW
(47.70100552, -122.39050833)"
6803430-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install HVAC system,20000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,1220 39TH AVE E,SEATTLE,WA,98112,Cardinal Heating & Air,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803430-FR,47.63048968,-122.28230331,"1220 39TH AVE E
SEATTLE, WA 98112
(47.63048968, -122.28230331)"
6803505-RF,Multifamily,Residential,Refrigeration,Trade,Install Mini Split System in RH1 (West Unit) of Triplex,8750.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,2612 SW NEVADA ST,SEATTLE,WA,98126,HD PARTNERS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803505-RF,47.56560652,-122.36603625,"2612 SW NEVADA ST
SEATTLE, WA 98126
(47.56560652, -122.36603625)"
6780085-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install new furnace system (including ductwork and venting) in new construction SFR,10000.0000,2020-04-20,2020-04-20,2021-10-20,2020-09-29,Completed,9734 LINDSAY PL S,SEATTLE,WA,98118,Southern Heat,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6780085-FR,47.51420491,-122.26365445,"9734 LINDSAY PL S
SEATTLE, WA 98118
(47.51420491, -122.26365445)"
6801957-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Side sewer repair in the ROW.,0.0000,2020-09-23,2020-09-24,2022-03-24,2020-10-01,Completed,6733 9th AVE NW,,,,RAYMARK PLUMBING & SEWER,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801957-SS,47.67878199,-122.36901595,"6733 9th AVE NW
(47.67878199, -122.36901595)"
6800857-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Side sewer repair in the right-of-way.,0.0000,2020-09-16,2020-09-20,2022-03-20,2020-10-01,Completed,6528 BEACH DR SW,SEATTLE,WA,98136,Bob Oates Sewer Rooter LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6800857-SS,47.54438565,-122.3971073,"6528 BEACH DR SW
SEATTLE, WA 98136
(47.54438565, -122.3971073)"
6803488-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,We will be installing a Mitsubishi ductless 3 zone heat pump,15025.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,2565 DEXTER AVE N,SEATTLE,WA,98109,Legacy One Heating,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803488-FR,47.6436483,-122.34646235,"2565 DEXTER AVE N
SEATTLE, WA 98109
(47.6436483, -122.34646235)"
6802750-ME,Multifamily,Residential,Mechanical,Trade,STFI PERMIT. Install (1) outdoor mini-split heat pump unit. Install (2) indoor ductless mini-split heads. Install exhaust and ventilation.Subject to Field Inspection,9000.0000,2020-09-28,2020-10-01,2022-04-01,,Issued,2917 NW 85TH ST,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802750-ME,47.69030761,-122.39522372,"2917 NW 85TH ST
SEATTLE, WA 98117
(47.69030761, -122.39522372)"
6777195-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Installation of a heat pump.,8000.0000,2020-03-18,2020-03-18,2021-09-18,2020-10-01,Completed,7545 9TH AVE NW,SEATTLE,WA,98117,BALLARD NATURAL GAS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6777195-RF,47.68456645,-122.36871303,"7545 9TH AVE NW
SEATTLE, WA 98117
(47.68456645, -122.36871303)"
6777171-RF,Single Family/Duplex,Residential,Refrigeration,Trade,LEBELLE 032136-FURNACE CHANGE OUT ADD AC,350.0000,2020-03-18,2020-03-18,2021-09-18,2020-10-01,Completed,2807 24TH AVE W,SEATTLE,WA,98199,MM Comfort Systems,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6777171-RF,47.64497557,-122.38797015,"2807 24TH AVE W
SEATTLE, WA 98199
(47.64497557, -122.38797015)"
6801271-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,install heat pump,5000.0000,2020-09-17,2020-09-17,2022-03-17,2020-10-01,Completed,11343 15TH AVE NE,SEATTLE,WA,98125,Evergreen Home Heating & Energy,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801271-FR,47.71162042,-122.31283644,"11343 15TH AVE NE
SEATTLE, WA 98125
(47.71162042, -122.31283644)"
6803482-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Installation of Mitsubishi heat pump.,10000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,7806 DAYTON AVE N,SEATTLE,WA,98103,BALLARD NATURAL GAS,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803482-RF,47.68577168,-122.35222927,"7806 DAYTON AVE N
SEATTLE, WA 98103
(47.68577168, -122.35222927)"
6789231-SS,Institutional,Non-Residential,Side Sewer,Trade,Onsite work only.  Storm and footing drains to existing onsite privately owned Storm Main.  Sanitary to existing onsite privately owned Sanitary Main.  Cap 3 side sewer laterals.  Per plan #6763706-PH.Project includes Onsite Stormwater Management Facilities.,75100000.0000,2020-09-18,2020-10-01,2022-04-01,,Issued,4215 EAST STEVENS WAY NE,SEATTLE,WA,98195,PELLCO Construction Inc,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6789231-SS,47.65883293,-122.30745433,"4215 EAST STEVENS WAY NE
SEATTLE, WA 98195
(47.65883293, -122.30745433)"
6803386-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install new gas furnace,6900.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,13026 6TH AVE NW,SEATTLE,WA,98177,BRENNAN HEATING & AIR CONDITIONING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803386-FR,47.72409823,-122.36336723,"13026 6TH AVE NW
SEATTLE, WA 98177
(47.72409823, -122.36336723)"
6803316-SS,Multifamily,Residential,Side Sewer,Trade,On-site work only for Sanitary to Existing Side Sewer and Drainage to new connection to the Storm Main for 4 townhome units in associated building permit 6709184-CN (see plans in revision #6676657-CN-007).Project includes On-site Stormwater Management facilities.  Separate permit by an RSSC required for work/lining and connection in the ROW.  PE Eval/Cert Required.,3000000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,9360 STURTEVANT AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803316-SS,47.51737604,-122.26764221,"9360 STURTEVANT AVE S
SEATTLE, WA 98118
(47.51737604, -122.26764221)"
6801272-RF,Single Family/Duplex,Residential,Refrigeration,Trade,install heat pump,6000.0000,2020-09-17,2020-09-17,2022-03-17,2020-10-01,Completed,11343 15TH AVE NE,SEATTLE,WA,98125,Evergreen Home Heating & Energy,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801272-RF,47.71162042,-122.31283644,"11343 15TH AVE NE
SEATTLE, WA 98125
(47.71162042, -122.31283644)"
6803405-FS,Commercial,Non-Residential,Fire Sprinkler,Trade,"Installing (2387) new fire sprinkler heads on (1) new standpipe system, (1) new dry pipe sprinkler system, and (11) new wet pipe sprinkler systems.",472200.0000,2020-10-01,,,,Application Completed,110 10TH AVE S,SEATTLE,WA,98104,Smith Fire Systems,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803405-FS,47.60108565,-122.31902928,"110 10TH AVE S
SEATTLE, WA 98104
(47.60108565, -122.31902928)"
6802203-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Emergency spot repair on side sewer line. Onsite work only.,0.0000,2020-09-24,2020-09-24,2022-03-24,2020-10-01,Completed,2521 S Brandon ST,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802203-SS,47.55348804,-122.30036325,"2521 S Brandon ST
(47.55348804, -122.30036325)"
6803508-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Install mini split,8000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,1934 9TH AVE W,SEATTLE,WA,98119,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803508-RF,47.63697715,-122.36870633,"1934 9TH AVE W
SEATTLE, WA 98119
(47.63697715, -122.36870633)"
6802668-SB,Institutional,Non-Residential,"Sign, Awning and Canopy",Trade,Install one illuminated directional sign for Harborview,7500.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,325 9TH AVE,SEATTLE,WA,98104,Tube Art Group,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802668-SB,47.60399886,-122.32378355,"325 9TH AVE
SEATTLE, WA 98104
(47.60399886, -122.32378355)"
6798584-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,FURNACE CHANGE OUT GAS TO GAS,4600.0000,2020-08-31,2020-08-31,2022-02-28,2020-10-01,Completed,2552 2ND AVE W,SEATTLE,WA,98119,REED WRIGHT HTG & ELEC CO,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798584-FR,47.64298268,-122.35933236,"2552 2ND AVE W
SEATTLE, WA 98119
(47.64298268, -122.35933236)"
6803314-SS,Single Family/Duplex,Residential,Side Sewer,Trade,On-site work only for Sanitary to new connection to Sanitary Main and Drainage to new connection to Storm Main for 4 townhome units per plan with associated building permit 6709184-CN.Project includes On-site Stormwater Management facilities.  Separate permit by an RSSC required for work and connections in the ROW.,3000000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,9350 STURTEVANT AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803314-SS,47.51759211,-122.2678818,"9350 STURTEVANT AVE S
SEATTLE, WA 98118
(47.51759211, -122.2678818)"
6802706-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Repair existing side sewer. No work in the ROW.,0.0000,2020-09-28,2020-09-28,2022-03-28,2020-09-30,Completed,9218 15th AVE NE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802706-SS,47.69631676,-122.31183465,"9218 15th AVE NE
(47.69631676, -122.31183465)"
6801556-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Sewer repair of approximately 55' of sewer line. Onsite work only.,0.0000,2020-09-21,2020-09-21,2022-03-21,2020-10-01,Completed,10525 PHINNEY AVE N,SEATTLE,WA,98133,CTC Contractors,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801556-SS,47.70589169,-122.35441069,"10525 PHINNEY AVE N
SEATTLE, WA 98133
(47.70589169, -122.35441069)"
6803423-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,"40,000 BTU Gas Furnace Replacement",3000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,2106 1ST AVE W,SEATTLE,WA,98119,SeaTown Electric Corp.,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803423-FR,47.63747517,-122.35800945,"2106 1ST AVE W
SEATTLE, WA 98119
(47.63747517, -122.35800945)"
6796644-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Set 3-ton a/c on side of garage where refrigerant line is stubbed out during the construction phase. (Refrigeration permit 6495279 signed off 3/3/16),7999.0000,2020-08-18,2020-08-18,2022-02-18,2020-10-01,Completed,1019 NE 104TH ST,SEATTLE,WA,98125,BRENNAN HEATING & AIR CONDITIONING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6796644-RF,47.70372755,-122.31701047,"1019 NE 104TH ST
SEATTLE, WA 98125
(47.70372755, -122.31701047)"
6796557-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Emergency spot repair on side sewer line. Onsite work only.,0.0000,2020-08-18,2020-08-18,2022-02-18,2020-08-20,Completed,5952 38th AVE SW,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6796557-SS,47.54869485,-122.38013704,"5952 38th AVE SW
(47.54869485, -122.38013704)"
6801014-SS,Single Family/Duplex,Residential,Side Sewer,Trade,10/01/2020 MRK updated to include ROW work.Side sewer repair. Onsite work only.,0.0000,2020-09-16,2020-09-16,2022-03-16,,Issued,5036 36TH AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801014-SS,47.66601345,-122.28882062,"5036 36TH AVE NE
SEATTLE, WA 98105
(47.66601345, -122.28882062)"
6793973-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Install 2 1/2 ton heat pump,7265.0000,2020-08-03,2020-08-03,2022-02-03,2020-10-01,Completed,8245 30TH AVE NE,SEATTLE,WA,98115,BRENNAN HEATING & AIR CONDITIONING,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6793973-RF,47.68972706,-122.29636413,"8245 30TH AVE NE
SEATTLE, WA 98115
(47.68972706, -122.29636413)"
6803531-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Just a furnace swap,750.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,9421 20TH AVE NE,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803531-FR,47.69725509,-122.30705737,"9421 20TH AVE NE
SEATTLE, WA 98115
(47.69725509, -122.30705737)"
6802288-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,NEKORYSTNOYA 039531- FURNACE CHANGE OUT,3500.0000,2020-09-24,2020-09-24,2022-03-24,2020-10-01,Completed,3836 36TH AVE W,SEATTLE,WA,98199,MM Comfort Systems,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802288-FR,47.65515653,-122.40331997,"3836 36TH AVE W
SEATTLE, WA 98199
(47.65515653, -122.40331997)"
6758223-SS,Single Family/Duplex,Residential,Side Sewer,Trade,9/28/20   ATR- CAPPING ADDED TO PERMIT PER EMAILSFR; New storm connection to curb weep. New sanitary connection to main sanitary. BP: 6706259-CN.,0.0000,2019-11-15,2019-11-26,2021-05-26,2020-10-01,Completed,3310 NW 68th ST,,,,ECOCLINE EXCAVATION AND UTILITIES LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6758223-SS,47.6784462,-122.40033224,"3310 NW 68th ST
(47.6784462, -122.40033224)"
6803395-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,installing an air handler,16000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,7055 38TH AVE NE,SEATTLE,WA,98115,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803395-FR,47.68096605,-122.28746844,"7055 38TH AVE NE
SEATTLE, WA 98115
(47.68096605, -122.28746844)"
6802683-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Repair existing side sewer. No work in the ROW.,5000.0000,2020-09-28,2020-09-30,2022-03-30,2020-10-01,Completed,1518 45th AVE SW,,,,PLUMB PROS LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802683-SS,47.59000631,-122.38858484,"1518 45th AVE SW
(47.59000631, -122.38858484)"
6796002-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,installing a gas furnace,15000.0000,2020-08-14,2020-08-14,2022-02-14,2020-10-01,Completed,1910 EDGEMONT PL W,SEATTLE,WA,98199,Greenwood Heating & AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6796002-FR,47.6362612,-122.40217215,"1910 EDGEMONT PL W
SEATTLE, WA 98199
(47.6362612, -122.40217215)"
6801543-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Emergency spot repair on side sewer. Onsite work only.,0.0000,2020-09-21,2020-10-01,2022-04-01,,Issued,2639 E Aloha ST,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801543-SS,47.62648589,-122.29695673,"2639 E Aloha ST
(47.62648589, -122.29695673)"
6803111-ME,Multifamily,Residential,Mechanical,Trade,Ductless heat pump installation. Subject to Field Inspection - STFI,6000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,12535 C 35TH AVE NE,SEATTLE,WA,98125,Mountain Valley Heating and AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803111-ME,47.72038245,-122.29107613,"12535 C 35TH AVE NE
SEATTLE, WA 98125
(47.72038245, -122.29107613)"
6803109-ME,Multifamily,Residential,Mechanical,Trade,Ductless heat pump installation. Subject to Field Inspection -STFI,6000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,12535 B 35TH AVE NE,SEATTLE,WA,98125,Mountain Valley Heating and AC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803109-ME,47.72033277,-122.29107906,"12535 B 35TH AVE NE
SEATTLE, WA 98125
(47.72033277, -122.29107906)"
6709946-FS,Multifamily,Residential,Fire Sprinkler,Trade,Installation of (3) dry pipe sprinkler systems to protect the unheated parking areas of the new building and (1) combination standpipe with floor controls to protect the heated interior of the new building.,398662.0000,2019-01-25,2019-03-28,2021-09-28,,Issued,118 BROADWAY E,SEATTLE,WA,98102,Smith Fire Systems,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6709946-FS,47.61922954,-122.32044115,"118 BROADWAY E
SEATTLE, WA 98102
(47.61922954, -122.32044115)"
6802074-SS,Commercial,Non-Residential,Side Sewer,Trade,New side sewer/drainage for new Mixed-Use Building per approved plans with building permit #6532922-CN.  Sanitary to new connection to Sanitary Main.  Storm to new connection to Storm Main.  2 sanitary caps required.,1.0000,2020-09-28,2020-10-01,2022-04-01,,Issued,2505 BEACON AVE S,SEATTLE,WA,98144,GARY MERLINO CONSTRUCTION,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802074-SS,47.58076053,-122.3139148,"2505 BEACON AVE S
SEATTLE, WA 98144
(47.58076053, -122.3139148)"
6803468-SS,Single Family/Duplex,Residential,Side Sewer,Trade,"Side sewer repair, lining approx. 80ft of sewer and installing a clean out. Onsite work only.",0.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,12541 1st AVE NW,,,,Done Right Plumbing and Sewer Repair LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803468-SS,47.72082026,-122.3586033,"12541 1st AVE NW
(47.72082026, -122.3586033)"
6802712-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Repair existing side sewer.. ROW use for staging. No work in the ROW.,2500.0000,2020-09-28,2020-09-30,2022-03-30,2020-10-01,Completed,4517 40th AVE NE,,,,PRICOR TECHNOLOGIES LLC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802712-SS,47.66186994,-122.28500416,"4517 40th AVE NE
(47.66186994, -122.28500416)"
6803429-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Install HVAC System,20000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,1220 39TH AVE E,SEATTLE,WA,98112,Cardinal Heating & Air,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803429-RF,47.63048968,-122.28230331,"1220 39TH AVE E
SEATTLE, WA 98112
(47.63048968, -122.28230331)"
6786455-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Install new furnace system (including ductwork and venting) in new construction SFR,10000.0000,2020-06-11,2020-06-11,2021-12-11,2020-10-01,Completed,9700 LINDSAY PL S,SEATTLE,WA,98118,Southern Heat,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6786455-FR,47.51466432,-122.26340904,"9700 LINDSAY PL S
SEATTLE, WA 98118
(47.51466432, -122.26340904)"
6798717-FR,Single Family/Duplex,Residential,Single-Family/Duplex Furnace,Trade,Installing MSZGL15NA-U1 indoor unit in the corner of our living room wall with the MUZGL15NA-U2 Outdoor unit on the opposite side (back of the house).,5500.0000,2020-09-01,2020-09-01,2022-03-01,2020-10-01,Completed,7554 28TH AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6798717-FR,47.68466876,-122.39269388,"7554 28TH AVE NW
SEATTLE, WA 98117
(47.68466876, -122.39269388)"
6801388-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Side Sewer Repair Onsite.,1.0000,2020-09-21,2020-09-30,2022-03-30,2020-10-01,Completed,1217 21ST AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801388-SS,47.63115485,-122.3050668,"1217 21ST AVE E
SEATTLE, WA 98112
(47.63115485, -122.3050668)"
6803354-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Running line sets between outdoor unit and wall mount heads,7200.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,4833 S ORCHARD ST,SEATTLE,WA,98118,B&T Service,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803354-RF,47.53803106,-122.27129161,"4833 S ORCHARD ST
SEATTLE, WA 98118
(47.53803106, -122.27129161)"
6802693-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Repair existing side sewer. No work in the ROW.,4000.0000,2020-09-28,2020-09-30,2022-03-30,2020-10-01,Completed,1624 35th AVE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802693-SS,47.61605827,-122.28787546,"1624 35th AVE
(47.61605827, -122.28787546)"
6803015-SS,Single Family/Duplex,Residential,Side Sewer,Trade,"New SFR sanitary to re-use the existing shared sanitary sewer connection to the sanitary sewer main. New storm to a new curb weep in 41st Ave E. Footing drains to the existing shared connection to the ""formerly"" combined sewer.  Related building permit 6758669-CN. Liner in the ROW.",323.0000,2020-09-30,2020-10-01,2022-04-01,,Issued,1836 41ST AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803015-SS,47.63604991,-122.27937902,"1836 41ST AVE E
SEATTLE, WA 98112
(47.63604991, -122.27937902)"
6803428-RF,Single Family/Duplex,Residential,Refrigeration,Trade,"install linesets for heat pump and ductless heat pump system. 3/4"" x 3/8"" & 1/4"" 3/8""",22563.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,9910 Triton DR NW,,,,KLIEMANN BROS HEATING & A/C,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803428-RF,47.70100552,-122.39050833,"9910 Triton DR NW
(47.70100552, -122.39050833)"
6802704-SS,Single Family/Duplex,Residential,Side Sewer,Trade,Repair existing side sewer. No work in ROW.,0.0000,2020-09-28,2020-09-28,2022-03-28,2020-10-01,Completed,2930 1st AVE N,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802704-SS,47.64653358,-122.35530807,"2930 1st AVE N
(47.64653358, -122.35530807)"
6765498-CY,Commercial,Non-Residential,Conveyance,Trade,New Installation,193500.0000,2020-01-13,2020-01-13,2021-07-13,2020-09-21,Completed,1103 Summit AVE,,,,KONE INC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6765498-CY,47.61100985,-122.32403312,"1103 Summit AVE
(47.61100985, -122.32403312)"
6803537-RF,Single Family/Duplex,Residential,Refrigeration,Trade,Installation of 2 Mitsubishi ductless heat pump systems. (Does NOT include ventilation),18000.0000,2020-10-01,2020-10-01,2022-04-01,,Issued,9201 Palatine AVE N,,,,Progressive Comfort Solutions,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803537-RF,47.69620336,-122.35701084,"9201 Palatine AVE N
(47.69620336, -122.35701084)"
