UNIQUE KEY,TOW DATE,AGENCY,VEHICLE YEAR,VEHICLE MAKE,LICENSE PLATE,LICENSE STATE,TOW LOCATION,CITY,STATE,ZIP,TOW REASON,TOW DESCRIPTION,LOCATION,LATITUDE,LONGITUDE,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD
200810087RIV,10/08/2008,RIV,6,CHRY,,NY,124 PEARL,Buffalo,NY,14202,IP,ILLEGALLY PARKED,"(42.899815364126, -78.871024881398)",42.899815364125935,-78.87102488139772,FILLMORE,District B,68,2,2001,UNKNOWN
200810088JMA,10/08/2008,JMA,1997,CHEV,,NY,425 NIAGARA ST,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.895672751709, -78.886798558774)",42.8956727517094,-78.88679855877389,ELLICOTT,District B,71.01,3,3007,UNKNOWN
200810089DPE,10/08/2008,DPE,1998,BUIC,,NY,HAMBURG AT 190 RAMP,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.873273964905, -78.857530970549)",42.873273964904655,-78.85753097054935,FILLMORE,District A,164,3,3035,UNKNOWN
2008100910RON,10/09/2008,RON,94,DODG,,NY,109 PLYMOUTH,Buffalo,NY,14201,IP,ILLEGALLY PARKED,"(42.901399497979, -78.885326919998)",42.901399497978865,-78.88532691999819,NIAGARA,District B,69.02,2,2001,UNKNOWN
2008100911RON,10/09/2008,RON,0,CHEV,,IA,832 ELMWOOD,Buffalo,NY,14222,IP,ILLEGALLY PARKED,"(42.919784910877, -78.877092623574)",42.91978491087706,-78.87709262357353,DELAWARE,District D,65.01,1,1000,UNKNOWN
2008100912JMA,10/09/2008,JMA,2008,FORD,,NY,27 JEWETT,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.934312339831, -78.843203135225)",42.93431233983141,-78.84320313522542,MASTEN,District E,52.01,3,3002,UNKNOWN
2008100913DPE,10/09/2008,DPE,1998,MEBE,,NY,693 EAST FERRY,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.914534429307, -78.836284156378)",42.91453442930668,-78.83628415637776,MASTEN,District C,34,4,4001,UNKNOWN
200810092DPE,10/09/2008,DPE,2007,YAMA,,NY,BRUCE/TYLER,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.952815001864, -78.829465950433)",42.95281500186394,-78.82946595043316,UNIVERSITY,District E,46.01,2,2008,UNKNOWN
200810093DPE,10/09/2008,DPE,1999,JEEP,,NY,152 RAMSDELL,Buffalo,NY,14216,IL,ILLEGAL VEHICLE,"(42.957539780089, -78.875093980913)",42.95753978008905,-78.8750939809127,NORTH,District D,50,3,3005,UNKNOWN
200810094JMA,10/09/2008,JMA,2003,MITS,,NY,E EAGLE/MICHIGAN,Buffalo,NY,14204,AI,ACCIDENT,"(42.883215042682, -78.868581995871)",42.88321504268249,-78.86858199587127,ELLICOTT,District B,14.02,3,3006,UNKNOWN
200810096RIV,10/09/2008,RIV,1994,MEBE,,NY,207 LAUREL,Buffalo,NY,14208,IL,ILLEGAL VEHICLE,"(42.910082489087, -78.857189947242)",42.91008248908679,-78.8571899472418,ELLICOTT,District B,168,1,1000,UNKNOWN
200810097RON,10/09/2008,RON,1998,TOYO,,NY,333 MAPLE,Buffalo,NY,14204,IP,ILLEGALLY PARKED,"(42.901169329057, -78.861642771588)",42.90116932905706,-78.86164277158817,ELLICOTT,District B,31,3,3004,UNKNOWN
200810101DPE,10/10/2008,DPE,1989,GMC,,NY,567 WEST AVE,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.906744058866, -78.892014017352)",42.906744058866074,-78.89201401735204,NIAGARA,District B,69.01,4,4004,UNKNOWN
200810102DPE,10/10/2008,DPE,2000,PONT,,NY,1264 FILLMORE,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.908039518357, -78.839140368585)",42.90803951835739,-78.83914036858475,ELLICOTT,District C,35,4,4009,UNKNOWN
200810103DPE,10/10/2008,DPE,1996,BUIC,,NY,1345 BAILEY AVE,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
200810105DPE,10/10/2008,DPE,95,OLDS,,NY,333 FILLMORE,Buffalo,NY,14206,ST,STOLEN VEHICLE,"(42.882253200806, -78.839144500608)",42.882253200805835,-78.83914450060753,FILLMORE,District C,17,1,1013,UNKNOWN
200810106RIV,10/10/2008,RIV,2005,JEEP,,NY,411 BRECKENRIDGE,Buffalo,NY,14213,IP,ILLEGALLY PARKED,"(42.916771735563, -78.886258033239)",42.91677173556272,-78.8862580332392,NIAGARA,District D,65.01,4,4004,UNKNOWN
200810108DPE,10/10/2008,DPE,7,CHEV,,NY,107,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.856630723889, -78.830266741404)",42.856630723889054,-78.8302667414037,LOVEJOY,District A,2,4,4000,UNKNOWN
200810109DPE,10/10/2008,DPE,2007,NISS,,NY,52 MAPLE,Buffalo,NY,14204,IM,IMPOUNDED,"(42.89506156169, -78.863791578488)",42.89506156168995,-78.86379157848845,ELLICOTT,District B,25.02,1,1004,UNKNOWN
200810111DPE,10/11/2008,DPE,1998,OLDS,,NY,JEFFERSON/BROADWAY,Buffalo,NY,14204,ST,STOLEN VEHICLE,"(42.889790976947, -78.853964973378)",42.889790976946735,-78.85396497337841,ELLICOTT,District C,166,4,4016,UNKNOWN
200810112DPE,10/11/2008,DPE,2005,PONT,,NY,14 NORMAL AVE,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.90130337374, -78.883892826089)",42.90130337374028,-78.88389282608894,NIAGARA,District B,69.02,2,2001,UNKNOWN
200810113DPE,10/11/2008,DPE,1988,VOLK,,NY,WEST/CAROLINA,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.893679031993, -78.879657030928)",42.89367903199278,-78.87965703092826,FILLMORE,District B,71.02,2,2000,UNKNOWN
200810114DPE,10/11/2008,DPE,1997,HOND,,NY,ONTARIO/TONAWANDA,Buffalo,NY,14207,AI,ACCIDENT,"(42.949682978809, -78.903800949598)",42.94968297880943,-78.90380094959755,NORTH,District D,57,2,2002,UNKNOWN
200810115RIV,10/11/2008,RIV,2006,DODG,,NY,NIAGARA/VIRGINIA,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.893412027617, -78.884782989032)",42.89341202761697,-78.88478298903235,ELLICOTT,District B,71.01,3,3009,UNKNOWN
200810116DPE,10/11/2008,DPE,1995,FORD,,NY,917 EAST FERRY,Buffalo,NY,14211,AB,ABANDONED VEHICLE,"(42.914456101078, -78.829908726332)",42.914456101077946,-78.82990872633158,MASTEN,District C,34,4,4000,UNKNOWN
200810121DPE,10/12/2008,DPE,2008,SATU,,NY,1272 DELAWARE,Buffalo,NY,14222,AI,ACCIDENT,"(42.918720537081, -78.868365283345)",42.9187205370808,-78.86836528334477,DELAWARE,District D,169,1,1001,UNKNOWN
200810122DPE,10/12/2008,DPE,1998,MEBE,,NY,914 SMITH,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.886455318189, -78.844095005436)",42.886455318189114,-78.8440950054359,FILLMORE,District C,15,1,1000,UNKNOWN
200810125DPE,10/12/2008,DPE,1999,CHRY,,NY,1345 BAILEY AVE,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
200810131DPE,10/13/2008,DPE,1999,PONT,,NY,1345 BAILEY AVE,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
200810132DPE,10/13/2008,DPE,2000,PON,,NY,1800 HERTEL,Buffalo,NY,14216,AI,ACCIDENT,"(42.94760751039, -78.841378544835)",42.94760751038994,-78.84137854483457,UNIVERSITY,District D,45,6,6004,UNKNOWN
200810133DPE,10/13/2008,DPE,1997,DODG,,NY,30 BARRY,Buffalo,NY,14213,AB,ABANDONED VEHICLE,"(42.926460925477, -78.888470225082)",42.926460925477436,-78.8884702250817,NIAGARA,District D,171,2,2001,UNKNOWN
200810134DPE,10/13/2008,DPE,2001,MITS,,NY,669 HERTEL AVE,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.947664328573, -78.88392197576)",42.94766432857253,-78.88392197576046,NORTH,District D,56,3,3002,UNKNOWN
200810135DPE,10/13/2008,DPE,2008,DODG,,NY,333 LINWOOD,Buffalo,NY,14209,ST,STOLEN VEHICLE,"(42.911572802785, -78.867967497666)",42.911572802785116,-78.86796749766613,ELLICOTT,District B,66.02,3,3000,UNKNOWN
200810136DPE,10/13/2008,DPE,2009,TOYO,,NY,166 DART ST,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.932407664294, -78.891325126489)",42.93240766429374,-78.89132512648855,NORTH,District D,171,5,5004,UNKNOWN
200810141DPE,10/14/2008,DPE,2001,OLDS,,NY,3109 BAILEY AVE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.939344859513, -78.813560516195)",42.93934485951331,-78.81356051619467,UNIVERSITY,District E,43,6,6008,UNKNOWN
200810142JMA,10/14/2008,JMA,1994,DODG,,NY,331 E DELAVAN,Buffalo,NY,14208,ST,STOLEN VEHICLE,"(42.921901897705, -78.844926218715)",42.921901897704906,-78.84492621871506,MASTEN,District E,33.01,2,2002,UNKNOWN
200810143DPE,10/14/2008,DPE,1992,CHEV,,NY,FERRY/GELSTON,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.915142041067, -78.898434023984)",42.91514204106668,-78.89843402398371,NIAGARA,District D,61,1,1026,UNKNOWN
200810144DPE,10/14/2008,DPE,2005,DODG,,NY,50 GROTE,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.942427232257, -78.8898803325)",42.94242723225653,-78.88988033249966,NORTH,District D,55,1,1006,UNKNOWN
200810145DPE,10/14/2008,DPE,0,CADI,,PA,BROADWAY/HERMAN,Buffalo,NY,14212,AI,ACCIDENT,"(42.891910021618, -78.844298026754)",42.89191002161794,-78.8442980267545,FILLMORE,District C,15,2,2000,UNKNOWN
200810146RIV,10/14/2008,RIV,0,CHEV,,IA,155 COMET,Buffalo,NY,14216,IM,IMPOUNDED,"(42.954010706011, -78.87449959316)",42.9540107060105,-78.87449959315987,NORTH,District D,50,3,3010,UNKNOWN
200810147DPE,10/14/2008,DPE,2000,PONT,,NY,MILFORD/S LEGION,Buffalo,NY,14210,AI,ACCIDENT,"(42.854547980614, -78.814270949121)",42.85454798061389,-78.81427094912075,SOUTH,District A,9,2,2007,UNKNOWN
200810148DPE,10/14/2008,DPE,1992,ACUR,,NY,722 HOPKINS,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.856755168341, -78.832276135903)",42.856755168341444,-78.83227613590262,SOUTH,District A,1.10,3,3031,UNKNOWN
200810151DPE,10/15/2008,DPE,1999,PONT,,NY,697 FILLMORE,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.892270720383, -78.839189872611)",42.892270720382676,-78.83918987261092,FILLMORE,District C,16,4,4003,UNKNOWN
200810153DPE,10/15/2008,DPE,1,PONT,,VA,464 WALDEN,Buffalo,NY,14211,AB,ABANDONED VEHICLE,"(42.904291358585, -78.818428138703)",42.90429135858456,-78.81842813870307,FILLMORE,District C,29,2,2003,UNKNOWN
200810154GAR,10/15/2008,GAR,94,SATU,,NY,262 MORRIS,Buffalo,NY,14214,AB,ABANDONED VEHICLE,"(42.940997031113, -78.829808035343)",42.94099703111254,-78.82980803534274,MASTEN,District E,45,2,2009,UNKNOWN
200810155RIV,10/15/2008,RIV,1990,DODG,,NY,130 ELMER,Buffalo,NY,14215,ST,STOLEN VEHICLE,"(42.938847771386, -78.81951428947)",42.938847771386406,-78.81951428947028,MASTEN,District E,42,5,5001,UNKNOWN
200810156RIV,10/15/2008,RIV,0,CHRY,,NY,472 MARILLA,Buffalo,NY,14220,AI,ACCIDENT,"(42.837278970974, -78.82282200425)",42.8372789709742,-78.82282200425014,SOUTH,District A,6,2,2005,UNKNOWN
200810162JMA,10/16/2008,JMA,2004,JEEP,,NY,519 TONAWANDA ST,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.943320707655, -78.900432622193)",42.943320707654955,-78.90043262219312,NORTH,District D,57,1,1012,UNKNOWN
200810163DPE,10/16/2008,DPE,98,BUIC,,NY,49 HILL,Buffalo,NY,14214,ST,STOLEN VEHICLE,"(42.934191080858, -78.831600387526)",42.934191080858305,-78.83160038752631,MASTEN,District E,40.01,2,2002,UNKNOWN
200810164DPE,10/16/2008,DPE,1997,CHEV,,NY,1001 HERTEL AVE,Buffalo,NY,14216,IL,ILLEGAL VEHICLE,"(42.947715028328, -78.871223455622)",42.94771502832791,-78.87122345562238,NORTH,District D,50,1,1005,UNKNOWN
200810165DPE,10/16/2008,DPE,1,SUZU,,NY,88 REED,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.894760099002, -78.84244549616)",42.894760099002035,-78.84244549615991,FILLMORE,District C,166,1,1003,UNKNOWN
2008101710DPE,10/17/2008,DPE,1999,PONT,,NY,SWAN/FRANKLIN,Buffalo,NY,14202,IL,ILLEGAL VEHICLE,"(42.882244969271, -78.877838029048)",42.88224496927095,-78.87783802904787,FILLMORE,District B,165,1,1094,UNKNOWN
200810171DPE,10/17/2008,DPE,98,CHEV,,NY,2767 BAILEY,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.930018738718, -78.813573045162)",42.93001873871751,-78.81357304516186,UNIVERSITY,District E,44.02,2,2004,UNKNOWN
200810172DPE,10/17/2008,DPE,97,CADI,,NY,2767 BAILEY,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.930018738718, -78.813573045162)",42.93001873871751,-78.81357304516186,UNIVERSITY,District E,44.02,2,2004,UNKNOWN
200810173DPE,10/17/2008,DPE,98,FORD,,NY,64 ELMWOOD,Buffalo,NY,14202,IL,ILLEGAL VEHICLE,"(42.887060748191, -78.879687937869)",42.88706074819099,-78.8796879378692,FILLMORE,District B,71.02,1,1007,UNKNOWN
200810175DPE,10/17/2008,DPE,97,CHEV,,NY,1847 S PARK,Buffalo,NY,14220,AB,ABANDONED VEHICLE,"(42.848454363228, -78.823758859745)",42.84845436322756,-78.82375885974496,SOUTH,District A,2,3,3000,UNKNOWN
200810176DPE,10/17/2008,DPE,8,CHEV,,NY,1345 BAILEY,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
200810177RON,10/17/2008,RON,0,FORD,,NY,363 GLENWOOD,Buffalo,NY,14208,AB,ABANDONED VEHICLE,"(42.912281130911, -78.851778954668)",42.91228113091131,-78.85177895466794,ELLICOTT,District C,33.02,3,3017,UNKNOWN
200810178DPE,10/17/2008,DPE,92,MITS,,NY,10 COLLATION,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.947805224954, -78.907983021719)",42.947805224953754,-78.90798302171916,NORTH,District D,58.02,2,2008,UNKNOWN
200810179RIV,10/17/2008,RIV,98,OLDS,,NY,52 PEARL,Buffalo,NY,14202,IP,ILLEGALLY PARKED,"(42.898213402203, -78.871557320749)",42.89821340220325,-78.87155732074862,FILLMORE,District B,68,2,2005,UNKNOWN
2008101810DPE,10/18/2008,DPE,1992,FORD,,NY,LANG/ROGERS,Buffalo,NY,14215,AI,ACCIDENT,"(42.919059960406, -78.803976946458)",42.919059960405576,-78.80397694645828,LOVEJOY,District E,37,1,1005,UNKNOWN
200810181DPE,10/18/2008,DPE,2003,BUIC,,NY,SENECA/ROANOKE,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.859037015947, -78.814160052521)",42.85903701594711,-78.814160052521,SOUTH,District A,10,4,4000,UNKNOWN
200810182DPE,10/18/2008,DPE,1998,BUIC,,NY,1847 SOUTH PARK,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.848454363228, -78.823758859745)",42.84845436322756,-78.82375885974496,SOUTH,District A,2,3,3000,UNKNOWN
200810183RIV,10/18/2008,RIV,0,COLE,,NY,67 WILBURY,Buffalo,NY,14216,IL,ILLEGAL VEHICLE,"(42.948765713137, -78.870050317529)",42.9487657131373,-78.87005031752878,NORTH,District D,50,1,1003,UNKNOWN
200810184DPE,10/18/2008,DPE,1997,PONT,,NY,DOAT/POPLAR,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.909784029158, -78.804320009453)",42.90978402915819,-78.80432000945262,LOVEJOY,District C,30,1,1004,UNKNOWN
200810185DPE,10/18/2008,DPE,2005,HOND,,NY,693 EAST FERRY,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.914534429307, -78.836284156378)",42.91453442930668,-78.83628415637776,MASTEN,District C,34,4,4001,UNKNOWN
200810186JMA,10/18/2008,JMA,2000,CHEV,,NY,HAMPSHIRE/WEST,Buffalo,NY,14213,IL,ILLEGAL VEHICLE,"(42.910926022775, -78.896040010894)",42.91092602277475,-78.89604001089411,NIAGARA,District B,69.01,3,3009,UNKNOWN
200810187DPE,10/18/2008,DPE,2003,FORD,,NY,506 NIAGARA ST,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.897624176053, -78.888814665907)",42.8976241760525,-78.88881466590699,ELLICOTT,District B,71.01,4,4000,UNKNOWN
200810188JMA,10/18/2008,JMA,2001,FORD,,NY,41 KERNS,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.916965137298, -78.812149341122)",42.9169651372975,-78.81214934112178,LOVEJOY,District E,37,4,4008,UNKNOWN
200810191DPE,10/19/2008,DPE,1993,LEXU,,NY,DAVIDSON/ORLEANS,Buffalo,NY,14215,ST,STOLEN VEHICLE,"(42.937331006345, -78.806740970588)",42.93733100634528,-78.80674097058774,UNIVERSITY,District E,44.01,1,1003,UNKNOWN
200810192RIV,10/19/2008,RIV,1997,JEEP,,NY,35 SPRENGER,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.910716303415, -78.803684023783)",42.91071630341531,-78.80368402378298,LOVEJOY,District C,38,3,3004,UNKNOWN
200810193JMA,10/19/2008,JMA,0,MERC,,NY,138 MINNESOTA,Buffalo,NY,14214,IM,IMPOUNDED,"(42.946968728146, -78.824395000142)",42.94696872814579,-78.82439500014243,UNIVERSITY,District E,47,4,4000,UNKNOWN
200810194DPE,10/19/2008,DPE,1993,CHEV,,NY,244 DETROIT,Buffalo,NY,14212,IL,ILLEGAL VEHICLE,"(42.889966166695, -78.842113048727)",42.889966166695444,-78.84211304872714,FILLMORE,District C,16,1,1003,UNKNOWN
200810195JMA,10/19/2008,JMA,1999,CHEV,,NY,HOLDEN/BENNETT VILLA,Buffalo,NY,14214,AI,ACCIDENT,"(42.939222964348, -78.834870049338)",42.939222964347714,-78.83487004933836,MASTEN,District E,40.01,1,1002,UNKNOWN
200810201DPE,10/20/2008,DPE,1997,CADI,,NY,2767 BAILEY AVE,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.930018738718, -78.813573045162)",42.93001873871751,-78.81357304516186,UNIVERSITY,District E,44.02,2,2004,UNKNOWN
200810202DPE,10/20/2008,DPE,1989,CHEV,,NY,CHELSEA/APPENHEMER,Buffalo,NY,14215,ST,STOLEN VEHICLE,"(42.923066990292, -78.833642033765)",42.9230669902918,-78.83364203376486,MASTEN,District E,170,2,2003,UNKNOWN
200810203DPE,10/20/2008,DPE,2009,CHEV,,NY,TONAWANDA/AMHERST,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.935899957782, -78.89702899113)",42.935899957782055,-78.89702899112999,NORTH,District D,59,5,5027,UNKNOWN
200810205DPE,10/20/2008,DPE,1992,CHEV,,NY,60 BAITZ,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.873970851235, -78.826756514065)",42.873970851235256,-78.82675651406498,FILLMORE,District A,163,2,2015,UNKNOWN
200810206DPE,10/20/2008,DPE,1999,OLDS,,NY,1345 BAILEY AVE,Buffalo,NY,14206,IL,ILLEGAL VEHICLE,"(42.890769583209, -78.814068785311)",42.89076958320947,-78.81406878531119,LOVEJOY,District C,24,5,5013,UNKNOWN
2008102110DPE,10/21/2008,DPE,1997,PONT,,NY,171 WESTMINISTER,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.941212681622, -78.807817567963)",42.94121268162166,-78.8078175679633,UNIVERSITY,District E,43,6,6004,UNKNOWN
2008102111RIV,10/21/2008,RIV,2001,CHEV,,NY,48 17TH ST,Buffalo,NY,14213,IM,IMPOUNDED,"(42.90754052883, -78.88301419672)",42.907540528830125,-78.88301419672042,NIAGARA,District B,67.01,2,2005,UNKNOWN
200810211DPE,10/21/2008,DPE,1995,CHEV,,NY,DORRANCE/HANSON,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.832003013325, -78.80734006154)",42.83200301332508,-78.80734006154007,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
200810212JMA,10/21/2008,JMA,,NISS,,TX,124 VICTORIA,Buffalo,NY,14214,IL,ILLEGAL VEHICLE,"(42.935335182933, -78.834711824423)",42.93533518293271,-78.83471182442266,MASTEN,District E,40.01,3,3005,UNKNOWN
200810213DPE,10/21/2008,DPE,2000,DODG,,NY,E DELAVAN/WINCHESTER,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.921814020949, -78.837854949342)",42.921814020949235,-78.83785494934227,MASTEN,District E,34,5,5006,UNKNOWN
200810214DPE,10/21/2008,DPE,1994,CHRY,,NY,695 E UTICA,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.910899674267, -78.841073356862)",42.91089967426658,-78.84107335686227,ELLICOTT,District C,35,4,4001,UNKNOWN
200810215RIV,10/21/2008,RIV,2000,CHEV,,NY,102 DONOVAN DRIVE,Buffalo,NY,14211,ST,STOLEN VEHICLE,"(42.912061939041, -78.828665365799)",42.91206193904095,-78.82866536579866,MASTEN,District C,35,3,3001,UNKNOWN
200810217DPE,10/21/2008,DPE,5,CHEV,,NY,550 HERTEL,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.946792094513, -78.887734910654)",42.94679209451295,-78.88773491065356,NORTH,District D,56,4,4002,UNKNOWN
200810218RIV,10/21/2008,RIV,0,NISS,,NY,345 PROSPECT,Buffalo,NY,14201,IM,IMPOUNDED,"(42.89763027137, -78.886981873818)",42.89763027137012,-78.88698187381836,ELLICOTT,District B,71.01,3,3005,UNKNOWN
200810219RIV,10/21/2008,RIV,1997,CHEV,,NY,1523 SENECA ST,Buffalo,NY,14210,AI,ACCIDENT,"(42.866366191591, -78.823561583898)",42.866366191590814,-78.82356158389793,LOVEJOY,District A,11,3,3008,UNKNOWN
200810221DPE,10/22/2008,DPE,1998,OLDS,,NY,227 ALLEN,Buffalo,NY,14201,IL,ILLEGAL VEHICLE,"(42.899520971967, -78.878482563806)",42.899520971967014,-78.87848256380579,FILLMORE,District B,68,1,1002,UNKNOWN
200810222GAR,10/22/2008,GAR,1,LINC,,NY,420 PROSPECT,Buffalo,NY,14201,IP,ILLEGALLY PARKED,"(42.899173196012, -78.88861966569)",42.89917319601197,-78.88861966569044,NIAGARA,District B,69.02,2,2005,UNKNOWN
200810223JMA,10/22/2008,JMA,2000,GMC,,NY,303 CHELSEA,Buffalo,NY,14215,AB,ABANDONED VEHICLE,"(42.923093257108, -78.833567391905)",42.92309325710824,-78.8335673919054,MASTEN,District E,170,2,2003,UNKNOWN
200810224DPE,10/22/2008,DPE,1998,PONT,,NY,214 CRYSTAL,Buffalo,NY,14220,IL,ILLEGAL VEHICLE,"(42.845975436792, -78.826263302076)",42.84597543679246,-78.82626330207633,SOUTH,District A,2,3,3004,UNKNOWN
2008102250MNM,10/22/2008,MNM,89,FORD,,,363 GLENWOOD,Buffalo,NY,14208,AB,ABANDONED VEHICLE,"(42.912281130911, -78.851778954668)",42.91228113091131,-78.85177895466794,ELLICOTT,District C,33.02,3,3017,UNKNOWN
200810225DPE,10/22/2008,DPE,2005,TOYO,,NY,241 GROTE,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.942363523185, -78.882632160041)",42.94236352318466,-78.88263216004118,NORTH,District D,55,1,1003,UNKNOWN
200810231DPE,10/23/2008,DPE,1995,HOND,,NY,498 ONTARIO,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.957020286016, -78.897049259055)",42.95702028601582,-78.89704925905544,NORTH,District D,58.02,4,4003,UNKNOWN
200810232RIV,10/23/2008,RIV,8,FORD,,NY,63 GRAPE ST,Buffalo,NY,14204,ST,STOLEN VEHICLE,"(42.897531168754, -78.856679227371)",42.89753116875421,-78.85667922737116,ELLICOTT,District B,31,2,2012,UNKNOWN
200810233DPE,10/23/2008,DPE,2,CHEV,,NY,15 COMSTOCK,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.936988544564, -78.817273033084)",42.936988544563924,-78.8172730330843,MASTEN,District E,42,1,1004,UNKNOWN
200810234DPE,10/23/2008,DPE,89,CHEV,,NY,644 E FERRY,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.914692865891, -78.840528965024)",42.914692865891375,-78.84052896502425,MASTEN,District E,34,3,3007,UNKNOWN
200810236RIV,10/23/2008,RIV,90,HOND,,NY,236 LAIRD,Buffalo,NY,14207,IL,ILLEGAL VEHICLE,"(42.955336285875, -78.905025122714)",42.955336285875134,-78.90502512271432,NORTH,District D,58.02,1,1002,UNKNOWN
200810241DPE,10/24/2008,DPE,98,FORD,,NY,693 E FERRY,Buffalo,NY,14211,IL,ILLEGAL VEHICLE,"(42.914534429307, -78.836284156378)",42.91453442930668,-78.83628415637776,MASTEN,District C,34,4,4001,UNKNOWN
200810244DPE,10/24/2008,DPE,2,CHEV,,NY,2368 SOUTH PARK,Buffalo,NY,14220,AI,ACCIDENT,"(42.834004678956, -78.823792574949)",42.83400467895612,-78.82379257494905,SOUTH,District A,6,4,4007,UNKNOWN
200810247GAR,10/24/2008,GAR,99,FORD,,NY,345 7TH,Buffalo,NY,14201,ST,STOLEN VEHICLE,"(42.895115643277, -78.887916095437)",42.89511564327651,-78.88791609543651,ELLICOTT,District B,71.01,3,3008,UNKNOWN
200810248RIV,10/24/2008,RIV,0,CHRY,,NY,69 DELAWARE,Buffalo,NY,14222,IP,ILLEGALLY PARKED,"(42.927923305381, -78.872333904184)",42.92792330538135,-78.87233390418427,DELAWARE,District D,63.02,1,1009,UNKNOWN
200810249DPE,10/24/2008,DPE,1996,PONT,,NY,FULTON/ELK,Buffalo,NY,14210,IL,ILLEGAL VEHICLE,"(42.870601965968, -78.852069012404)",42.8706019659675,-78.8520690124036,FILLMORE,District A,164,2,2021,UNKNOWN
200810251DPE,10/25/2008,DPE,1998,PONT,,NY,269 COMSOTCK,Buffalo,NY,14215,IL,ILLEGAL VEHICLE,"(42.944033748968, -78.817561630944)",42.94403374896799,-78.81756163094379,UNIVERSITY,District E,47,2,2004,UNKNOWN
200810252DPE,10/25/2008,DPE,2000,KIA,,NY,26 SANDROCK,Buffalo,NY,14207,AI,ACCIDENT,"(42.947123916637, -78.903661079184)",42.94712391663742,-78.90366107918425,NORTH,District D,57,2,2004,UNKNOWN
200810253DPE,10/25/2008,DPE,1994,CHEV,,NY,256 GRANT,Buffalo,NY,14213,IM,IMPOUNDED,"(42.92092603705, -78.890351613682)",42.92092603704997,-78.8903516136817,NIAGARA,District D,61,4,4000,UNKNOWN
